method,status,camera_count,available_cameras,missing_cameras,pair_count_ok,pair_count_total,pair_coverage,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,failure_reason,note
AP01,PARTIAL_3_OF_4,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,9.609117794113425,7.288205483244867,14.845608942647859,1.9581498575465333,1.877309392382426,2.1355094683663003,6.396122745096451,1.0503075627343843,cam0-cam1,14.845608942647859,1.877309392382426,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,cam_edge_5: RuntimeError: No relay multichain aggregate row found for cam3_to_cam5 / COLMAP_motion,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.
