residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.0048228399973595515,1240.491751771769,8.92950798794151,3.435789691886211,43.88967023876593,
2,solver_residual_call,,,0.010771512999781407,1240.491751771769,8.92950798794151,3.435789691886211,43.88967023876593,0.0
3,solver_residual_call,,,0.015879293001489714,1240.4917517347503,8.9295079879071,3.43578968994606,43.88967023876593,3.0444975429588794e-08
4,solver_residual_call,,,0.02037328900041757,1240.4917517817823,8.929507987951062,3.4357896917925737,43.88967023876593,3.389603419034883e-08
5,solver_residual_call,,,0.024765638998360373,1240.4917517583897,8.929507987928865,3.4357896922242293,43.88967023876593,2.1073424255447017e-08
6,solver_residual_call,,,0.029124840002623387,1240.4917517835447,8.92950798795261,3.4357896919013573,43.88967023876593,2.1073424255447017e-08
7,solver_residual_call,,,0.033424533998186234,1240.4917517839613,8.92950798795301,3.435789691824956,43.88967023876593,2.7639006758119782e-08
8,solver_residual_call,,,0.037594955996610224,1240.4917518246848,8.929507987990995,3.435789692991928,43.88967023876593,4.2531754089344024e-08
9,solver_residual_call,,,0.04197390600165818,1240.4921498370052,8.929508842006701,3.435790819651559,43.88967023876593,3.9469237827369964e-08
10,solver_residual_call,,,0.046795437003311235,1240.4925157075356,8.929509619513698,3.4357917894533663,43.88967023876593,3.133811896276989e-08
11,solver_residual_call,,,0.05127140900003724,1240.4916831372639,8.929507808300126,3.43578937169796,43.88967023876593,3.2943862972790416e-08
12,solver_residual_call,,,0.056847667998226825,1240.4918744364074,8.929508247748238,3.4357900334941536,43.88967023876593,6.340637681541481e-08
13,solver_residual_call,,,0.06173335800122004,1240.4917385703327,8.929507971029375,3.4357896807965886,43.88967023876593,6.203589364175156e-08
14,solver_residual_call,,,0.06618009600060759,1240.4915301450128,8.92950751079716,3.435789060942407,43.88967023876593,3.5523048305708354e-08
15,solver_residual_call,,,0.07040274899918586,1240.4919760395753,8.929511147473164,3.43579018537575,43.889686846063036,4.100274889039776e-08
16,solver_residual_call,,,0.07466155300062383,1240.492091883044,8.929510123123336,3.4357902342757263,43.889679128741996,2.9384139692857908e-08
17,solver_residual_call,,,0.07897787699766923,1240.4920156213993,8.929508913155013,3.435790104751527,43.88967365343609,2.1073424255447017e-08
18,solver_residual_call,,,0.08307829299883451,1240.4916292131632,8.929507630099453,3.435789519085508,43.88966961043618,5.1138738334181505e-08
19,solver_residual_call,,,0.0872899879977922,1240.491887006109,8.929508658529697,3.435789906260829,43.88967312706549,5.413559549642879e-08
20,solver_residual_call,,,0.09156632499798434,1240.4916539050816,8.929506889007884,3.435789485643822,43.889664721808735,3.866344989192e-08
21,solver_residual_call,,,0.09589925799809862,1240.491751781355,8.92950798795043,3.435789692340899,43.88967023876593,3.607357115559823e-08
22,solver_residual_call,,,0.10000549600226805,1240.4917518099132,8.92950798797704,3.435789694057872,43.88967023876593,3.4536462972982724e-08
23,solver_residual_call,,,0.1041842339982395,1240.4917517851627,8.929507987954022,3.435789692694102,43.88967023876593,3.272361463790532e-08
24,solver_residual_call,,,0.10825820900208782,1240.4917517975314,8.929507987965506,3.4357896929975005,43.88967023876593,4.168174231682627e-08
25,solver_residual_call,,,0.11259376400266774,1240.4917517739068,8.929507987943504,3.4357896922880258,43.88967023876593,4.168174231682627e-08
26,solver_residual_call,,,0.11685686800046824,1240.4917517891677,8.9295079879578,3.4357896921139153,43.88967023876593,5.179205285028712e-08
27,solver_residual_call,,,0.12102310299815144,1240.491751771722,8.929507987941465,3.4357896918674657,43.88967023876593,5.179205285028712e-08
28,solver_residual_call,,,0.12522320399875753,1240.4917517718804,8.929507987941612,3.435789691926189,43.88967023876593,2.174513450533205e-08
29,solver_residual_call,,,0.12962402700213715,1240.491751771875,8.929507987941607,3.435789691924547,43.88967023876593,3.2781271415144325e-08
30,solver_residual_call,,,0.1338175199998659,1240.4917517717317,8.929507987941474,3.4357896918707684,43.88967023876593,5.755403912567924e-08
31,solver_residual_call,,,0.13784168099664384,1240.4917517721528,8.929507987941866,3.435789691956099,43.88967023876593,9.945703686806613e-08
32,solver_residual_call,,,0.14198242600105004,1240.491751771725,8.929507987941468,3.4357896918866375,43.88967023876593,8.732173185229486e-08
33,solver_residual_call,,,0.14618642700224882,1240.4917519280343,8.929507988089846,3.435789692692205,43.88967023876593,2.1073424255447017e-08
34,solver_residual_call,,,0.15033454800141044,1240.4917518177026,8.92950798798501,3.4357896928422615,43.88967023876593,2.1073424255447017e-08
35,solver_residual_call,,,0.15445254200312775,1240.4917518222594,8.929507987986884,3.4357896925854248,43.88967023876593,2.7720287166950106e-08
36,solver_residual_call,,,0.1591277830011677,1240.491751491943,8.929507987667055,3.4357896910427455,43.88967023876593,4.151835950425509e-08
37,solver_residual_call,,,0.16334948199801147,1240.491751530827,8.929507987713695,3.4357896899095866,43.88967023876593,3.758628353581006e-08
38,solver_residual_call,,,0.16733285500231432,1240.4917519990147,8.929507988161495,3.4357896946024433,43.88967023876593,2.4222917474857127e-08
39,solver_residual_call,,,0.1715241869969759,1240.491751762944,8.929507987933189,3.435789691697093,43.88967023876593,2.3947235458730632e-08
40,solver_residual_call,,,0.17548864299897105,1240.4917517775648,8.929507987946952,3.435789691978506,43.88967023876593,2.1073424255447017e-08
41,solver_residual_call,,,0.17961885499971686,1240.491751781821,8.929507987950917,3.435789692056311,43.88967023876593,2.5433181181389493e-08
42,solver_residual_call,,,0.18375941999693168,1240.4917517855718,8.929507987954505,3.435789692144375,43.88967023876593,2.6675688914951933e-08
43,solver_residual_call,,,0.1879266749965609,1240.4917517758615,8.929507987945382,3.4357896919535325,43.88967023876593,2.288422529826426e-08
44,solver_residual_call,,,0.1918924080018769,1240.4917517752715,8.929507987944802,3.4357896919607565,43.88967023876593,2.1422933819153084e-08
45,solver_residual_call,,,0.19604996000271058,1240.4917518069378,8.929507988414587,3.4357896923944358,43.88967002347942,2.688229656378191e-08
46,solver_residual_call,,,0.19989469800202642,1240.491751741686,8.92950798827914,3.4357896916405917,43.88967026677872,2.688229656378191e-08
47,solver_residual_call,,,0.20388937400275609,1240.491751790482,8.929507991279383,3.43578969208569,43.88967044192833,2.1073424255447017e-08
48,solver_residual_call,,,0.20782676499948138,1240.49174233048,8.929507958547859,3.4357896852711227,43.88967004737332,2.1073424255447017e-08
49,solver_residual_call,,,0.21211088600102812,1240.49178906478,8.9295082673938,3.435789755326387,43.88967209510912,2.1073424255447017e-08
50,solver_residual_call,,,0.2161810890029301,1240.491789137704,8.929508360749193,3.435789776429024,43.88967289575586,2.1073424255447017e-08
51,solver_residual_call,,,0.2204854579977109,1240.491751800989,8.92950798863059,3.435789691878275,43.88967023876593,2.6679623734660746e-08
52,solver_residual_call,,,0.22464272499928484,1240.491751749644,8.929507989313707,3.435789691808451,43.88967023876593,2.6679623734660746e-08
53,solver_residual_call,,,0.2290318829982425,1240.4917517982162,8.929507990312224,3.435789692063852,43.88967023876593,2.1073424255447017e-08
54,solver_residual_call,,,0.23328034400037723,1240.4917368857036,8.929507933641615,3.4357896711418334,43.88967023876593,2.1073424255447017e-08
55,solver_residual_call,,,0.23722513599932427,1240.4917828435814,8.929508115712931,3.4357897407841476,43.88967023876593,2.1073424255447017e-08
56,solver_residual_call,,,0.24134271100047044,1240.4918156919832,8.929508382074204,3.435789841183066,43.88967023876593,2.9367233940130397e-08
