observer_type,observer_id,frame_id,marker_id,num_corners,mean_reproj_px,median_reproj_px,max_reproj_px
static,cam_edge_0,static,4,4,0.17210830169789754,0.17213444871096767,0.17731962638535645
static,cam_edge_0,static,3,4,0.25009188546470096,0.2500784261528671,0.2556579604209003
static,cam_edge_0,static,7,4,0.2761959129138746,0.27598688285917505,0.2900813967382572
static,cam_edge_1,static,7,4,0.23353905960242713,0.23356254559039044,0.2341111826647531
static,cam_edge_1,static,2,4,0.20012620629642972,0.2001177720506438,0.2022921256108776
static,cam_edge_1,static,6,4,9.042877591067933,8.510286016101977,10.916052970748545
static,cam_edge_1,static,5,4,4.72726329468867,4.746496850391067,5.010764414349147
static,cam_edge_1,static,17,4,0.29727955244918014,0.29723937541971285,0.3059495840524066
static,cam_edge_1,static,14,4,6.687450224046909,6.578925814047901,7.317448796275916
static,cam_edge_1,static,18,4,0.3044721560702595,0.30437657243926286,0.31367296762806113
static,cam_edge_1,static,8,4,6.7503803146878205,6.691165247770889,8.03230773595465
static,cam_edge_3,static,1,4,0.361197511851259,0.36011924120413924,0.43020664045091805
static,cam_edge_3,static,2,4,0.3292145406298529,0.3292044042902993,0.33448869227541916
static,cam_edge_3,static,5,4,0.27555542987016524,0.27550086006435837,0.28386360173862996
static,cam_edge_3,static,3,4,39.30452055836802,39.218677604213504,43.88967023876593
static,cam_edge_3,static,14,4,0.16516216095808114,0.16506725946461287,0.1722110066641032
static,cam_edge_3,static,19,4,0.01662865229099932,0.016618543919736974,0.017714218257665844
static,cam_edge_3,static,6,4,0.082524135677982,0.08251834945070861,0.08310898280842874
static,cam_edge_3,static,8,4,0.23568013009450778,0.23576992980637373,0.24023200305653686
static,cam_edge_3,static,7,4,8.97748062393108,8.85463477494449,9.442431321131249
static,cam_edge_3,static,20,4,0.20511737451492626,0.20511133731282288,0.20679222796095278
static,cam_edge_3,static,4,4,23.44167907400336,23.5776791461508,26.439243571716997
static,cam_edge_5,static,13,4,0.14828901456706656,0.14824597729065608,0.16070891645972382
static,cam_edge_5,static,9,4,0.12156394915001599,0.12155853060352126,0.12323811158148401
static,cam_edge_5,static,12,4,0.15624176094473372,0.15628991117294494,0.16089602035204942
static,cam_edge_5,static,11,4,0.14608073478114345,0.14584148722297796,0.15991623062788715
static,cam_edge_5,static,10,4,0.0541989961372061,0.054199757278243416,0.05468469252491658
static,cam_edge_5,static,16,4,0.020470387575552824,0.020472886603887137,0.0205218249705582
static,cam_edge_5,static,0,4,0.02220676472214851,0.022199232688718856,0.022271424738537896
static,cam_edge_5,static,17,4,0.06809445753213475,0.06813193704601836,0.0697954531672801
