stage,key,legacy_rows,wizard_rows,legacy_cols,wizard_cols,count_equal,blob_equal,legacy_blob_sha256,wizard_blob_sha256,detail
matches,frame_0122.png|frame_0154.png,30,29,2,2,False,False,4dff9b44884493864f66cfa3e824dfb585edfd629ca74f250ad2b8463d3ad7b9,fce767abf23e3ab4169efdb6015aa35f84736cc0d447f868becee0b2b9c33680,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0157.png,19,18,2,2,False,False,e0f659bd9f4712a061d4c983b278bcf8ce111ac201b97fc13fa16993f1a65d2a,5e071365320d0781c88b04d7dd3bed32d98e9f46a038d397cf042991ed3a48ce,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0158.png,17,16,2,2,False,False,b1e7811c92186776123d2c5aed2eb0315906b685195e71f3efdae3f79a398d4a,6f13df75a55388f3ce6792646e9795d4a2f6d4d07ecce87093867728fdedc57d,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0159.png,24,23,2,2,False,False,a517debb62ef00dfbbd095e11147d705ca726b8448187b2589ceb43500479dc4,c86fdba8be8f1a08fc9525ec9c2fda1148584647193a69e69352a20b42f6bd5d,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0160.png,19,19,2,2,True,False,59db78bce493e8e068be7932512c2b49af4e8ea37eca9182af3a15b22581b3bf,f50513ba75a08be90ef0314fec4a692ee87f99f33b397f014444ad98d18e6433,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0162.png,21,21,2,2,True,False,938d94a83471dde5b6d8e21a4675e50483cb324c76a1cf879edd114421947587,d4e35d28564a1c47cb261536d9990f3f68d328140a29a14c29b6962b60821f4e,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0172.png,17,17,2,2,True,False,14415ea4c6d90d4f94ccc172efc3a74404e7dae1821182ed77793c20ddf3a9ef,aa4c256d7c6d28a0bfe84f6433d8e322922ad0215afe0f8f0739212c42d583e4,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0173.png,25,25,2,2,True,False,dba8c935032687608828a4e25b8f789676d889df696d3369d5c36d05e80108f0,a8aa1b7bdeaafce8d589a224ca582115879052b95c2bb593c8f963b686b6a660,legacy_config=None;wizard_config=None
matches,frame_0122.png|frame_0174.png,19,20,2,2,False,False,5a398b92fe8391cce19ca4f1796e76db1aa141b3ceeb05e6ac828072543bb101,38f8fd5044b017edda1c838618e783f2037204098bd952361b8dfcb619d4dc59,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0125.png,610,612,2,2,False,False,a0941ac8dcf460087fda70b96181bd39ca82c9586b4b611e8c5f27e8bce2268d,9a0ff184b1c42e49ecc9d3b651621115c17a3f61b255b34af953f1ae389da882,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0126.png,370,373,2,2,False,False,a0f4693fd29bf2f61c57fed2de0338cd8a1782f59c1d92bc72c7942949bf8f55,05d257f38a368eabe8efbcc5e8675228abc89f376150de078a0ef9bcf2e16484,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0127.png,236,234,2,2,False,False,35279720c73bb9c81c1de79c517d37e65a6db54c7825dc077607792fd5470763,34d7975c821611cd5b81d7fce2e782c2138d581deaab8571fb05a17bb465483c,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0128.png,169,167,2,2,False,False,a825a9b40e149366e0b955c74a7515a9b209deb1205b06b10b1adef68b58ff00,3c01486b3623c50fbd1fa49624ea46f914b06c06642a83743e067334998a277d,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0129.png,97,96,2,2,False,False,cbe56c1ae8a3a16d11beb314d09e0bd718edfd5eb8845ef37607e821fdc28da7,b55adb7d3abcfcca55443c481004cee14e2172ca7389cb0a6dc89eff6718a8af,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0130.png,109,109,2,2,True,False,ad098d2a4102f38c9501c92b97c5caf5974301ac119454d9dbe29ed30205617f,d7f14ca61eec3fb39295f762ccd7667c18847406adb0f76d49406e5f22d95d9a,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0132.png,100,99,2,2,False,False,2a30406a089a6baabe27b19f4b200a0e87ba9b022517a607f518a49fe54bdb69,e39276c7e3bd87783a966bb762f44351f773dd20c907f9436459aa21218f1012,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0133.png,103,104,2,2,False,False,b47812596c92a4a8c18b3e866a99dd42ef7eea118d2968ea396d4d74b120606c,114597e768e9877e159b883296aff0e6d1da463c32e6bffa744080783f3df0e3,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0137.png,68,66,2,2,False,False,9ac2f47d62eb5a912053a9c076e4220c99561a2107e12da7f6c14820dcf68d08,37473b5294b1263a47fd0f8e02f6a9c1a7542be5baba3e4dfaeb3fb1a8804a4f,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0138.png,64,65,2,2,False,False,2511a9d777a4712b7c05d6a6aad6f00eca2a311a89a363774a49d439b0542d4c,48a0b810bfcc68a555410a0887430d38ade1bae9f66321c58dfe7d7149123140,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0140.png,68,68,2,2,True,False,0923b91e4aa46e224c4c62825730b5dd25f4dace1eecc5af948cdd5fedd1c4c8,3a138cd8605eced68beb34777adcf37f1493d439f605041324dad6d6360e4bf5,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0141.png,67,68,2,2,False,False,b8fafa98e132e15cbc2d943fc47aa68cd2fa6482667c8cf5e1bc43a40c4aee00,811ac8507b6f77a3486292d892fca0f118c6c6be9d4957dce81d34a3d68f78d9,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0143.png,66,68,2,2,False,False,b90987b39be0c91c14b5cde9481348357817207107ffbee3cf82502b4ac2fbda,10138b737cce22322e996ada924577b8abaf1743b52345b70b7b2ce80e04a52d,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0144.png,32,32,2,2,True,False,b2c4baef60f4c9d488d20f7de1ae69d5a073122bda45accbd3e3061dcca92167,e5e7a8e942ea0f71effcfc708c40a1888fd9d1b99d45a913e3c9f7ac94d6e50a,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0146.png,30,28,2,2,False,False,e877fd2c9af054d0d2e8f17651dc10ed472edf20570815a4f76259cf84f61c25,69bbd38ca947dce98cf905e6812f07684b2c7670a13d3cbc8cec6236bff64cfe,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0147.png,24,25,2,2,False,False,6a22e4ec326d6cfbb34ad407c77d94f8e5d263277246471f3bf30b166801b4bb,dfb73517a5a25b32ccb59f64cd86ffe3810e3a24a891f1cd2b632777b196b02c,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0149.png,24,23,2,2,False,False,343f9aad069ec1cec88d72d08f5ffc2fc4bfcb2c65f5d5b30d008910a03ec21e,eaad97ced6779ebac19ccaebf6179aeb55bb06c082e7a206001f1351144c5aba,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0150.png,17,18,2,2,False,False,f047438988b7d24f55ba46f72c0b5a8891b122e57719d8ede97ea5bb53c22ca8,cc853ed8b318618124485cfbf6c4250370bd2d0d451972a2eca5d22dd1ffeaef,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0155.png,19,20,2,2,False,False,6e6d2f64a90a05621c4255adc2c2143d03425b04f8caa1248d912aa43700cf97,5c1286cb978db4f38c8c0e353cdb8a2d8a6e9ab6244eddf567a793825029b7f5,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0158.png,19,20,2,2,False,False,87ed3a76ccc31234fd5bdf9762df1457c004ee27dd665786398ea5aa2eea4e49,97b70873761154a63326c4a3793bb92c5b26b8ac591791791ba92c9496ab944b,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0159.png,26,27,2,2,False,False,a1d1e0b673575c87c4a687a978e793edab05f8de0c55007f80de81a17ce6b89c,77c4e53c6e7ecb3d5037d77d3d6d5355a2a029e8f5fc09f06ff436ef1b08dd8a,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0161.png,15,15,2,2,True,False,ae92e5b6f13e98ba44d4d441249f79c62ab75a79350bf7e87f5d73b2470b23c4,011a7448359f2a614b7fa40d1060783257936395088d2dc6745c85c6cd08dc1b,legacy_config=None;wizard_config=None
matches,frame_0123.png|frame_0163.png,15,0,2,2,False,False,b96b5a9b371b555649019daa13ab4b0c5388e5bd5fdbc424ba11f6061baf4d33,,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0125.png,817,816,2,2,False,False,8f4411f8f38c82f8e18c653d10632eac01216f6d24825a3ea0fffe9bb8f4ab08,a659d635354bd01c34679996064e52e4ae64d9e1bd3a1c307b709c42183f0f58,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0126.png,515,513,2,2,False,False,ac8462b2f32cac38a5207a41265f09f505f63bba848caec24293eb2bacdf82fc,e12f38e09a2b24e376fa207e20c2cbcc4026a5f0445316e44158807546705b52,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0127.png,302,300,2,2,False,False,2fb835b05971ec2390123b47e2a9be9b367b819c840931048df5f5882ccadb0c,fdf65e1d2c4775419c701b261b88c3cd7a16a5e0563daad003cb756fc621d2ed,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0128.png,186,185,2,2,False,False,9fd1fb395750388ac86fd7b84bd5fb86f02b4169d8e78be7dfd21dc4792c313b,eb334fc869bb497bcd3d26f728e37b65e04d531770692ada810f2c57a7500a1c,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0129.png,107,108,2,2,False,False,69d9bbaaac409833e7e578cbcab9668d889cf4016aab8cbf4ffcce84081b9a0c,62d638299207d8d2d58bdd42267e39d263ed8ed7533decc5fde1ad4efa2ff724,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0131.png,123,122,2,2,False,False,413a663ab7baea96fadb9db2d5509836b377d09ced84dfffadb24724e343fa9f,52f9b48ad509cf4cf498c9b05cb8769fe941763f329a647e58a724e01fa7f34f,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0132.png,109,110,2,2,False,False,23c600d6fa2dd1e95def3d53dce0564c59e453c3af497bbd1c22a16cf9aee2d5,38cc5673f4689c106e7f8cdbf0e8e13e7a9bc11c26ea1833669f6e12f8e7d162,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0134.png,105,105,2,2,True,False,8966ef001526b75e93b205ee48f1380210bbb365c42cf31084f18569a5bdfd3b,62fefc9d2affa68226b6f3e14ec9aebcfaaa20365d58305c1210f0913de54a65,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0138.png,62,63,2,2,False,False,a748a54202230db6697372eed1036dc213a8660662dc2d65ef74a3e5dd9891db,7e56c6697de2c6785bb77995878bcfd903386d9e2d8eec8a41dfe2bec439641b,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0139.png,69,68,2,2,False,False,71e32057e9edbaa4570294097bd681fb0ff97bdea413e41ac5a8394606fbe241,27bd66afa36a99ea64b216398af2ce26045867eddd5eb108e0785b5da971bc2a,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0141.png,69,68,2,2,False,False,17ce3bb7fb5bfd9bdd069895be40d2ffe3d0052681ae3581540e2f3c1429c8dd,c1903f08a88754646cb61dd31f830f0d220865dabd532e86c349588802f17598,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0142.png,68,69,2,2,False,False,2509d66743c67e217c73611d06ebc8bdc7fc7154e407b787df267a5e47b7d217,17ce3bb7fb5bfd9bdd069895be40d2ffe3d0052681ae3581540e2f3c1429c8dd,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0143.png,58,59,2,2,False,False,77acaa267984bdfc9860ab7c02b8fafc6e636ddc482844d62ed18c8fa91af4ae,4357697d04322bfed9c4a2c4024d1f908ef286235c709267d062887f5f93a251,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0144.png,22,23,2,2,False,False,baa4f5786a4bad10c814bd4ec34a7a51fb2e72de26c94ec72e957eb40313c60b,f6376e23f0025b048802498ba9530eba454579c6e903dac82d7804d1f914c8a4,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0147.png,22,23,2,2,False,False,2cd5ccfe628207caae227e3f617661d8b35a17b075329d860744546ee6d5d68f,1b510db629fdfe4b4ebbbf4fcdcc5fed219c91acc65e50503690e307d592eb87,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0148.png,33,32,2,2,False,False,ab7aa08a57647eeaa9a51f30e0ade191da28c9715e3d03998227636fbdbe6dbc,da781d3f9b7af643ac8f11e8d48fb8ff33da8589581b7f3754bb623cf74ed1b5,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0149.png,28,29,2,2,False,False,15dc4c244761e0ad0f8ca9811289b7332feca2da61af590647c80a428f2c2300,c346fe30b4bfb533bd2feb7972798ddaa96703f35e34079ffb1476bd2631f658,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0150.png,21,19,2,2,False,False,7ee22c781b5e1134b8b3c611d92029d41737ac541293a6b8c70d62cce4983195,7ec00ffba8bfc935b309821488f1fcb32a62696549500947efa4c53bfe6580b3,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0151.png,25,27,2,2,False,False,4ccd55261fd4d2545dc0c0d39058faa0fcc56d2e7a9347c87799a12a0ed944d8,cc47d079c083d9372804b4dd6e1b1809c2eb492ca1e15f36541f13a0da11606c,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0152.png,22,23,2,2,False,False,7b2c62edad2d48c6a9ad99e1c8cb5bc7c108068cd7a32a5051f2a93246bf18f2,2d30b62ff005d76754e1bc0b39df0483d7f01233bbe9f4a3183c97fd25f6393e,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0157.png,18,19,2,2,False,False,191a049ae99bb14eb837bcac50c35471827c5096f09ba2058089eafd1b4ebe93,71864d8f47df9c84e5975aac3c4e7e6b4ab7bc4876ab3a22280a3a3b9edc0a59,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0159.png,25,26,2,2,False,False,6ec27bfda06e4673a4fbfdf7317937f1c18fe7b5d1d4af53d4e80b01c6652b50,7d14383da4fcedbe00a164c6db2019528cdb0f5560dc437acfaf8385ec4b5ddf,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0161.png,19,18,2,2,False,False,bd5594a7616a0e757212c74b95f778113966c3627779cf0afa8cb723626cdcd0,340f46d39af7f88eed11e827ed3a2eb7bc1a2de226f852f63f6e02c6ac7ed041,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0165.png,0,15,2,2,False,False,,41ebf10a12daae1eee04aeb53ab544d4913c9a2707fe9956572f76a763c38971,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0173.png,18,17,2,2,False,False,21392657a3d90e1138d116cfc844f233f7009a633c2c91dd4e5c50c63aab2183,616b857842c125ab76a71d8e6be96ba4b5e2df38baa1905d38ae3f418434fcad,legacy_config=None;wizard_config=None
matches,frame_0124.png|frame_0174.png,18,19,2,2,False,False,ce7416c631423e4533a4ecf0059dff6c1c58b7bb7e42f122a8e5aaa016b74dcd,65e73f0415ed76f21f562f2b93046a904fb2ce52ef9d230698e54e11b0c1ac6c,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0126.png,665,664,2,2,False,False,730331dd8abdfa0d37c6c5bd97b4bf4b7020b7f47f355b2e62f6fb458ffce099,67c3a2c867e1116563e15f710327d0d7fbf57531f1c0600b2153f006c4e1e9d8,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0127.png,377,379,2,2,False,False,5124682ebd4ec433aa97263af832d08fb3d1ae218606e4c11563105741a737ac,711efc6b3ebce6ff7b8e93bb67c16f1c0aca37409429f4c43838ced95d66c4a7,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0128.png,250,252,2,2,False,False,a0faa7d0e5e9dc8cefb84b1e2a362e2ab61169df98c8212c4d15ac6231686cc2,3ecc5ce83f5c80035e80cc381c51a05b3240202419a608490ef7e1d5523ce61a,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0129.png,117,117,2,2,True,False,53b7f735281a1607148780ef38b965ba448df976b13e894ae1a7ad74638fb6eb,200e46f328ddec2ab53f726bf2a80b1f38e54f64e42041601013b1d3a8654cec,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0130.png,142,142,2,2,True,False,69745a2250b8863491e6cf827b20348a5c687b432b82052c852d95fa37e70c09,4385a13e59bca256cedbf3c2b0a1aeb5dca36efadf4714453e166b8942257bd3,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0131.png,139,139,2,2,True,False,528c288461dce3c95b6bd9460f1598d0bf54d609bf4e4600a57d8ea9a2c6510b,9d9c195847f88c8470fc7de75ca7e6df23f9d9f584d2eb524a9a164752486629,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0132.png,126,127,2,2,False,False,4e7ff3ae52767d68b17e8a1054cde3d6a19447546b6577568b3e6cd6b6ad3184,c08a19a20b0e45db00f70ca5b0ce17e5c9397a801a73ad47425e4078d6f83139,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0134.png,118,116,2,2,False,False,c2547c02cc7951a4d4aa5d2fc21be2a9b1ff2743146c92555e44b7a0da1d5c63,dc42e7770caa2de549513c71d4ac65271f945e11a0e0dae9ef23cfd3648a1969,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0135.png,95,94,2,2,False,False,f720d038ac31cabd61daa2ecd0930ca7403030b81251e829f6192471d3210e2b,c879af2453f4f9f00464e48f429185d9e4cabd14a5378e2f97d7cb0080926023,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0137.png,87,88,2,2,False,False,fa83d82e6c719bce613765ba5ed8d3f94ad2d6caf4dcb488b7a1ebf8af467d58,775d783c7b19e607f5c773c997aea4de8fb1cd23836c08aa47ee2fc7d96dfd06,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0139.png,75,75,2,2,True,False,65f47b4dd3431914e4e1c77ec4b6aaf2821b3a23e48411b32e1da869c3dbcbe5,fddf9608c07b7cf345640e5cc1d309b4a72606ea81f776481481a153c53257fe,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0140.png,56,56,2,2,True,False,d99949a461146f5a4fe28baa43afa140b67d8e0a8cadfeb1d31d2ea777d61629,672c131b4c1b11d22f01548de6f37d2de40692fcfce58b68e6c3a7551bfc6259,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0141.png,68,69,2,2,False,False,4772144df20c3d451ca81d7a32b5daceaefa5aa51b08f8197e4b43cf7892a224,c60d63955d00fcd95b97a656a37be6e9d084090ebd672ca7c1f586b639b1ade2,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0142.png,68,67,2,2,False,False,87369219194d93d409df614fa176da410049b6a2e6a6efa23864d9b4c2c236c3,8d946a05a9674f7e38267ee2f8b31eaea1f4369d8f3edc113b40070b0a81943c,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0143.png,54,55,2,2,False,False,2f54fb28c815d5c185f48e3c4d93b28b50c807959476dee345361c43968a1f82,20f09cf616c9b5e20cf81151f3858ef8da3e106c518b757013fb9b1bd26d1d46,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0145.png,34,33,2,2,False,False,397429eb6ff6e1e275ce4a94181bbf35c332a2fcb50a26f0237cf8d54383f46f,b29076267b5fde70e2db4854fbaa30e64e9e53a03ed46d04f4d2ea0e7f3c2f0b,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0146.png,32,30,2,2,False,False,3dde00b066533537a414323edfeaf6047979198773736705481deb8d142b175a,0371941b8601ed48e38bac2ac945a2426ba29c906abb494943c3893aa90cc838,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0147.png,30,29,2,2,False,False,2b6e935b6b03a1835438ffd21e34dbea56336b264f1bb13aabf44e2d24b33cc0,09afd82f48256ef2bfc403357726056593a441bc00a929cdba80bcdc53c16ba9,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0148.png,29,31,2,2,False,False,e7fd084e49c72319ee7aac67590efc7bacee3176f517d48007f27d02709c74bf,592abff3d9a26cbf0eaca9e5df82c75169bd90d6a80a601902989589d946ed14,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0149.png,20,18,2,2,False,False,c30e8f354251d1d254354296e86bca4d1a716181c96f5ea09a5c6cf09c7750fd,4eabfb485cf259e9d9608e77662fe845bda6c66667508474e95ce1c19b9ae98d,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0154.png,16,15,2,2,False,False,9b2748894e7ae50a30ccc150478798770ac3153c6908d7eef046f726cfb52f8a,2a4d0c7729b85e8aa11da6a68bee5d08aadcd1478fc8b78c49b97c181960e956,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0165.png,0,15,2,2,False,False,,3949048501355dca70f75fc1fc97c54a3b3943496d6ee0dccf92070e63fb38ca,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0168.png,17,16,2,2,False,False,3e465a8fb91c2ffad461e431421ac9a4e976f1169f2624517fe85fea90235fa5,817c58657e0ee7af29961763987c94bf414e12bd7537ffae4b895a457e70bafa,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0171.png,25,24,2,2,False,False,e0352092005ef5492de1e6c3dc9952369296510801f457b92dc522d8127f0bf4,479427261be3542069f96c2edd53e51d63a348c0f13d3cdb9e5040c27941f92f,legacy_config=None;wizard_config=None
matches,frame_0125.png|frame_0173.png,17,16,2,2,False,False,c88ee6e1bd12e5d9b0c1387d7a99c368efb3a76f4abef413b56df413f21b267f,a4e998655a012268a897dc00969d18b75b39ecc41ffd096b9dd75f67148498fc,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0127.png,489,491,2,2,False,False,c0c6f5b108b628db702d024f5c2c9e9ef12052820f75a9f6659c3c76db27de0e,e09717db58f3141b88aa55e9112c48d47fbfb3c83f14fee83891112ade0d98b8,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0128.png,296,294,2,2,False,False,7a319fcc5590c42d6dc1d743e5ce28d291bc56eadf532e74a997e00b032db74c,86a19c7d1b63c4c6a099dba96a62e447ec8c6c33f0e816435f9bef9859de7114,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0129.png,142,140,2,2,False,False,5adfb3c1c2a8c52c4b33743d5324e00d66b02fa6cae2d2cb2b80db17a3399a85,bd5e145bd668667c2971edb55efba7718d1ca5ff672110667ce45d3bc6945705,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0130.png,174,176,2,2,False,False,e9494371592fc97110bccd1a6bc9e5351c680b406e4941681e6a37558290d2ae,d4851773ae2247a27d0120815422dc6cd95d560a045cc5f3b4ccb01ee212ce84,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0131.png,156,156,2,2,True,False,3bb9972709ecb1f84ddc1856feb476e45c6ae5af0cf81fd0ca2f278a05b327ee,00b3f4b79aedbaeef8f59f8e44aa2ccb14476b7180a41f74fac89bb18ddc1986,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0133.png,145,146,2,2,False,False,aa995be72070107b6a850836a06b1aea352cdde2ed111b131a96c13c0343b0b4,a3b1b285321903e53a5a9a74316ef44fe9169a863b910d2d4c5094519a01182d,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0134.png,129,129,2,2,True,False,4993753e06be174e5b9732452023585a5e639a57138f9ddb6e512774d15c5378,86f2d8c19f7d712d2970f8bd9d5fc3611f2e8d4e95bc39cc981b90fd7f505946,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0135.png,97,95,2,2,False,False,dcceffa75d828b9b8a6fb7f0229a5e7a20e0263166ce751cb82de6e163297afc,11d8d6ec405f392c1ce63b33c7adf1b8c6ca95bb49be6e0b2d864d96c1d97135,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0136.png,99,99,2,2,True,False,56701156d46707d3f8fa0a5d081c993d52e869b0b1dc4c725d8abcb6e36f66ae,a4e67859e72b2270e559288bdb5df5c72365931fa49453ad2375fc7d90ae12a8,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0137.png,89,88,2,2,False,False,d309ef764f2293114f779a78002e23040adcc5b3cb05e3a26b4393ed717328b0,21812b92735466fe370e784b8580b58afb8afbc014b29c492982c867a5f9a569,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0138.png,75,75,2,2,True,False,da0638e952fc238e6569e76b0f180d9315d00a0a9012dd6a375c6cf779559679,2e5db6b00d6778ad24ee40a0fcf604e47b98383af3c9164aa65240a95151108b,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0139.png,73,73,2,2,True,False,cde256d336920d52cb1e09bb85828354b50ad118c0ef8651bcc4d1242dd5f27c,ce8a8d5bdb5a99d50827a3d544949bfa393648f925d9375d4c4855ba62500829,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0140.png,53,51,2,2,False,False,b93e80a7570fb8394cfbf9ac32460ead552160ef9f0ff4e82330a252123669fb,36829021db4574da4420b5401d7bf4ec6fbcb2af73a1e7ba6685b40f3e4406fd,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0141.png,65,65,2,2,True,False,726dd0abf4926bfd3ed3bf47d909e6d8c209e15942f864f74b2ea0ccb628c6df,efb8a15dd2551d6ecaf0170944f422b488b8716a4f29e6cc6865fe5a4a712031,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0142.png,65,63,2,2,False,False,f4303c0e6ffe749aa35add86930b09ab0e502b2c11ccff47bb68155707786a4e,8d22458b4e3e148e32c82bab9098231404f631924ff93c4c04bf0d7ab54515d4,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0143.png,49,47,2,2,False,False,1d5d5689c54ca0b897d7c54aa5487f42b9fc5b85d27e9836b10c8e65e1caf98d,7d76903e5d80f27264913e419e5d3c82625dd3d19cce89f93fdf132d1980ee2a,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0146.png,22,23,2,2,False,False,67876568e1bb1ae3d1105eba221320d3d99c4e1e45a46ed7666476dd8d8f3cbb,f9e5f3159da03d3dabd7cec8da9798b1b54bec4f764e82b9f1822559c6656ba4,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0148.png,35,35,2,2,True,False,841aaf7e93e621e1ada8f61234baa49fd94a1ebd5a44535b960ccac1be3b5a82,306f21cd9a1d98469e28899a5be5bee046f640145abcb619c69aa2a19869c136,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0155.png,15,15,2,2,True,False,50348822bfa4558375ab1d9bfdf46caa7f350a05915d03b056380cf63fb7151d,1088fdc29ac34e74e068109a1e7f8804f9cc2307e8a06d09e76e9da8c96af893,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0157.png,15,15,2,2,True,False,fc5ff6d9cb226d1873857da2c3795d112ebdc38507f7325ef217cc434ee50f24,c51334ee47b672743d7ac8bac7d6ce0742e03e93e79d2261c20c60df9a2b1f1f,legacy_config=None;wizard_config=None
matches,frame_0126.png|frame_0166.png,15,0,2,2,False,False,23613d0653bde179d9ea5ccf362e090ef618de6eb980ab778ed690878f06acde,,legacy_config=None;wizard_config=None
matches,frame_0127.png|frame_0130.png,195,194,2,2,False,False,c2e78e80011f5fec82e452380f483bf8c17099932fd0c50e3faa00f57790e3bd,739149f52516b45894c4ccf5cfa56eb1614c3f842eaeadb2cc2e3bbfe51163d4,legacy_config=None;wizard_config=None
matches,frame_0127.png|frame_0133.png,152,153,2,2,False,False,06234eab3423376a65c849db9ad363f938d80eab497e8639ea76c828594c7255,f7519fa990dbbaa8ef296c8db29c9cfba0872be98f42b8a41d36413093c4bda4,legacy_config=None;wizard_config=None
