frame,segment,x,y,z,roll,pitch,yaw
158,14,1.625000,0.000000,2.200000,0.00000000,0.58750000,-9.70619449
159,14,1.550000,0.000000,2.200000,0.00000000,0.57500000,-9.61238898
160,14,1.475000,0.000000,2.200000,0.00000000,0.56250000,-9.51858347
161,15,1.400000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
162,15,1.266667,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
163,15,1.133333,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
164,15,1.000000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
165,15,0.866667,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
166,15,0.733333,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
167,16,0.600000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
168,16,0.457143,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
169,16,0.314286,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
170,16,0.171429,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
171,16,0.028571,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
172,16,-0.114286,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
173,16,-0.257143,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
174,17,-0.400000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
175,17,-0.542857,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
176,17,-0.685714,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
177,17,-0.828571,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
178,17,-0.971429,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
179,17,-1.114286,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
180,17,-1.257143,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
181,18,-1.400000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
182,18,-1.542857,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
183,18,-1.685714,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
184,18,-1.828571,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
185,18,-1.971429,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
186,18,-2.114286,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
187,18,-2.257143,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
188,19,-2.400000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
189,19,-2.542857,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
190,19,-2.685714,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
191,19,-2.828571,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
192,19,-2.971429,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
193,19,-3.114286,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
194,19,-3.257143,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
195,20,-3.400000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
196,20,-3.537500,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
197,20,-3.675000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
198,20,-3.812500,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
199,20,-3.950000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
200,20,-4.087500,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
201,20,-4.225000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
202,20,-4.362500,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
203,20,-4.500000,0.000000,2.200000,0.00000000,0.55000000,-9.42477796
