frame_id,selected,selection_reasons,marker_ids,marker_count,selection_score,score_area,score_reprojection,score_border,score_distance,tie_breaker
moving_frame_000000,True,legacy_quality_valid_graph,"7,9",2,40.76923130147755,,,,,legacy input order
moving_frame_000001,True,legacy_quality_valid_graph,"7,9",2,39.85476505185126,,,,,legacy input order
moving_frame_000002,True,legacy_quality_valid_graph,"7,9",2,40.072234879608544,,,,,legacy input order
moving_frame_000003,True,legacy_quality_valid_graph,"7,9,17",3,47.32469283274973,,,,,legacy input order
moving_frame_000004,True,legacy_quality_valid_graph,"7,9",2,43.407919942125744,,,,,legacy input order
moving_frame_000005,True,legacy_quality_valid_graph,"7,9",2,47.669060587312465,,,,,legacy input order
moving_frame_000006,True,legacy_quality_valid_graph,"7,9",2,52.745085566097764,,,,,legacy input order
moving_frame_000007,True,legacy_quality_valid_graph,"7,9",2,54.422078794595876,,,,,legacy input order
moving_frame_000008,True,legacy_quality_valid_graph,"7,9",2,55.045692620208825,,,,,legacy input order
moving_frame_000009,True,legacy_quality_valid_graph,"7,9",2,57.897648916110064,,,,,legacy input order
moving_frame_000010,True,legacy_quality_valid_graph,"7,9",2,59.16317292850353,,,,,legacy input order
moving_frame_000011,True,legacy_quality_valid_graph,"7,9",2,66.09161598549565,,,,,legacy input order
moving_frame_000012,True,legacy_quality_valid_graph,"7,9",2,62.587028148715845,,,,,legacy input order
moving_frame_000013,True,legacy_quality_valid_graph,"7,9",2,60.4637775104903,,,,,legacy input order
moving_frame_000014,True,legacy_quality_valid_graph,"7,9",2,86.6080320980891,,,,,legacy input order
moving_frame_000015,True,legacy_quality_valid_graph,"7,9",2,54.72600981830785,,,,,legacy input order
moving_frame_000016,True,legacy_quality_valid_graph,"7,9",2,54.881313780310414,,,,,legacy input order
moving_frame_000035,True,legacy_quality_valid_graph,12,1,5.04282750726044,,,,,legacy input order
moving_frame_000036,True,legacy_quality_valid_graph,12,1,4.85658044405713,,,,,legacy input order
moving_frame_000037,True,legacy_quality_valid_graph,"12,18",2,9.59130516163005,,,,,legacy input order
moving_frame_000038,True,legacy_quality_valid_graph,12,1,6.099269638777272,,,,,legacy input order
moving_frame_000039,True,legacy_quality_valid_graph,12,1,5.324317529945543,,,,,legacy input order
moving_frame_000040,True,legacy_quality_valid_graph,"12,18",2,10.29981854593539,,,,,legacy input order
moving_frame_000041,True,legacy_quality_valid_graph,"12,18",2,9.269507891381249,,,,,legacy input order
moving_frame_000042,True,legacy_quality_valid_graph,"12,18",2,5.513789016811967,,,,,legacy input order
moving_frame_000043,True,legacy_quality_valid_graph,"12,18",2,5.475569865037977,,,,,legacy input order
moving_frame_000044,True,legacy_quality_valid_graph,"12,18",2,18.24304694668796,,,,,legacy input order
moving_frame_000045,True,legacy_quality_valid_graph,"12,18",2,15.753625584401423,,,,,legacy input order
moving_frame_000046,True,legacy_quality_valid_graph,"12,18",2,18.488881070281785,,,,,legacy input order
moving_frame_000047,True,legacy_quality_valid_graph,"4,12,18",3,21.419192206013108,,,,,legacy input order
