name,target_camera,method,category,pair,root_marker,target_marker,root_frame,target_frame,num_candidates,num_inliers,num_outliers,translation_error_cm,rotation_error_deg,est_x_m,est_y_m,est_z_m,est_roll_deg,est_pitch_deg,est_yaw_deg,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,best_oracle_root_marker,best_oracle_target_marker,best_oracle_root_frame,best_oracle_target_frame,best_oracle_translation_error_cm,best_oracle_rotation_error_deg,inlier_rule,notes
cam_edge_3_to_cam_edge_1_direct_static_multimarker,cam_edge_1,direct_static_aruco_multimarker_weighted_mad_inliers,main_no_gt,,,,,,7,5,2,12.597123909254734,1.8616307119981783,-2.156568351,-0.107845799,0.230438249,16.432965464,48.638404209,24.823258202000005,-2.139367048,-0.128541651,0.353501444,16.174286863,50.492062643,24.587819285,,,,,,,,Direct static robust multi-marker aggregation. No GT candidate selection.
cam_edge_3_to_cam_edge_0_COLMAP_motion_multichain,cam_edge_0,moving_relay_multichain_colmap_motion_aruco_metric_scale,main_no_gt,cam3_to_cam0,ALL,ALL,ALL,ALL,9177,7304,1873,8.431026022799633,2.1452860570457903,2.052944051,-1.111671911,3.062682431,15.230775184,-53.52474497,-33.23983315700001,2.059231906,-1.165296833,2.997928662,12.727597349,-52.595332864,-32.453865269,1,7,177,72,1.419937852,0.883604783,"candidate deviation to robust consensus <= median + 3*MAD, with floors 0.30 m and 7 deg",Moving relay multichain aggregation over all valid marker/frame combinations. No GT is used for aggregation; GT is evaluation only.
cam_edge_3_to_cam_edge_5_COLMAP_motion_multichain,cam_edge_5,moving_relay_multichain_colmap_motion_aruco_metric_scale,main_no_gt,cam3_to_cam5,ALL,ALL,ALL,ALL,22272,18262,4010,6.372845443771821,2.801563834814588,2.89015565,-3.157506464,8.288229186,139.629391549,-8.759217978999999,178.327119658,2.898374813,-3.101877728,8.258242439,141.705018098,-7.86654591,176.343482701,7,12,78,99,0.948082517,2.628737719,"candidate deviation to robust consensus <= median + 3*MAD, with floors 0.30 m and 7 deg",Moving relay multichain aggregation over all valid marker/frame combinations. No GT is used for aggregation; GT is evaluation only.
cam_edge_3_to_cam_edge_0_GT_motion_multichain,cam_edge_0,moving_relay_multichain_gt_motion_oracle,oracle_gt_motion,cam3_to_cam0,ALL,ALL,ALL,ALL,9177,7792,1385,38.077070393299074,4.77900882478282,1.764185118,-1.151398549,3.238221316,19.344865235000004,-55.375515858,-37.845937615000004,2.059231906,-1.165296833,2.997928662,12.727597349,-52.595332864,-32.453865269,14,3,156,157,4.053272099,1.594413216,"candidate deviation to robust consensus <= median + 3*MAD, with floors 0.30 m and 7 deg",Moving relay multichain aggregation over all valid marker/frame combinations. No GT is used for aggregation; GT is evaluation only.
cam_edge_3_to_cam_edge_5_GT_motion_multichain,cam_edge_5,moving_relay_multichain_gt_motion_oracle,oracle_gt_motion,cam3_to_cam5,ALL,ALL,ALL,ALL,22272,20087,2185,107.37977429264988,4.5582141392167586,1.863492579,-3.306557077,8.458658802,138.832165346,-4.354900907999999,176.112180742,2.898374813,-3.101877728,8.258242439,141.705018098,-7.86654591,176.343482701,14,11,158,138,6.100199225,2.164320382,"candidate deviation to robust consensus <= median + 3*MAD, with floors 0.30 m and 7 deg",Moving relay multichain aggregation over all valid marker/frame combinations. No GT is used for aggregation; GT is evaluation only.
