entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
marker,0,with_moving,-2.614692662091845,-0.052782668425980894,0.7100381822674566,64.6335737594093,1.7615673605420465,90.675680909528,0.8496953601522762,0.9026223326136686,1.3800218681671876
marker,1,with_moving,-2.3471394368225735,-1.0545630970076043,1.1961312735426106,1.8045283307753934,-1.250248153001233,-90.17734770059045,0.007536327872032934,-0.04189882626784929,-1.5733380521405116
marker,2,with_moving,-1.1106973400300286,-1.0661858841476126,0.6701457304753011,68.52054733917468,-0.7194569521661476,-91.07623840102616,0.9124788134906885,-0.9470882209144317,-1.3722005503689858
marker,3,with_moving,0.11250467124276708,0.7292635118838882,0.38333968883762015,89.41171199638225,0.12823138946723464,-0.1227869991395543,1.560529802737285,9.21654537091534e-05,-0.00343567123417669
marker,4,with_moving,0.744868083001675,0.748470937022699,1.0238457373290282,88.11287705235588,-25.254055015362013,-1.2712255213418142,1.5058300508971822,-0.3662831065223405,0.3208978745761284
marker,5,with_moving,2.0451422518399323,-1.4957937456459567,0.7630671331376719,68.09621435456022,-0.5757610677071767,-89.42599951451017,0.9190566101187665,-0.9235275107113088,-1.3518688989808767
marker,6,with_moving,2.0585953851263312,0.03966322405651135,1.0312440349184067,94.65732112356203,-1.7872102502621552,-104.05380115002599,1.1098330568425254,-1.464839677115126,-1.317736652916072
marker,7,with_moving,2.1936187059394685,0.48396106350114265,1.0018132795874777,91.95822247389579,-0.35210826284361385,-89.92896490434649,1.2304178019642942,-1.2362133190484776,-1.1873352289305683
marker,8,with_moving,2.8678215937613576,-1.0210154288065072,1.0988269186021924,70.01750171226986,-1.269632317407022,-90.38793860103513,0.9292639674193981,-0.965656490275299,-1.3468627730917995
marker,9,with_moving,3.1331402335950993,-0.5733006746501286,0.777876260672058,77.35114099428576,3.0382111315608524,89.4776350599772,1.0090237670217366,1.0683707345526667,1.2638619699539249
marker,10,with_moving,2.976649556818158,-2.0682724873440925,0.7909908875789364,70.16340828249994,1.5535530683345655,85.5737477818557,0.9579843463557568,0.9216569695531346,1.2722407714558313
marker,11,with_moving,4.2435146658941,-0.4999613241287839,1.2814636924557854,-3.2412771012148727,1.9767641317889288,89.86206347411895,-0.07152062703530941,-0.017246452423986872,1.5687394078211803
marker,12,with_moving,4.27867598008155,-1.4772016033143727,1.1963130875355352,68.14385406130694,3.748040027197471,-179.0445713305568,-0.09904494433609672,1.7456455466137566,2.5825487799087274
marker,13,with_moving,4.179991202600182,-0.4155332396174054,0.5839615007605243,3.049209801370717,1.0080094601339362,85.68935920073682,0.029752350106732682,0.05397189790440012,1.4946700976163487
marker,14,with_moving,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
