initialized_type,initialized_id,from_type,from_id,observed_marker_id,quality
static,cam_edge_1,marker,14,14,28.95154035054676
static,cam_edge_3,marker,14,14,42.19341303079386
marker,2,static,cam_edge_1,2,133.0841156254233
marker,1,static,cam_edge_1,1,274.3618216462775
marker,5,static,cam_edge_1,5,12.601496827448807
marker,7,static,cam_edge_1,7,19.165886948640413
marker,6,static,cam_edge_1,6,18.561555899678517
marker,8,static,cam_edge_1,8,9.617602469436285
marker,3,static,cam_edge_3,3,33.89030644550967
moving,moving_frame_000005,marker,2,2,462.90048368263825
moving,moving_frame_000006,marker,2,2,586.0014023160476
moving,moving_frame_000007,marker,2,2,676.0489499124387
moving,moving_frame_000008,marker,2,2,816.4008799878958
moving,moving_frame_000009,marker,2,2,986.8164538093093
moving,moving_frame_000010,marker,2,2,1203.6921643536562
moving,moving_frame_000011,marker,2,2,1458.772333314516
moving,moving_frame_000012,marker,2,2,1769.759194615795
moving,moving_frame_000013,marker,2,2,2027.90488850233
moving,moving_frame_000014,marker,2,2,2306.809972848181
moving,moving_frame_000015,marker,2,2,2693.0751977130076
moving,moving_frame_000016,marker,2,2,3190.9922422070995
moving,moving_frame_000017,marker,2,2,3926.5212638174535
moving,moving_frame_000018,marker,1,1,46041.18070909476
moving,moving_frame_000019,marker,1,1,55741.31285145296
moving,moving_frame_000020,marker,1,1,66757.88572160479
moving,moving_frame_000021,marker,1,1,79409.56330132701
moving,moving_frame_000022,marker,1,1,92732.6754079646
moving,moving_frame_000023,marker,1,1,106267.20803667013
moving,moving_frame_000024,marker,1,1,120671.07628200912
moving,moving_frame_000025,marker,1,1,114789.0936789362
moving,moving_frame_000032,marker,1,1,131917.42059272746
moving,moving_frame_000033,marker,1,1,121293.07432166988
moving,moving_frame_000034,marker,1,1,111920.55373613445
moving,moving_frame_000035,marker,1,1,101047.07983810263
moving,moving_frame_000036,marker,1,1,92422.81408374204
moving,moving_frame_000037,marker,1,1,70691.71620242958
moving,moving_frame_000174,marker,1,1,653.548690884057
moving,moving_frame_000175,marker,1,1,888.1686381710905
moving,moving_frame_000176,marker,1,1,1203.2796209740434
moving,moving_frame_000178,marker,1,1,2427.413445086735
moving,moving_frame_000179,marker,1,1,3540.475055813654
moving,moving_frame_000180,marker,1,1,5388.02038416055
moving,moving_frame_000181,marker,1,1,8419.90241901747
moving,moving_frame_000182,marker,1,1,13576.280253996243
moving,moving_frame_000183,marker,1,1,22819.360928090253
moving,moving_frame_000002,marker,5,5,26.843186988918234
moving,moving_frame_000003,marker,5,5,29.684259840044575
moving,moving_frame_000004,marker,5,5,33.187503520203485
moving,moving_frame_000080,marker,5,5,4724.082189260094
moving,moving_frame_000081,marker,5,5,4168.662378824546
moving,moving_frame_000082,marker,5,5,3724.338466417362
moving,moving_frame_000083,marker,5,5,3491.2212577642804
moving,moving_frame_000084,marker,5,5,4327.401407066519
moving,moving_frame_000085,marker,5,5,5489.14249724354
moving,moving_frame_000086,marker,5,5,6906.909486202264
static,cam_edge_0,marker,7,7,331.3138837240767
moving,moving_frame_000000,marker,7,7,2815.841678905633
moving,moving_frame_000001,marker,7,7,2815.841678905633
moving,moving_frame_000070,marker,7,7,2893.3193858978243
moving,moving_frame_000071,marker,7,7,2696.0372016475644
moving,moving_frame_000072,marker,7,7,2701.4565261093894
moving,moving_frame_000073,marker,7,7,2798.565797289473
moving,moving_frame_000074,marker,7,7,3052.5363890993913
moving,moving_frame_000075,marker,7,7,3430.089535355404
moving,moving_frame_000076,marker,7,7,3697.955190571659
moving,moving_frame_000077,marker,7,7,3951.524870489353
moving,moving_frame_000078,marker,7,7,4389.455473373353
moving,moving_frame_000079,marker,7,7,5056.908883904092
moving,moving_frame_000087,marker,8,8,5691.68072156572
moving,moving_frame_000088,marker,8,8,7734.890305029686
moving,moving_frame_000089,marker,8,8,10577.457887824417
moving,moving_frame_000090,marker,8,8,14460.796966645588
moving,moving_frame_000091,marker,8,8,20101.290059043276
moving,moving_frame_000092,marker,8,8,28565.687638871397
moving,moving_frame_000055,marker,3,3,2480.589131980752
moving,moving_frame_000056,marker,3,3,2262.0402144541777
moving,moving_frame_000057,marker,3,3,2111.7510250065366
moving,moving_frame_000058,marker,3,3,2005.5483907781863
moving,moving_frame_000059,marker,3,3,1999.9829310679365
moving,moving_frame_000060,marker,3,3,2029.7017008647172
moving,moving_frame_000061,marker,3,3,2215.419656404718
moving,moving_frame_000062,marker,3,3,2491.4786117430076
moving,moving_frame_000063,marker,3,3,2761.447863052133
moving,moving_frame_000150,marker,3,3,199.40600676756523
moving,moving_frame_000151,marker,3,3,238.7366638261586
moving,moving_frame_000152,marker,3,3,294.46986941939207
moving,moving_frame_000153,marker,3,3,334.98829044042424
moving,moving_frame_000154,marker,3,3,379.44681851570687
moving,moving_frame_000155,marker,3,3,438.8146682644924
moving,moving_frame_000156,marker,3,3,508.0616438581496
moving,moving_frame_000157,marker,3,3,591.4847940904119
moving,moving_frame_000158,marker,3,3,700.3283673076113
moving,moving_frame_000159,marker,3,3,830.4882411423679
moving,moving_frame_000160,marker,3,3,967.8782224418851
moving,moving_frame_000161,marker,3,3,1221.1436013976322
moving,moving_frame_000162,marker,3,3,1571.4424543472062
marker,0,moving,moving_frame_000178,0,2585.054252250933
marker,4,static,cam_edge_0,4,630.0862009601748
marker,11,moving,moving_frame_000091,11,675.1952286130722
marker,12,moving,moving_frame_000092,12,831.0608948889923
static,cam_edge_5,marker,0,0,5.188973769673857
moving,moving_frame_000038,marker,0,0,19560.772018885113
moving,moving_frame_000039,marker,0,0,15824.29811753082
moving,moving_frame_000040,marker,0,0,13139.030474764366
moving,moving_frame_000041,marker,0,0,11123.137673816687
moving,moving_frame_000042,marker,0,0,9745.989854268648
moving,moving_frame_000043,marker,0,0,8650.522806113871
moving,moving_frame_000044,marker,0,0,8065.731750200625
moving,moving_frame_000045,marker,0,0,7723.379389604066
moving,moving_frame_000046,marker,0,0,7483.384673670172
moving,moving_frame_000047,marker,0,0,7663.551125944417
moving,moving_frame_000048,marker,0,0,8045.144812567179
moving,moving_frame_000119,marker,0,0,33.41023098471265
moving,moving_frame_000120,marker,0,0,28.022863285636113
moving,moving_frame_000121,marker,0,0,25.233739042348084
moving,moving_frame_000122,marker,0,0,23.432930445584606
moving,moving_frame_000126,marker,0,0,22.423466668296385
moving,moving_frame_000163,marker,0,0,209.66266280641972
moving,moving_frame_000165,marker,0,0,263.98149852891964
moving,moving_frame_000167,marker,0,0,348.43429214159033
moving,moving_frame_000168,marker,0,0,411.21513382415776
moving,moving_frame_000171,marker,0,0,644.4554347229486
moving,moving_frame_000177,marker,0,0,2019.568001565665
moving,moving_frame_000184,marker,0,0,11968.818869112978
moving,moving_frame_000065,marker,4,4,8061.011706918614
moving,moving_frame_000066,marker,4,4,8729.383902577192
moving,moving_frame_000067,marker,4,4,9549.508171690119
moving,moving_frame_000068,marker,4,4,10750.584391825227
moving,moving_frame_000069,marker,4,4,12013.47510153608
moving,moving_frame_000093,marker,11,11,1334.8778931071486
moving,moving_frame_000094,marker,11,11,1847.3183527898298
moving,moving_frame_000095,marker,11,11,3911.080117208371
moving,moving_frame_000096,marker,11,11,3911.080117208371
moving,moving_frame_000097,marker,11,11,5926.678732198756
moving,moving_frame_000098,marker,11,11,9420.950946048828
moving,moving_frame_000129,marker,11,11,79535.052331521
moving,moving_frame_000130,marker,11,11,79412.26702097629
moving,moving_frame_000131,marker,11,11,80503.55193792301
moving,moving_frame_000132,marker,11,11,82168.38427296006
moving,moving_frame_000133,marker,11,11,76995.51616490676
moving,moving_frame_000134,marker,11,11,73747.93008723661
moving,moving_frame_000135,marker,11,11,71903.02620480784
moving,moving_frame_000136,marker,11,11,70949.96560003476
moving,moving_frame_000138,marker,11,11,73681.81063883867
moving,moving_frame_000099,marker,12,12,4081.9848773636236
moving,moving_frame_000100,marker,12,12,5123.625566411119
moving,moving_frame_000101,marker,12,12,7999.835329448422
moving,moving_frame_000102,marker,12,12,9872.708292516427
moving,moving_frame_000103,marker,12,12,12156.28726382458
moving,moving_frame_000104,marker,12,12,12156.28726382458
moving,moving_frame_000105,marker,12,12,17331.232454592184
moving,moving_frame_000106,marker,12,12,17331.232454592184
moving,moving_frame_000107,marker,12,12,19888.86631619296
moving,moving_frame_000108,marker,12,12,22391.208367362564
moving,moving_frame_000109,marker,12,12,24267.794066277565
moving,moving_frame_000110,marker,12,12,25005.968018039202
moving,moving_frame_000111,marker,12,12,24976.662386149925
moving,moving_frame_000112,marker,12,12,24161.044016219603
moving,moving_frame_000113,marker,12,12,22504.617478129006
moving,moving_frame_000114,marker,12,12,20392.098008985817
moving,moving_frame_000115,marker,12,12,18068.43469129094
