approach,method,evaluation,entity_type,entity_id,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref14_x_m,est_ref14_y_m,est_ref14_z_m,gt_ref14_x_m,gt_ref14_y_m,gt_ref14_z_m
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_0,1.018353719504765,0.20054794688961014,-0.6291365165423835,-0.018087277641809507,-0.800565045433288,0.5815165648345761,-1.7347361332045361,2.079322649189904,0.58780793,-1.734555260428118,2.087328299644237
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_1,0.49855242789982773,0.08245187743192395,0.3159854212148705,0.32246781591289686,-0.21147634535534365,-3.971007465787851,0.4783111777219422,2.1294279166438885,-3.97416732,0.47508649956281324,2.131542680097442
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_3,0.7637058507886453,0.09620470704084542,0.21971905544160286,0.17133471454453542,-0.7110658048286478,-3.225158639445584,-1.5615009132758804,2.0471002416310933,-3.22735583,-1.5632142604213257,2.0542108996793798
AP03,Targetless COLMAP + Multi-ArUco Sim3,Ref14-frame static camera evaluation,static_camera,cam_edge_5,1.2548403482559427,0.06629880053952333,1.1745602585512493,0.4054840987675057,-0.17497183856289844,5.870604472585512,0.3524743805490077,2.137011851685833,5.85885887,0.34841953956133265,2.138761570071462
