variant,method,camera,status,alignment,source_file,translation_error_cm,rotation_error_deg,aligned_est_x_m,aligned_est_y_m,aligned_est_z_m,gt_x_m,gt_y_m,gt_z_m
route1,AP01,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,145.20024665199702,1.0188846948067534,1.9207903421065993,-1.160168667186261,2.1266867256207154,0.58780793,-1.7345552666901032,2.087328294440571
route1,AP01,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,103.42537615836007,4.4166761436968205,-3.0293702128911044,0.8409668653674123,2.3393185775930707,-3.97416732,0.4750864931681852,2.131542681522701
route1,AP01,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,128.27770101364263,4.402757943231889,-2.037959486701754,-1.1564595283781463,2.309952520914087,-3.22735583,-1.5632142665839586,2.0542108949897364
route1,AP01,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,375.34864023791647,9.314270946315458,2.391683007486258,-0.998602176763834,1.6358856179418564,5.85885887,0.3484195331450478,2.1387615711167207
route1,AP02,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,1.8931436890709048,0.6099029785433272,0.5819188029677151,-1.7257294889629378,2.103007042255852,0.58780793,-1.7345552666901032,2.087328294440571
route1,AP02,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,2.048355490733601,0.2526603334919116,-3.9922477513064143,0.46549876523443084,2.132408417327773,-3.97416732,0.4750864931681852,2.131542681522701
route1,AP02,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,1.7539398541581208,0.13118600783072135,-3.2311848033705983,-1.5742899966608483,2.041161080148462,-3.22735583,-1.5632142665839586,2.0542108949897364
route1,AP02,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,3.041548535799094,0.24481822164308842,5.886657401709297,0.36025721342852657,2.1352669023376416,5.85885887,0.3484195331450478,2.1387615711167207
route1,AP03,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,0.6398163102753784,0.013795373629512615,0.5902530411835856,-1.7404206572947851,2.086583233742471,0.58780793,-1.7345552666901032,2.087328294440571
route1,AP03,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,2.1859037701510373,0.037986169763187264,-3.9949994350712172,0.48166073025091605,2.1323300300323553,-3.97416732,0.4750864931681852,2.131542681522701
