approach,entity_type,entity_id,marker_id,reference_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_ref_aruco_x_m,est_ref_aruco_y_m,est_ref_aruco_z_m,est_ref_aruco_roll_deg,est_ref_aruco_pitch_deg,est_ref_aruco_yaw_deg,est_ref_aruco_rvec_x,est_ref_aruco_rvec_y,est_ref_aruco_rvec_z,gt_ref_aruco_x_m,gt_ref_aruco_y_m,gt_ref_aruco_z_m,gt_ref_aruco_roll_deg,gt_ref_aruco_pitch_deg,gt_ref_aruco_yaw_deg,gt_ref_aruco_rvec_x,gt_ref_aruco_rvec_y,gt_ref_aruco_rvec_z
AP02_ref_marker_graph_ba,static_camera,cam_edge_0,,aruco_marker_14,10.540533698257965,2.031795048925161,-3.189093215086136,1.2182262623734452,9.97238486437757,0.5559169978491386,-1.7223729978043836,2.1870521482880125,-114.56725239822772,-2.4365602124519175,-0.7801866778242529,-1.99948148631907,-0.013700623983292182,-0.05126182399608978,0.58780793,-1.734555260428118,2.087328299644237,-112.76486178785166,-1.4967437175878098,-0.8270999106551793,-1.9681387135817818,-0.00288591653676317,-0.035150860818307594
AP02_ref_marker_graph_ba,static_camera,cam_edge_1,,aruco_marker_14,16.640214430035503,1.7491964240945832,-16.338419933758395,3.1191706962458543,-0.472804942242,-4.137551519337584,0.5062782065252718,2.126814630675022,-104.9071857885551,-0.020903418071160525,-115.11112947415198,-1.1144958922740917,1.7526149095816017,-1.3474088146372656,-3.97416732,0.47508649956281324,2.131542680097442,-106.3641137615459,0.7680855332147687,-114.5596564761897,-1.1237817095292493,1.7685660170970299,-1.3120742046484886
AP02_ref_marker_graph_ba,static_camera,cam_edge_3,,aruco_marker_14,8.550936705963503,1.9075582099825146,-8.21261086422611,-2.373601841777906,-0.19379277307813858,-3.309481938642261,-1.5869502788391048,2.0522729719485984,-108.7705121810783,0.4023899425324684,-60.784546632193724,-1.6905946783770283,0.9972833452436481,-0.7053770128801415,-3.22735583,-1.5632142604213257,2.0542108996793798,-109.39044885636157,1.9674295392793395,-59.899952456623105,-1.6921873383095052,1.0026170436150015,-0.6660823964587599
AP02_ref_marker_graph_ba,static_camera,cam_edge_5,,aruco_marker_14,118.61595554071198,9.025116200707506,-2.170455859919862,-99.44549851134084,64.61909049210774,5.837154311400801,-0.6460354455520758,2.7849524749925396,-114.09392053554338,4.757916935560613,105.89651581214791,-1.3890022686062167,-1.740321981763452,1.2072830805414294,5.85885887,0.34841953956133265,2.138761570071462,-109.27065188628556,4.0731791005917914,113.8768191914187,-1.231302161093729,-1.791064682252736,1.3345656692738173
AP02_ref_marker_graph_ba,aruco_marker,marker_000,0,aruco_marker_14,15.760476166518394,9.255987710829928,-9.61858151760877,6.933384967104645,-10.382854688496689,-2.6461858151760875,0.04933384951106573,0.6761714531109311,57.92187031840941,0.623799343401824,88.77180618364896,0.7857436986923876,0.784359227698116,1.3988789030103113,-2.55,-0.020000000159980713,0.779999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,0.9097065062730295,0.9097065089072717,1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_001,1,aruco_marker_14,8.339995664565839,1.3227132136476438,-7.62405322224482,-3.00654894684651,1.5459636410897204,-2.326240532222448,-1.0550654897207423,1.2454596362006662,0.9453271764486237,-0.8978480084651803,-90.23072473786259,0.0006002940602646465,-0.0252799391360379,-1.5746198532324662,-2.25,-1.0250000002522772,1.229999999789769,-1.8363890089430702e-07,1.1751560817591656e-08,-90.0000001836389,-2.3561945080071345e-09,2.678370228341281e-09,-1.57079633
AP02_ref_marker_graph_ba,aruco_marker,marker_002,2,aruco_marker_14,4.894660358584605,2.0863354470767024,-4.097391560770491,-2.4162791438946174,1.1535499652838066,-1.140973915607705,-1.0491627915825186,0.7115354994426073,69.05352353162006,-0.6815113760740137,-89.99206501784997,0.9268497806802765,-0.9428838420989588,-1.3532241898351212,-1.1,-1.0250000001435724,0.6999999997897692,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_003,3,aruco_marker_14,1.957071513266386,1.6644359169078875,-0.6154661411269774,1.7353293912324985,-0.6632964956109044,0.09384533858873023,0.7273532938302836,0.39336703518951444,88.51385814261522,-0.6081758642577348,0.4460054217923415,1.5448753273228746,-0.002401788897719085,0.014369853522194555,0.1,0.7099999999179586,0.4000000001456235,90.00000001175157,-0.0,0.0,1.570796327,0.0,0.0
AP02_ref_marker_graph_ba,aruco_marker,marker_004,4,aruco_marker_14,5.380134740300604,3.809751007067734,-1.4103624261820102,4.226124258641173,3.016057260916649,0.6858963757381799,0.7522612422582463,1.63016057275479,86.27084677031796,-0.769728873128387,0.1514667767876307,1.505702625809517,-0.008804550787129058,0.012238245855487297,0.7,0.7099999996718346,1.6000000001456236,90.00000001175157,-0.0,0.0,1.570796327,0.0,0.0
AP02_ref_marker_graph_ba,aruco_marker,marker_005,5,aruco_marker_14,11.513141506587479,1.6667070035148954,9.747812155667802,-3.1290940966804737,5.2670063283274615,1.997478121556678,-1.511290941110377,0.7526700629797216,67.44825629355773,-1.1387612032110268,-91.16417298243886,0.8922013731051341,-0.9380512535575074,-1.3760572309472765,1.9,-1.4800000001435722,0.699999999696447,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_006,6,aruco_marker_14,7.176207921744797,1.2289179235241205,4.760868247948724,2.703089251841014,4.6395476243237255,2.017608682479487,0.02703089231945984,1.0163954762432375,66.88665416701886,-0.9131678727146609,-89.19948239343181,0.8998751420617578,-0.9090636045723167,-1.352506309333248,1.97,-1.9895030067829111e-10,0.9700000000000002,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_007,7,aruco_marker_14,6.071574804271563,1.5142594956643705,2.554459087817862,3.5263833709515913,4.231238553143291,1.9955445908781786,0.47026383351056567,1.012312385620653,67.49294997512682,-1.4057684407063014,-90.38936664446507,0.8940819067967426,-0.9338624156236299,-1.3615968343348872,1.97,0.43499999980104975,0.9700000000892202,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_008,8,aruco_marker_14,14.603140347462537,2.8011594953925822,12.783836877209387,-0.35664251812088654,7.049682887822573,2.777838368772094,-1.0285664253883635,1.0804968286679948,69.29306242851902,-1.467303844482749,-89.13135346351271,0.9251083790801394,-0.945589019437913,-1.3309965629611271,2.65,-1.0250000002071546,1.009999999789769,67.08168819476708,1.1751560817591656e-08,-90.0000001836389,0.9097065062730295,-0.9097065089072717,-1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_009,9,aruco_marker_14,73.76798057712003,4.403474933072079,-1.0899021142596776,-63.74443736189151,37.11029206599672,3.0091009788574032,-0.6574443738281205,1.3911029206558652,64.59652031504417,1.3552238044235903,86.59697500607633,0.8785436945959656,0.8594436923123404,1.3225498648571878,3.02,-0.020000000209205504,1.019999999995898,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,0.9097065062730295,0.9097065089072717,1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_010,10,aruco_marker_14,77.17948326065867,8.54142044734684,-18.072372446514294,-66.39395752981052,34.955749084613785,2.839276275534857,-2.1439395755073107,1.3695574905425847,61.24082840522373,-0.8183448036304177,83.86060017346176,0.8744404374634419,0.7665670444835778,1.3189534954207032,3.02,-1.4800000002092055,1.0199999996964468,67.08168819476708,-1.1751560817591656e-08,90.0000001836389,0.9097065062730295,0.9097065089072717,1.3722901285632265
AP02_ref_marker_graph_ba,aruco_marker,marker_011,11,aruco_marker_14,89.64513805431852,7.93909974691,-5.1188525430839515,-76.63666816638121,46.226282759659185,3.9488114745691605,-1.266366681895579,1.5922628274940402,-4.13824920093535,-0.5272135554657307,83.26279887013288,-0.05235685175338918,-0.059993909299737705,1.4521868519609384,4.0,-0.5000000002317668,1.1299999998974484,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,-2.3561945080071345e-09,-2.678370228341281e-09,1.57079633
AP02_ref_marker_graph_ba,aruco_marker,marker_012,12,aruco_marker_14,91.05082240848589,8.784297324617564,-16.671753561220726,-77.80133948710719,44.263489113121835,3.873282464387793,-2.2580133950802774,1.4626348908276652,66.72701058255493,4.591317692747996,172.50324801477814,0.007615054325021244,1.6499921271009255,2.4915445749025946,4.04,-1.4800000002092055,1.0199999996964468,67.08168818301552,-4.2185671112750317e-17,179.99999979432002,0.0,42409858.74469953,63975172.145376295
AP02_ref_marker_graph_ba,aruco_marker,marker_013,13,aruco_marker_14,89.55086069385824,7.465084329119323,5.60692925177948,-76.01898094120654,47.00035672244225,4.106069292517795,-0.5301898095905053,1.3400035672715964,-3.8099814162346504,-0.9599465533439032,83.6831352168471,-0.04199688350914706,-0.06221266379065319,1.4593728723862802,4.05,0.22999999982156005,0.8700000000471739,-1.8363890089430702e-07,-1.1751560817591656e-08,90.0000001836389,-2.3561945080071345e-09,-2.678370228341281e-09,1.57079633
AP02_ref_marker_graph_ba,aruco_marker,aruco_ref_floor_14,14,aruco_marker_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
