camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.074263568359725
cam_edge_0,cam_edge_3,3.8100299512986378
cam_edge_0,cam_edge_5,6.22461824359966
cam_edge_1,cam_edge_3,2.3575644619568483
cam_edge_1,cam_edge_5,10.426976277657982
cam_edge_3,cam_edge_5,9.670824112960423
