group,variant,method,status,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,note,camera_count,available_cameras,missing_cameras,pair_count_ok,pair_count_total,pair_coverage,failure_reason
moving_cam/fov,fov_69deg_baseline,AP02,OK_FULL,17.396743781985943,14.980301635123276,28.54566432238577,1.2927978659692025,1.2480582098858255,1.947834675970213,13.297617034141865,1.1773634215920845,cam1-cam5,28.54566432238577,1.0734432675982903,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/fov,fov_69deg_baseline,AP03,OK,10.454470691566339,9.705691712006118,17.534967270920465,0.12640760750382182,0.11283730935619776,0.20672402529245656,10.412093345371462,0.09392096218382114,cam1-cam5,17.534967270920465,0.08041100553613646,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
moving_cam/motion_blur,moving_blur_k00_baseline,AP01,OK,12.759115397956782,11.2874646425445,27.17790587329415,2.17911643257816,2.3649989769671222,2.708160146230774,7.076659163037436,1.0090943780174617,cam1-cam5,27.17790587329415,2.708160146230774,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,,,,,
moving_cam/motion_blur,moving_blur_k00_baseline,AP02,OK_FULL,17.396743781985943,14.980301635123276,28.54566432238577,1.2927978659692025,1.2480582098858255,1.947834675970213,13.297617034141865,1.1773634215920845,cam1-cam5,28.54566432238577,1.0734432675982903,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/motion_blur,moving_blur_k00_baseline,AP03,OK,10.9185971935769,10.205956260446968,18.30953289807968,0.11400942057579978,0.12084832837583401,0.17167285967826862,10.871680258387215,0.10376282675780164,cam1-cam5,18.30953289807968,0.0773698496391217,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
moving_cam/motion_blur,moving_blur_k09_mild,AP01,OK,16.58936874204704,16.37780821890621,24.692866384231735,2.6425818130868595,2.4704022187236907,3.970708610769569,8.550543274815599,1.5387385021452096,cam0-cam1,24.692866384231735,2.769834242084643,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,,,,,
moving_cam/motion_blur,moving_blur_k09_mild,AP02,OK_FULL,35.13523991812836,38.72341417556934,52.556212425857986,4.135891835676348,4.510858859662137,6.451235574920743,16.33619087109001,3.2503899757922254,cam0-cam5,52.556212425857986,6.241284959519908,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/motion_blur,moving_blur_k09_mild,AP03,OK,3.511994739931494,3.762772539189175,5.6301924851597125,0.20611468259347424,0.21650525487847044,0.30730099965540075,3.3485449294073564,0.10297931568641834,cam1-cam5,5.6301924851597125,0.25134579862060474,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
moving_cam/motion_blur,moving_blur_k21_strong,AP01,PARTIAL_3_OF_4,53.35881868504698,75.9232161714219,77.45970092727148,3.425529371329654,4.015352131085874,4.3996052710122155,43.82169865990744,2.077577940949006,cam1-cam5,77.45970092727148,4.015352131085874,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,3,cam_edge_1;cam_edge_3;cam_edge_5,cam_edge_0,3,6,0.5,cam_edge_0: RuntimeError: No relay multichain aggregate row found for cam3_to_cam0 / COLMAP_motion
moving_cam/motion_blur,moving_blur_k21_strong,AP02,PARTIAL_3_OF_4,9.76646708151682,11.487978673527687,12.496761947155456,0.9263170260412172,0.9591622511918325,1.3338358091270526,8.104955334918307,0.9812543436567492,cam0-cam1,12.496761947155456,0.9591622511918325,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,
moving_cam/motion_blur,moving_blur_k21_strong,AP03,PARTIAL_3_OF_4,47.69449382144354,51.01299565635687,65.41242492492046,1.9576180418488178,2.3795245719605065,2.901409095072073,46.759145521665744,1.3741476239538783,cam0-cam1,65.41242492492046,2.901409095072073,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,
moving_cam/motion_blur,moving_blur_k41_extreme,AP01,PARTIAL_2_OF_4,6.693538956447548,6.693538956447548,6.693538956447548,1.8616307118908735,1.8616307118908735,1.8616307118908735,0.06579721552970597,1.7658104034511908,cam1-cam3,6.693538956447548,1.8616307118908735,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,2,cam_edge_1;cam_edge_3,cam_edge_0;cam_edge_5,1,6,0.16666666666666666,cam_edge_0: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv; cam_edge_5: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv
moving_cam/motion_blur,moving_blur_k41_extreme,AP02,PARTIAL_3_OF_4,9.766464250439782,11.487981134082078,12.496760206511889,0.9263158243742012,0.9591604486551443,1.3338340122247585,8.10495442532324,0.9812538823901465,cam0-cam1,12.496760206511889,0.9591604486551443,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,
moving_cam/motion_blur,moving_blur_k41_extreme,AP03,FAILED_NO_PAIR,,,,,,,,,,,,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,RuntimeError: Too few marker-size scale observations: 0,0,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,0,6,0.0,RuntimeError: Too few marker-size scale observations: 0
moving_cam/res,moving_res_1280x720_baseline,AP01,OK,12.241702545514203,11.081061448446977,25.630955101266157,2.132840402474641,2.293010012755321,2.6184225708866444,6.515033369487125,1.000195746678079,cam1-cam5,25.630955101266157,2.6184225708866444,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,,,,,
moving_cam/res,moving_res_1280x720_baseline,AP02,OK_FULL,17.396743781985943,14.980301635123276,28.54566432238577,1.2927978659692025,1.2480582098858255,1.947834675970213,13.297617034141865,1.1773634215920845,cam1-cam5,28.54566432238577,1.0734432675982903,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/res,moving_res_1280x720_baseline,AP03,OK,11.871473044565223,10.931235997177499,19.91788971783133,0.12984098565236335,0.12279042477039395,0.17686331238456002,11.817337311744458,0.11360183807116908,cam1-cam5,19.91788971783133,0.17203253068156746,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
moving_cam/res,moving_res_160x90_extreme_pixel,AP01,PARTIAL_2_OF_4,6.693538956447548,6.693538956447548,6.693538956447548,1.8616307118908735,1.8616307118908735,1.8616307118908735,0.06579721552970597,1.7658104034511908,cam1-cam3,6.693538956447548,1.8616307118908735,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,2,cam_edge_1;cam_edge_3,cam_edge_0;cam_edge_5,1,6,0.16666666666666666,cam_edge_0: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv; cam_edge_5: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv
moving_cam/res,moving_res_160x90_extreme_pixel,AP02,PARTIAL_3_OF_4,12.870271068128284,12.37719085814463,16.536005627270132,0.6398308670512975,0.6195750343175049,0.7289118600813835,6.356906974270856,1.8075464933637484,cam0-cam1,16.536005627270132,0.6195750343175049,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.,3,cam_edge_0;cam_edge_1;cam_edge_3,cam_edge_5,3,6,0.5,
moving_cam/res,moving_res_160x90_extreme_pixel,AP03,FAILED_NO_PAIR,,,,,,,,,,,,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,0,,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,0,6,0.0,
moving_cam/res,moving_res_2560x1440_upscaled,AP01,OK,12.404453502316377,10.477766903350286,28.23964650475899,2.100755303988434,2.0878464631553486,2.948185551933823,6.484980583149931,1.0246908001028794,cam1-cam5,28.23964650475899,2.948185551933823,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,,,,,
moving_cam/res,moving_res_2560x1440_upscaled,AP02,OK_FULL,14.103472491153568,12.249498882300259,21.260829735172475,1.3700334883263376,1.2616183736069946,2.123252213233608,7.805404261533297,1.2509139047803972,cam1-cam5,21.260829735172475,1.0561727058884491,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/res,moving_res_2560x1440_upscaled,AP03,OK,6.414516585561535,5.438210478538101,11.246122897338266,0.26554272651018745,0.24464061105913554,0.4424934712879797,6.175420724758696,0.1292830364909459,cam3-cam5,11.246122897338266,0.4424934712879797,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
moving_cam/res,moving_res_320x180_low,AP01,OK,151.61472910966677,147.77466313834228,305.64715920831514,13.544396086735217,13.471870932209171,25.54090078249612,51.81580647912608,11.646116597681754,cam3-cam5,305.64715920831514,25.54090078249612,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,AP01 pairwise uses cam3-local camera map; no Ref14/world GT anchor and no map alignment.,,,,,,,
moving_cam/res,moving_res_320x180_low,AP02,OK_FULL,23.777520616700983,21.219042847965298,41.93321121086689,1.4356773515131556,1.4454640285476885,2.5775755846770627,20.808445174550588,1.1655682378103802,cam1-cam5,41.93321121086689,1.7881900623885154,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
moving_cam/res,moving_res_320x180_low,AP03,OK,38.09569534159867,41.72265499288516,50.335266599789804,1.7346539449660126,1.8556401511471479,2.689290538320499,34.64542421172177,0.9820844308667844,cam0-cam1,50.335266599789804,2.689290538320499,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,,,,,,,
world/lighting,ceiling_bright,AP01,OK_FULL,12.841620102412614,11.042132320799654,25.482375643996846,2.088430477234166,2.2045618153833044,2.499989521999189,7.72017050969854,0.9944612898431636,cam1-cam5,25.482375643996846,2.455740988248368,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_bright,AP02,OK_FULL,14.82074283382677,14.464818347236005,23.121583088177736,0.6841510440117352,0.7050321233283082,1.092897951796874,13.291280397655726,0.6457409780442022,cam1-cam5,23.121583088177736,0.4084266208707159,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_bright,AP03,OK_FULL,11.344768111503415,10.660597460713724,19.44232120638582,0.11798848093749204,0.10780416695953463,0.1730102372456019,11.215506938808765,0.16943477702695006,cam1-cam5,19.44232120638582,0.08218666493424327,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_dark_extreme,AP01,OK_FULL,18.011478390996018,19.65801091798641,24.412893315620284,2.3129514362216046,2.1394879149654495,3.2126420704399052,10.987498676281845,1.531659264529031,cam0-cam1,24.412893315620284,1.550004524482351,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_dark_extreme,AP02,OK_FULL,16.444286460956633,19.426820159669855,21.394674596740558,0.9545719773908363,0.9314138069353224,1.6885371846688504,13.206843226655174,0.9214294339927349,cam1-cam5,21.394674596740558,0.40471044866547573,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_dark_extreme,AP03,OK_FULL,10.970237994900188,10.519822471692489,16.593390305872312,0.36267359938402094,0.34661631837469176,0.6147070724688204,10.326887585530146,0.3402823067499044,cam3-cam5,16.593390305872312,0.10829807036977723,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_low,AP01,OK_FULL,13.427517324971413,11.778006472698745,27.809981310750437,2.091984563929182,2.195508928925853,2.5345735513166514,8.01306724059155,1.0305393509851966,cam1-cam5,27.809981310750437,2.5345735513166514,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_low,AP02,OK_FULL,14.643595242917167,14.275100160979786,22.794602564149567,0.6899668902117632,0.6984474307217547,1.1183950526517126,13.128821775419942,0.6428858551927717,cam1-cam5,22.794602564149567,0.362977684923104,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_low,AP03,OK_FULL,52.438478981353626,26.0309704224949,183.01688431382556,8.384540994822297,8.297897909660305,16.481479532532887,30.349986140017435,4.475703234229603,cam0-cam5,183.01688431382556,15.855124520230603,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_normal,AP01,OK_FULL,12.861670089440286,11.292592175260555,26.916081706409003,2.0635872848222703,2.2252752367460165,2.590658080017085,7.510398792209952,1.0083841499095707,cam1-cam5,26.916081706409003,2.590658080017085,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_normal,AP02,OK_FULL,14.3121820919488,14.019769905174137,22.315985980814748,0.6619621759393871,0.6728144046866871,1.064435641266045,12.917054615330185,0.6123740308812304,cam1-cam5,22.315985980814748,0.3662697533661681,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
world/lighting,ceiling_normal,AP03,OK_FULL,12.611912038033218,11.792762939881426,21.130283702815618,0.3196961035377181,0.32140990205493436,0.474797508709553,12.419942384165823,0.22992845040486967,cam1-cam5,21.130283702815618,0.474797508709553,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,
