frame_index,time_s,sharpness,center_x,center_y,area_fraction,angle_deg,top_bottom_log_ratio,left_right_log_ratio,selected_for_calibration,view_reprojection_rmse_px
0,0.0,29.753477918373417,2168.677391052246,1123.555238087972,0.06893418152526588,-5.535223882944322,-0.02672393552745982,-0.08002189703064005,False,
1,0.03333333333333333,46.54024911434927,2169.7687021891275,1116.7314516703289,0.06871954719586804,-5.52558209673302,-0.025958649125176873,-0.07986675326361731,True,0.5407120585441589
2,0.06666666666666667,28.53987393712335,2173.8679835001626,1110.5661888122559,0.06817300964416018,-5.478700067269186,-0.027439056230886556,-0.07845258420970495,False,
3,0.1,29.14082977691751,2182.9308064778647,1106.1931126912434,0.06761728691541695,-5.505501601564304,-0.027382948668995884,-0.08054951633465054,False,
4,0.13333333333333333,41.347718367691954,2193.94558207194,1103.8802274068196,0.06738569231670687,-5.581545810717942,-0.027785578867333908,-0.08589002146491749,False,
5,0.16666666666666666,47.9599192220652,2203.5321350097656,1103.4176394144695,0.06745496696429104,-5.553437644310626,-0.02837932915217298,-0.08716147776697235,False,
6,0.2,50.36101691587952,2210.5556640625,1104.9908498128254,0.06753598550625252,-5.541480019970857,-0.029249529855541953,-0.08880476790083107,False,
7,0.23333333333333334,45.90358531770565,2216.286064147949,1106.3300463358562,0.06763176195131733,-5.502372330994123,-0.030224870350607815,-0.08954801820824743,False,
8,0.26666666666666666,49.174987285587555,2221.2965342203775,1107.8421872456868,0.06778844793882731,-5.478972859608782,-0.030853244983923816,-0.09083366256493974,False,
9,0.3,50.468432793542085,2226.0916035970054,1110.2415580749512,0.06783239353308697,-5.452301694115424,-0.0302304034378779,-0.09141872267240171,False,
10,0.3333333333333333,46.963727456922435,2231.167526245117,1112.8472951253254,0.06788613747820628,-5.489431549856152,-0.031215368318706346,-0.09414486344368876,False,
11,0.36666666666666664,45.31369726747809,2236.595219930013,1115.0074717203777,0.06785927622618787,-5.408299074015093,-0.03192383356654668,-0.09395700029574211,False,
12,0.4,48.970091175765326,2241.771194458008,1117.0143191019695,0.06786903325592532,-5.451435851103029,-0.03312649010127412,-0.09740246094511425,False,
