method,target_id,target_pattern,square_size_m,resolution,group,scenario,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image,source_csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_left_0_6m,false,failure,SB,checkerboard_not_found,54,0,,,,camera_1:SB;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_6m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_6m_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_left_0_4m,false,failure,SB,checkerboard_not_found,54,0,,,,camera_1:SB;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_4m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_4m_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_left_0_2m,false,failure,SB,checkerboard_not_found,54,0,,,,camera_1:SB;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_2m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_left_0_2m_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_right_0_2m,false,failure,checkerboard_not_found,SB,0,54,,,,camera_1:checkerboard_not_found;camera_2:SB,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_2m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_2m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_right_0_4m,false,failure,checkerboard_not_found,SB,0,54,,,,camera_1:checkerboard_not_found;camera_2:SB,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_4m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_4m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,shift,shift_right_0_6m,false,failure,checkerboard_not_found,SB,0,54,,,,camera_1:checkerboard_not_found;camera_2:SB,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_6m_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/debug_images/shift_right_0_6m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/shift/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,height,height_0_6m,false,failure,SB,checkerboard_not_found,54,0,,,,camera_1:SB;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_6m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_6m_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/height/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,height,height_0_8m,true,valid,SB,SB,54,54,0.706730,0.673,0.228,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_8m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_0_8m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,height,height_1_0m,true,valid,SB,SB,54,54,0.702422,0.242,0.086,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_0m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_0m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,height,height_1_2m,true,valid,SB,SB,54,54,0.700447,0.045,0.036,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_2m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_2m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,height,height_1_4m,true,valid,SB,SB,54,54,0.699970,0.003,0.032,,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_4m_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/debug_images/height_1_4m_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/height/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,mixed,far_2_4m_yaw_20deg,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,mixed,far_2_4m_yaw_30deg,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,mixed,close_1_4m_yaw_10deg,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_2_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,mixed,shift_left_0_2m_yaw_20deg,true,valid,SB,SB,54,54,0.701810,0.181,0.062,,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/summary.csv
checkerboard,target_9x6_square0_12,9x6,0.12,res640x480,mixed,shift_right_0_2m_yaw_20deg,false,failure,checkerboard_not_found,SB,0,54,,,,camera_1:checkerboard_not_found;camera_2:SB,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_2_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/summary.csv
