entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
marker,0,with_moving_widest_path,1.4176283129904848,-0.6615240165355862,-2.212833789028342,-80.55741659837136,8.169280354427388,68.14535116729623,-1.3064550594783144,-0.7318237660276983,1.0747627990539859
marker,1,with_moving_widest_path,-2.2668633162103204,-1.0439366199034779,1.3050893124522247,-1.208211927807867,0.27313816158599447,-89.94313801467624,-0.012826099411543503,0.020296532232275975,-1.569686987781288
marker,2,with_moving_widest_path,-1.1292411319016984,-1.0367294257343738,0.7278548848545439,65.90035270896296,-0.16511427994388128,-90.27910142071558,0.8901898938296118,-0.8985229034195298,-1.3818960924626078
marker,3,with_moving_widest_path,0.05603324747994359,0.6569906494177298,0.2507394170896742,88.57261736908389,-4.154322419933838,1.843871495695955,1.5461692819001465,-0.03259228781446069,0.08153849852762154
marker,4,with_moving_widest_path,0.580032436101414,0.6576102261215246,1.5233328657342882,88.28706391058284,-3.960148046640961,-0.22636370482371238,1.5400947650396388,-0.05790753070566639,0.05011392731850348
marker,5,with_moving_widest_path,1.9315224113691265,-1.5065945812291999,0.6970897399389515,68.30390723979035,0.8437753176252971,-88.08835187594941,0.9484051528041322,-0.8975609945629213,-1.3450347975206631
marker,6,with_moving_widest_path,1.9402063515542205,-0.012822225684857802,0.9699790953547468,69.95000130522098,0.5597430677570296,-87.71949733640643,0.9690053639598927,-0.9182567196042514,-1.3269344560264018
marker,7,with_moving_widest_path,1.9261388418221872,0.4219341971663414,0.9739845029438051,70.67455549313988,0.3330437551640914,-88.83582319416729,0.9689219626479667,-0.9416778621055205,-1.3365303659493248
marker,8,with_moving_widest_path,2.6671910976282533,-1.0229706556228988,1.0326002832146812,68.8522079836264,0.47113285526353404,-88.82423858257678,0.9465170576673828,-0.916227807927959,-1.3489147046907934
marker,9,with_moving_widest_path,-3.0265984624277857,0.9718963787697023,1.077406706462594,-75.9970211522631,5.912650208904477,71.92444195790245,-1.1999578320912632,-0.7550758115170549,1.1225250339135397
marker,10,with_moving_widest_path,-3.453787911693727,-0.4288844987981941,1.2156230876545306,-75.74125506612728,5.746845421595152,72.56453934229752,-1.1915736614761296,-0.7617299693237338,1.1310475677687744
marker,11,with_moving_widest_path,-3.9711469655572103,0.8060512848693018,1.6306080979919269,-141.83962207904875,5.4477157054625645,73.07749520587053,-2.1059154377361344,-1.5074625909205766,0.6322490732083523
marker,12,with_moving_widest_path,-4.218637189970896,-0.13565446985994445,1.8411213600359781,-118.95750453680074,37.444005433678306,-20.39019454941915,-1.854126929978639,0.7301407177330455,0.447893468714231
marker,13,with_moving_widest_path,-3.633252784691273,1.5073001257072947,1.799648498126482,-141.46380446992518,5.914100972491136,72.68888325647134,-2.1095628398294877,-1.4942032115764086,0.6430134270142099
marker,14,with_moving_widest_path,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
