image_name,source_type,source_id,area_px2,translation_residual_cm,rotation_residual_deg,camera_info,colmap_registered_ref_aruco_x_m,colmap_registered_ref_aruco_y_m,colmap_registered_ref_aruco_z_m,colmap_registered_ref_aruco_roll_deg,colmap_registered_ref_aruco_pitch_deg,colmap_registered_ref_aruco_yaw_deg,colmap_registered_ref_aruco_rvec_x,colmap_registered_ref_aruco_rvec_y,colmap_registered_ref_aruco_rvec_z,ref_marker_pnp_ref_aruco_x_m,ref_marker_pnp_ref_aruco_y_m,ref_marker_pnp_ref_aruco_z_m,ref_marker_pnp_ref_aruco_roll_deg,ref_marker_pnp_ref_aruco_pitch_deg,ref_marker_pnp_ref_aruco_yaw_deg,ref_marker_pnp_ref_aruco_rvec_x,ref_marker_pnp_ref_aruco_rvec_y,ref_marker_pnp_ref_aruco_rvec_z
moving_frame_0148.png,moving,frame_0148,882.0,17.013198464620036,1.5158508403524509,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,3.093762849929113,-0.5275679934998098,1.839244536293816,-121.43735360536957,0.8965657452162563,88.82274232325604,-1.6250268656440785,-1.5780634721021474,0.9015324933645079,3.2591622840110825,-0.5274468869633181,1.879093058703389,-121.98073301193592,-0.10383805494503924,89.8198774717163,-1.6081575127862264,-1.604721739574876,0.8879582257267347
moving_frame_0149.png,moving,frame_0149,968.0,14.908410345997098,1.557033304004779,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.967729038350326,-0.5252310197420259,1.8406216679962615,-121.44607078215662,0.8882160815272436,88.81861145603511,-1.6250804694475303,-1.578133166892599,0.9012586120571214,3.098686829017511,-0.5669513668970084,1.78286753739679,-120.7877559896108,-0.48012029514676263,89.16543098803709,-1.5968595291901193,-1.5812794471244254,0.889643574241573
moving_frame_0151.png,moving,frame_0151,1235.0,7.768297960667376,1.4098272875392044,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.708843981983734,-0.5185086836585118,1.8402400019364316,-121.49647156201367,0.9233221821818292,88.83534640889569,-1.6259149611309085,-1.5788769897589794,0.9014122906536052,2.780732525432512,-0.533251416196006,1.8147579596573693,-121.4817992252302,-0.26764035664387537,89.58976877916453,-1.602882453659781,-1.5956171982891287,0.888996400395384
moving_frame_0152.png,moving,frame_0152,1406.5,11.26828333922559,2.5521395799906155,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.581495672488833,-0.519574718197854,1.8394110038985705,-121.47108633738667,0.875186693419876,88.77650449291903,-1.6257085836487832,-1.5777909852075678,0.9003756828335754,2.616354173878435,-0.524183335107654,1.9464673744346426,-123.55713026504152,-0.10541320029578541,89.85826569478925,-1.626548867811349,-1.6241330456480563,0.8697067701115402
moving_frame_0153.png,moving,frame_0153,1501.0,6.928237378304922,1.7592622501253539,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.4642089285485795,-0.5086577349036199,1.841096393413587,-122.00819391326571,0.975175769269038,85.81809755125327,-1.6666523947887049,-1.5346505427710535,0.8689864430352597,2.5208347227608403,-0.48298631067056863,1.8105260691645446,-121.64966640045134,0.16256440245738227,87.34027029637524,-1.6357808256301845,-1.5590812082996592,0.8734960924105548
moving_frame_0154.png,moving,frame_0154,1622.0,7.511923631160267,2.1219745978956337,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.3512134187914593,-0.5101300475798417,1.839465890448366,-122.4050951768315,0.9333089275426114,82.689627699995,-1.7051384062913004,-1.486873526636004,0.8353431679006948,2.4109622653828255,-0.46987333675569887,1.8181968465427008,-122.00992070415602,0.19468090107609393,84.64316557049797,-1.6706430871898816,-1.5184441725093896,0.8452223348591836
moving_frame_0155.png,moving,frame_0155,1836.0,1.389257571525342,1.3904273485677718,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.234514604413838,-0.5062643388775045,1.839155701045609,-122.90576252073303,0.9353653869290963,79.65261793700556,-1.743485121272017,-1.440895410359452,0.8022529848381957,2.23938810500253,-0.5178903166946685,1.8333170974616273,-122.99258741704091,-0.11524857370990106,80.55862971161312,-1.7236749466209424,-1.4623313488576435,0.7918578151450941
moving_frame_0156.png,moving,frame_0156,2062.0,4.178053152491055,1.6345640433760493,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.1226487774117784,-0.5061162674783073,1.8402013815337346,-123.3484706562002,0.9237866689401891,76.54755241292352,-1.7806560676156964,-1.3924426429300727,0.7690237342343363,2.0960402108663674,-0.48681807868594196,1.8659924053644534,-124.14849710552495,0.32826258999934904,77.83389134582957,-1.77199484001168,-1.4262460216812816,0.762473628212572
moving_frame_0157.png,moving,frame_0157,2292.0,3.106153299080472,1.9007995000428393,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,2.00513697906231,-0.5035290735046482,1.839554820199436,-123.83590100221774,0.9259719345465296,73.45803079155718,-1.8174089579090078,-1.343927847894817,0.7358560174116135,1.9768562351805983,-0.5017837361959612,1.8268279920433406,-123.79931356926213,-0.2820337210062631,74.92537727394208,-1.7902144819396208,-1.3755665378821307,0.7288266820108616
moving_frame_0158.png,moving,frame_0158,2578.5,4.941912587214997,1.5917903269463822,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,1.8893576719206022,-0.500974026896269,1.8375883751322135,-124.27455028344018,0.8863780856244076,70.38301763739902,-1.8519362606325753,-1.2946800065997113,0.7026955755580917,1.8422117529304367,-0.49062861190129203,1.8481942561951832,-124.68662006556251,0.14817031681661752,71.72803508683265,-1.837776816120625,-1.3266752501921741,0.698268741910274
moving_frame_0159.png,moving,frame_0159,2920.0,6.606403665701927,1.4526959171712197,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,1.7766235013347371,-0.49802315346466347,1.8393906650437706,-124.752540002186,0.8951705757952887,67.32367818064257,-1.8863415732991753,-1.2451176130212005,0.6703092545814151,1.711082341965668,-0.4991314733823503,1.83116965568127,-124.82474453045924,0.04262043039790793,68.49709588646459,-1.8687296790526287,-1.271771993790499,0.6654013782274615
moving_frame_0160.png,moving,frame_0160,3178.0,9.276200147754682,1.991294492635485,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,1.713057406694678,-0.49917162312003477,1.8396500953450547,-123.90362199815623,0.8868586366917939,72.68394930612196,-1.8253141566790385,-1.3313209817723604,0.7273950533373329,1.6254963237678532,-0.5132451260855473,1.8124511580665172,-123.87793897143419,-0.5773384446642862,74.03339639590861,-1.797021753940116,-1.3625600620948657,0.7146984711099421
moving_frame_0161.png,moving,frame_0161,3444.0,7.46777147004119,1.6789238771848012,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,1.646719225690239,-0.49834182843102287,1.8401932540161077,-123.10885426751571,0.9064184427334823,78.03277484199783,-1.7623901833924978,-1.4155233516332981,0.78479587227618,1.578444093625171,-0.4962355170291872,1.8100132794194954,-122.71719319245165,0.11621202458743675,79.46491135420958,-1.734052388899496,-1.4396748792506768,0.7885684413943317
moving_frame_0162.png,moving,frame_0162,3888.0,11.380723829779148,1.9593283830952501,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,1.5816308388155917,-0.4968700731008374,1.8396379577561315,-122.2781762584065,0.9057593190509037,83.41461371649608,-1.6954484754535981,-1.4977762608094563,0.8428889470374269,1.4731755989067699,-0.5304373788515168,1.847561619152892,-123.0662208076412,-0.5854429399261192,84.40959724866985,-1.677588147818162,-1.5298906707899087,0.818400035582118
static_cam_edge_1.png,static,cam_edge_1,622.5,91.22221617636345,2.5236948365665444,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/cam_edge_1.json,-3.239230110028,0.48252328229052105,2.1234328422305127,-105.99060079065531,-0.15157027184662844,-115.77348205794176,-1.118079690222182,1.7775178544108803,-1.3419996512564045,-4.145704126386239,0.4418770638554037,2.0296137876253484,-104.03343130330592,0.7279481184806643,-114.43497219130523,-1.1035950054141512,1.7324095457110027,-1.3413203525348718
static_cam_edge_3.png,static,cam_edge_3,735.0,70.79537831814254,0.979788415962177,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/cam_edge_3.json,-2.6017625411545966,-1.3457293803299673,2.0790942626999414,-109.893913431496,1.1809849842830036,-61.077728544606735,-1.6985610034487368,1.0187091876172347,-0.6884793553108938,-3.280989432660171,-1.544918744154709,2.0659418364727586,-109.2126502275291,0.4955443954363146,-61.22944776951665,-1.6933752131191784,1.0090843588642167,-0.7059115994592606
