image_name,source_type,source_id,area_px2,translation_residual_cm,rotation_residual_deg,camera_info,colmap_registered_ref_aruco_x_m,colmap_registered_ref_aruco_y_m,colmap_registered_ref_aruco_z_m,colmap_registered_ref_aruco_roll_deg,colmap_registered_ref_aruco_pitch_deg,colmap_registered_ref_aruco_yaw_deg,colmap_registered_ref_aruco_rvec_x,colmap_registered_ref_aruco_rvec_y,colmap_registered_ref_aruco_rvec_z,ref_marker_pnp_ref_aruco_x_m,ref_marker_pnp_ref_aruco_y_m,ref_marker_pnp_ref_aruco_z_m,ref_marker_pnp_ref_aruco_roll_deg,ref_marker_pnp_ref_aruco_pitch_deg,ref_marker_pnp_ref_aruco_yaw_deg,ref_marker_pnp_ref_aruco_rvec_x,ref_marker_pnp_ref_aruco_rvec_y,ref_marker_pnp_ref_aruco_rvec_z
moving_frame_0003.png,moving,frame_0003,411.0,91.16223839589784,1.0455425601487625,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-3.5844451516890454,-0.3872556558859156,1.8374286310110102,-108.32667844616806,-0.9073761457036611,-93.48943444719866,-1.4161385793673644,1.4879790344189587,-1.0915716575634062,-4.49158392317509,-0.47755677666705215,1.8380011583135434,-108.21765296723281,-0.22113076554409936,-92.70925994512815,-1.4142784366076986,1.4786459593584946,-1.0741663234750236
moving_frame_0006.png,moving,frame_0006,575.0,736.9951350555358,129.76495035789205,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-3.214716878996889,-0.3962165599457411,1.837680956255991,-111.6613846299998,-0.8903872963352368,-100.36071321843632,-1.377938833793322,1.6350889150366321,-1.1254675960849847,4.069320425813862,0.7150362531046681,1.992924755377302,116.99763465536017,-13.139492407126882,-69.57510679428209,1.6125562022907876,-1.2976747765060552,-0.5266177219444027
moving_frame_0007.png,moving,frame_0007,649.5,79.15122171363925,1.4251197703070608,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-3.0886155221150773,-0.3992406714342931,1.8370704035746974,-112.77635334788552,-0.871508912636582,-102.65339196842714,-1.3624028137172508,1.684653533483772,-1.1346283106357868,-3.872880064074217,-0.49413959578711286,1.7879286468044429,-112.44459796032481,0.11347020183630399,-101.68052025639957,-1.3573840654183247,1.6689634144590415,-1.1143861961988832
moving_frame_0008.png,moving,frame_0008,744.0,77.71926291744586,1.3121565410355642,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.9640927814818614,-0.4024783313578134,1.8373622874615425,-113.90101998467226,-0.8724324990172198,-104.9427316239156,-1.3459162136639384,1.7343660721501388,-1.1429332403340153,-3.735485133478348,-0.49707014941807215,1.8314792541886575,-113.86232308390137,-0.5807388023010083,-103.66448234933002,-1.3576003078296954,1.715519371618515,-1.1267601474402023
moving_frame_0009.png,moving,frame_0009,854.0,74.95142396092804,1.1974770817645342,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.842476542448065,-0.40322107680557984,1.8375162764157262,-114.98979350307586,-0.8944951257091028,-107.25685488786742,-1.3276509177377025,1.784001554462532,-1.1512316441550356,-3.586997558051629,-0.4889269053303662,1.8268128349787092,-115.12003784797311,-0.2197428748434077,-106.274920051521,-1.3325237735291986,1.77266807941715,-1.1302870371565004
moving_frame_0010.png,moving,frame_0010,977.0,75.74287251411444,2.8296397050591744,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.720532767438071,-0.40396666739742404,1.8387079041578893,-116.10288352461815,-0.8966099601422314,-109.55321526476226,-1.3081884262712509,1.8338115533844452,-1.157723831431323,-3.4504320637282455,-0.601401179161722,1.8830351475691491,-116.93893458911653,-0.10817095493318919,-106.96005124509375,-1.3404679459294337,1.8080278668019027,-1.1110269536878674
moving_frame_0011.png,moving,frame_0011,1158.0,68.93386610033167,1.6190598033384178,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.6061888806613696,-0.4009342791832794,1.8433904015157654,-117.18141239085605,-0.9360086737689567,-111.85995469808971,-1.2873541091190477,1.8832480012804977,-1.164289641396572,-3.286616185134709,-0.5058281410988761,1.8780855108746293,-118.10910577989064,-0.47760289357342967,-110.60320677485572,-1.3073155762392217,1.878071276259263,-1.1334075384404867
moving_frame_0012.png,moving,frame_0012,1305.0,71.38231041566917,1.6629786651931369,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.476516973207206,-0.40657637819792425,1.841360242177526,-118.3196871799933,-0.9031637902633075,-114.13626545588095,-1.2650616833037083,1.933106662875262,-1.1676278096007773,-3.1814511901373694,-0.5183554647401118,1.8521588365650579,-118.4972786100965,-0.5345670738577587,-112.52217136983911,-1.2846860715721706,1.9119630050643943,-1.145640909860534
moving_frame_0013.png,moving,frame_0013,1608.0,68.15331385093529,2.1285640800802637,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,-2.4300401721224367,-0.4085956445316827,1.8401855679828312,-118.5784276300934,-0.8709774194593072,-119.84105921475172,-1.1821609231777843,2.019936491091159,-1.211926818740728,-3.0968650356158154,-0.5491540045521279,1.8488670276416994,-119.28565977380273,-0.13173939876994636,-117.96824989217224,-1.2059807331263084,2.0027749319907304,-1.1748694739346166
moving_frame_0146.png,moving,frame_0146,720.0,21.748365309809692,1.9729013002126055,results/bus_real_data/00_raw_images/bus_real_data_ref_marker_v1/camera_info/moving_calib_camera.json,3.350034329786859,-0.5336455191456706,1.8395182695927876,-121.40730480967264,0.8916386988624811,88.80632525848377,-1.6247920640869191,-1.5774508586401264,0.9016441563939299,3.5486157277794375,-0.4629969290129226,1.7859146834397912,-120.7851177972228,0.29569015766502155,90.58764458103163,-1.5897044861101517,-1.6013898762342749,0.9154097955867434
