point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
9241,-2.3745512764869345,0.29272170920333557,0.38811792479583906,228,228,228,2.338334134919115
9240,-2.3214202273350524,-0.802373708749403,1.300120281396128,67,67,67,0.2959254763370538
9234,-4.469843398510863,-0.6796461872839339,1.0874887334207086,221,221,221,1.6582682788758831
9222,-1.9220771974276105,-0.10115523901851325,0.8197164992519614,228,228,228,1.2197305841840629
9218,-1.2752779679209976,-0.31676901690934467,1.549655234210949,0,0,0,0.47599981439283945
9216,-2.5461438700067744,0.19628536660865453,0.9950567938081721,119,125,143,0.43667971650988907
9214,-1.925499223876752,-0.10327309655345557,0.8104704799596163,228,228,228,0.001768072483630904
9177,-2.4823027689112585,-0.10817636011947435,1.4168618174188348,115,120,138,0.4547375151994342
9168,-1.9831486470219528,-0.015038199827524912,0.9570314712314122,0,0,0,0.8264926723771635
9167,-1.9842811289413658,-0.013793097289644785,0.9555014631961432,0,0,0,0.4247713997315234
9161,-1.703952516813707,-0.8492602333926111,1.3461087035440764,236,236,236,0.3301821988601226
9160,-2.02467719921509,-0.1023542455850256,1.0407746393665418,112,118,135,0.8808492701877283
9150,-2.0265950187546657,0.21753693353697284,0.7915191717503687,0,0,0,0.760516470963305
9137,-1.9501907239442549,0.0072418577935788875,0.890293680217133,228,228,228,0.64313006731208
9129,-1.977302498603549,-0.07157710793197403,0.9501835513865953,0,0,0,0.140029827850131
9101,-2.0565423552420232,0.08668999734883814,1.2451571096886007,121,127,146,0.4242428162362463
9100,-2.5840822921004816,0.2388969279446485,1.0697217021212102,62,66,76,0.9251781567976791
9080,2.0218087020978888,0.5211622786736159,0.9746793689380461,5,5,5,0.498733047154313
9079,0.8589290191517962,0.5847993489549093,1.665505727109941,0,0,0,0.59567149323423
9077,0.9216453677278732,0.5861511432963264,1.6050168131591205,140,140,140,0.29329149657915926
9074,0.9262730813201625,0.5796972393706776,1.6583721706819015,0,0,0,0.7852944629707403
9070,0.9480077209214328,0.5827521518985821,1.6813601732065142,140,140,140,0.2926177126264268
9067,0.8446999143293628,0.585792648301505,1.710765697518299,0,0,0,0.6855732920711921
9065,0.18416446970743788,0.624352105825581,1.0702693923982411,57,57,57,1.1638446378451088
9063,-0.10275778944798841,0.4894465957729604,1.180666235701469,106,108,111,0.09765184669565781
9062,-0.10275778944798841,0.4894465957729604,1.180666235701469,106,108,111,0.09765184669565781
9056,1.9619780059269636,0.5029261009153088,0.9431637481879067,105,110,126,1.1771616778009868
9054,0.8228668149344639,0.5871482586405881,1.5165388747668231,141,141,141,0.7409118131201057
9051,0.8412615687876257,0.5851853723319032,1.5723785961995136,0,0,0,0.45372592544601525
9036,1.998767341309081,0.6067245708396425,1.0007358651830023,9,9,9,0.5794126051362929
9035,2.027490934040843,0.5969772068960328,1.007464987994063,9,9,9,1.2622624373625357
9031,-0.18358575399614085,0.4913170522813252,1.2210807659716547,120,120,120,0.0006239103136259007
9029,-0.15078132490756813,0.49397967361225475,1.3572341830972867,57,60,69,0.10233440343145295
9028,-0.1578893020130847,0.4939820166166306,1.36343119711106,121,121,122,0.08577514691841664
9026,-0.14849678847201553,0.493435409630069,1.3626961390346934,119,119,120,0.025589361293885976
9022,1.6203412399058208,0.6078348550811963,1.0180908781063092,14,26,46,0.6567595299881991
9017,0.39686084950928446,0.5751696808880931,0.5456794767633217,142,142,142,0.4572029929544626
9015,-0.594770037521965,0.5048190871034199,1.3589757921455845,76,79,86,0.4739020437715699
8996,-1.9615696777982365,0.16012019719395715,0.8029468721271784,0,0,0,1.6537365894856149
8995,-0.5459021928624858,0.5001642057587676,1.2255126876620697,121,121,121,1.4042618498165789
8987,-0.3385387953650133,0.49862710185853926,1.399361320707317,124,124,124,0.5698041173153242
8972,-0.36275900111286574,0.4948544973943226,1.0904507191374082,24,79,46,0.25555237397715264
8965,0.9605384166609798,0.5848099555830559,1.5886015500835367,0,0,0,0.5488286754037385
8947,-0.14726210595103206,0.49691291424875966,1.6589695582681616,97,103,107,0.07436254373718228
8945,-0.3627783208814376,0.5049179177913188,1.4982380801511428,111,113,115,0.9387950358013093
8944,-0.44786284722415937,0.5000375841547946,1.6496218183647386,14,32,63,0.4616553203963497
