marker_id,tx_m,ty_m,tz_m,baseline_m,relative_rotation_deg
0,-0.011837133845475311,-6.382720725743582,8.05699829997377,10.278836781774219,179.9999947369858
1,-0.013844949455882978,-6.651707019179835,7.8960028248137455,10.324352694532397,179.99960464103248
2,-0.022256530032530666,-6.45481490595312,8.029012206402726,10.301949710312492,179.28773264406476
5,0.036010713947649986,-6.432211284149533,7.8332190841804925,10.13577624043808,179.0224659234245
