model,image_name,source_type,camera_id,qw,qx,qy,qz,tx,ty,tz
0,moving_frame_000262.png,moving,5,0.9999284773455204,-0.005915089088267962,0.01038955952149419,-0.00033010225156087725,-0.5758616284568834,-0.5006931325271408,1.4093140220633484
0,moving_frame_000261.png,moving,5,0.9999844147700807,-0.0020660481348894534,0.005186124031419188,-7.602351110518988e-05,-0.21017878008549506,-0.5591093392430819,1.1198398241820284
0,moving_frame_000259.png,moving,5,0.9999924282088061,0.0030777711628043386,-0.0022786210806984616,-0.0006919072884819463,0.6041068985045771,-0.020611257772941247,-0.6336674963909872
0,moving_frame_000257.png,moving,5,0.9996584476615142,0.020740039098447533,-0.014321128031063389,-0.006909709768471064,0.28245816367565835,1.0294545285682226,-3.5640192629134266
0,moving_frame_000256.png,moving,5,0.9984514083073724,0.039167293692026074,-0.03552604580898156,-0.017280290016243084,0.542901877394237,1.5889569846937894,-4.847963601377045
0,moving_frame_000005.png,moving,5,0.9856862969492234,-0.022907630951396994,-0.16593966396053741,-0.019020840554140883,-1.7834220119739326,-0.3099740295240109,4.468791417057442
0,moving_frame_000006.png,moving,5,0.9864681513200115,-0.01623666292537673,-0.16239554675151377,-0.015641087033948366,-1.6802398932385123,-0.26893556081365866,3.1073132195906865
0,moving_frame_000260.png,moving,5,0.9999999657882341,0.0002479985242948967,3.368202522908178e-05,-7.606434005575914e-05,0.26642140119575297,-0.4312418262886389,0.5716511860931798
0,moving_frame_000000.png,moving,5,0.9862054418237504,-0.03640230254035642,-0.15984389334293447,-0.022882933552200217,-1.767219684710958,-1.1362654550471227,7.0930781551787145
0,moving_frame_000258.png,moving,5,0.9999465236886904,0.008577822291906291,-0.005394505121211991,-0.002066408025788712,0.46761134286348144,0.44773557457410335,-2.090219890191098
0,static_cam_edge_3.png,static,3,0.9455979155390928,0.10586085284279327,0.30178795188258906,0.05968328126059556,-21.809851696987387,6.815076966430002,-0.6332883130386137
