point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
8278,-2.284539786299641,-1.0051899912355786,1.2595462265694906,236,236,236,0.5024475602482845
8276,-3.307513784503127,-1.6876781050308218,1.0449725900784088,8,8,8,1.4532289881053304
8271,-6.560207280410758,-1.7174688431352378,-0.0688580330301749,4,4,4,2.078017148402052
8270,-6.548783478119629,-1.5032040136167089,-0.05168569306872728,4,4,4,0.26142150611131665
8267,-6.283372043189673,-1.60643068525455,0.3037958984721394,231,231,231,2.841001949656846
8263,-6.402954069482885,-1.7198304849874568,0.04276446660348432,5,5,5,1.3468007033905782
8262,-6.318020670659857,-1.542875716194188,0.39307014719030753,91,91,91,1.265532843944384
8261,-5.584601562410961,-0.32047721736990364,0.8599689146734191,231,231,231,1.6544773812355338
8253,-5.55970326933521,-0.8629709900525608,0.9697047181088084,212,212,212,1.2946005683688722
8247,-5.4231693903276925,-1.232145747678305,1.1365852157910603,71,71,71,0.21385897607468696
8245,-5.562751313691004,-0.7761983113854147,0.9731253091405581,116,116,116,0.5636304478888939
8244,-5.387629869774589,-1.363598721073581,1.1087945891014581,70,70,70,0.3126839772191862
8243,-5.387629869774589,-1.363598721073581,1.1087945891014581,70,70,70,0.3126839772191862
8240,-6.230197314639595,0.12424510325165616,1.0793581366056675,0,0,0,0.29100391305875717
8239,-6.230197314639595,0.12424510325165616,1.0793581366056675,0,0,0,0.29100391305875717
8237,-6.1256897077265595,-0.9165164416289409,1.119306630230946,0,0,0,0.14187766327105863
8228,-6.300840721298786,-1.8612814652778957,-0.18544275719478676,6,6,6,0.21442559418055102
8226,-6.368502477882203,-1.4013491805397298,0.3888016070551914,231,231,231,1.2517734617173737
8222,-5.7391607412743095,0.838328384866644,0.24420088992049704,123,123,123,0.31763590008982867
8216,-6.206796482571285,-2.063578756403172,-0.4021540631768674,87,81,78,0.24784833070391543
8207,-5.499118414128837,-0.9211353297232592,1.1529048785010798,185,185,185,0.8029528140357799
8205,-6.234304179586566,-1.9147295321652131,-0.17125379172690036,231,231,231,0.38506639969319206
8204,-6.232200713017162,-1.9111807802790213,-0.1694873767048073,231,231,231,0.4024435538376986
8197,-6.239952361304481,-1.941111694714527,-0.19167779047813016,6,6,6,0.2351096509537109
8186,-5.534874723942329,-0.779356520343808,1.0083893915101199,119,119,119,0.8007619520109334
8181,-5.4810582699611325,-0.8025959703829543,1.1454422179744594,186,186,186,0.6850879744782571
8179,-5.918794637553254,-1.2124735579057107,0.8366761508237921,231,231,231,1.5364247714534802
8178,-5.890727558091897,-1.0505344715593308,0.7860599085717381,231,231,231,0.3696375698207617
8177,-5.329088716198494,-1.2781123004830541,1.1057790297581085,231,231,231,0.8576054528499298
8174,-5.596958841001224,-0.958223485791203,1.0570507254017638,231,231,231,1.2168102489202426
