camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,pose_valid,manual_hfov_fallback,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 30, 33, 34, 37, 38]","[0, 2, 3, 4, 5]",16,5,20,0.500952,-0.71657909,0.62255452,1.36141536,1.46065993,1.45825488,-1.02295143,results/beintelli_bus_model/debug_moving_pose/F3_manual_fixed_world/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 42, 43, 45]",[],21,0,0,,,,,,,,results/beintelli_bus_model/debug_moving_pose/F3_manual_fixed_world/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,results/beintelli_bus_model/debug_moving_pose/F3_manual_fixed_world/debug_images/moving_calib_camera_aruco_board_pose.png
