image_name,x,y,z,roll,pitch,yaw,tag,image_path
moving_0000.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0000.jpg
moving_0001.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0001.jpg
moving_0002.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0002.jpg
moving_0003.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0003.jpg
moving_0004.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0004.jpg
moving_0005.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0005.jpg
moving_0006.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0006.jpg
moving_0007.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0007.jpg
moving_0008.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0008.jpg
moving_0009.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0009.jpg
moving_0010.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0010.jpg
moving_0011.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0011.jpg
moving_0012.jpg,-3.814438,0.043420,1.659091,0.000000,0.013636,0.607486,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0012.jpg
moving_0013.jpg,-3.772994,0.041078,1.668182,0.000000,0.027273,0.576738,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0013.jpg
moving_0014.jpg,-3.731551,0.038736,1.677273,0.000000,0.040909,0.545989,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0014.jpg
moving_0015.jpg,-3.690107,0.036394,1.686364,0.000000,0.054545,0.515240,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/images/moving_0015.jpg
