approach,reference_frame,camera_count,marker_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_mean_translation_error_cm,marker_median_translation_error_cm,marker_mean_rotation_error_deg,marker_median_rotation_error_deg,camera_eval_file,marker_eval_file
AP02_ref_marker_graph_ba,aruco_marker_14,4,15,38.58691009374223,13.590374064146733,3.6784164709274414,1.9696766294538377,33.12604586784957,11.513141506587479,4.165576266312778,2.8011594953925822,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_static_cameras_ref_aruco_vs_gt.csv,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_markers_ref_aruco_vs_gt.csv
