method,label,anchor_marker_id,parent_frame,child_frame,camera_id,status,estimate_status,quality_status,deployment_eligible,evaluation_status,source,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,qx,qy,qz,qw,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
ap01,baseline,14,evaluation_anchor_marker_14,cam_edge_0_optical_frame,cam_edge_0,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,0.5518703981078685,-1.7044568350969147,2.136524010207362,-1.9839126240266853,-0.01967103438615777,-0.04470277771832534,-0.8369684667776011,0.013328714088113718,-0.020456891665639222,0.5467061793908033,0.9988077219282754,5.63913805755373e-05,0.04881732721546123,0.5518703981078685,-0.04467924495835723,-0.4018693975933359,0.9146063373648363,-1.7044568350969147,0.019669765794241116,-0.9156969936054078,-0.40138773799858185,2.136524010207362,0.0,0.0,0.0,1.0
ap01,baseline,14,evaluation_anchor_marker_14,cam_edge_1_optical_frame,cam_edge_1,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,-4.04122274269833,0.5200153975040545,2.0704425863270215,-1.838227605207326,0.015107919056828057,-2.0064636833043163,-0.4235352512544405,0.6728523332759865,-0.5081863963536021,0.3311105783738093,-0.42196735166759913,-0.23342158082567663,0.8760467565897812,-4.04122274269833,-0.9064851472990494,0.12472895501195515,-0.4033948010421639,0.5200153975040545,-0.0151073443349348,-0.964342809060382,-0.2642247429002024,2.0704425863270215,0.0,0.0,0.0,1.0
ap01,baseline,14,evaluation_anchor_marker_14,cam_edge_3_optical_frame,cam_edge_3,available,available,gauge_identity,True,available,method_primary_result,-3.2829378919278396,-1.555908187147701,2.0763938067228787,-1.910687781041245,0.02098866223674759,-1.04712729884796,-0.7040667230998742,0.41345581850979124,-0.28120977360227123,0.5042473587381131,0.499950698741916,-0.2986023953889536,0.812948896484551,-3.2829378919278396,-0.865799537750106,-0.14957777469207034,0.47751193676166004,-1.555908187147701,-0.020987121269316955,-0.9425832052323804,-0.3333113288723919,2.0763938067228787,0.0,0.0,0.0,1.0
ap01,baseline,14,evaluation_anchor_marker_14,cam_edge_5_optical_frame,cam_edge_5,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,5.792655521388315,-0.045616450247205176,1.999345212465456,-1.9129737438253454,0.05906093642144975,1.9733352522687884,-0.46464833285908047,-0.6719962354586706,0.4939203618761379,0.29759983606312196,-0.3910725286929602,0.330502623541746,-0.8589704844368734,5.792655521388315,0.9184650984320519,0.08028920579084449,-0.38726671222256775,-0.045616450247205176,-0.059026606406731345,-0.9403837829660286,-0.334954027398696,1.999345212465456,0.0,0.0,0.0,1.0
