approach,reference_frame,camera_count,marker_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_mean_translation_error_cm,marker_median_translation_error_cm,marker_mean_rotation_error_deg,marker_median_rotation_error_deg,camera_eval_file,marker_eval_file
AP02_ref_marker_graph_ba,aruco_marker_14,4,15,22.67559072880056,18.32952727297474,3.478601532712795,3.281835759224636,16.318362034763208,10.654607742379495,4.431874002400729,3.9358853582631554,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_static_cameras_ref_aruco_vs_gt.csv,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_markers_ref_aruco_vs_gt.csv
