scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
yaw_0deg,yaw,checkerboard,true,valid,SB,SB,54,54,0.702422,0.242,0.086,,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_0deg_camera_1_SB.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_0deg_camera_2_SB.png
yaw_10deg,yaw,checkerboard,true,valid,SB,SB,54,54,0.707875,0.787,0.241,,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_10deg_camera_1_SB.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_10deg_camera_2_SB.png
yaw_20deg,yaw,checkerboard,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_20deg_camera_1_no_camera_info.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_20deg_camera_2_no_camera_info.png
yaw_30deg,yaw,checkerboard,false,failure,no_image,no_image,0,0,,,,camera_1:no_image;camera_2:no_image,,
yaw_35deg,yaw,checkerboard,false,failure,no_image,no_image,0,0,,,,camera_1:no_image;camera_2:no_image,,
yaw_40deg,yaw,checkerboard,true,pose_outlier,SB,SB,54,54,0.855708,15.571,4.984,,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_40deg_camera_1_SB.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_40deg_camera_2_SB.png
yaw_45deg,yaw,checkerboard,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_45deg_camera_1_no_camera_info.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_45deg_camera_2_no_camera_info.png
yaw_50deg,yaw,checkerboard,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_50deg_camera_1_no_camera_info.png,results/minimal_world/checkerboard/target_9x6_square0_12/res640x480/yaw/debug_images/yaw_50deg_camera_2_no_camera_info.png
