method,label,anchor_marker_id,camera,translation_error_cm,rotation_error_deg,delta_x_m,delta_y_m,delta_z_m,estimated_qx,estimated_qy,estimated_qz,estimated_qw,gt_qx,gt_qy,gt_qz,gt_qw,evaluation,estimated_x_m,estimated_y_m,estimated_z_m,estimated_roll_deg,estimated_pitch_deg,estimated_yaw_deg,estimated_rvec_x,estimated_rvec_y,estimated_rvec_z,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z
ap02,baseline,14,cam_edge_3,2.9146976413047527,0.15555747314679194,-0.026662540721575922,-0.003866579643892143,0.01112226227664559,-0.7018060019332579,0.4167879471999544,-0.2770881380882474,0.5069302777010785,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.254018370721576,-1.5670808462278507,2.065333157266382,-109.43127919650242,1.927829446105113,-60.04613221591023,-1.6921374711360373,1.0049251517258782,-0.668092350271792,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap02,baseline,14,cam_edge_5,6.026305339061419,0.09520469780852342,0.05989928590056692,-0.00015548995015146616,0.006609612351534899,-0.4617280944572672,-0.6716131647965493,0.5004471646433364,0.2920540344889442,-0.46183688025109443,-0.671792637927141,0.5005689618723925,0.2912594411805825,direct_anchor_relative_posthoc_gt_no_fit_no_scale,5.918758155900567,0.34826404319489634,2.1453711834682556,-109.22741202364362,4.005162846176265,113.8290975252532,-1.2305218801097222,-1.7898730966832623,1.3337095864966715,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_multi,baseline,14,cam_edge_0,1.3249123749119422,0.1676763535506477,0.001997751789927893,-0.012342136826613892,0.004384053655974274,-0.832728263064251,0.00023577789703802587,-0.014737619393944102,0.5534856699837659,-0.832710978683664,-0.0012210187857360443,-0.01487217722225805,0.5535067781314782,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.5898056817899279,-1.746897403516717,2.091712348096545,-112.76714821932003,-1.3914997616836897,-0.9575560780665668,-1.9681970931422403,0.0005572734734255485,-0.034833139377616416,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap03_multi,baseline,14,cam_edge_1,2.3330322836767965,0.13866092284871467,-0.017631420758798644,0.0077843582943347145,0.013146890569235126,-0.42961403574443674,0.6761056091625051,-0.5011540601695627,0.32734934477701055,-0.429334020960103,0.6756699764120603,-0.5012700320805006,0.32843680725456104,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.9917987407587985,0.4828708514625199,2.144689572091936,-106.46290816784276,0.6898475208767617,-114.61876581182258,-1.1251121931405224,1.7706466768510027,-1.31246769617665,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap03_multi,baseline,14,cam_edge_3,2.3102810861394234,0.1439023739850939,-0.01413083398152759,-0.01196898666063051,0.013813137188977365,-0.7023832985005454,0.41658412536751444,-0.27540860849851084,0.5072134332252952,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.2414866639815276,-1.575183253244589,2.068024032178714,-109.51066223070809,2.046428124364607,-59.89836669416442,-1.69332125833243,1.0043102631776006,-0.6639611911243639,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap03_multi,baseline,14,cam_edge_5,4.420129405141947,0.135366910312089,0.043893552076974984,0.0025776730003598813,-0.004523945599711698,-0.461124444353706,-0.6717490763888683,0.5007453539260998,0.292184044245427,-0.46183688025109443,-0.671792637927141,0.5005689618723925,0.2912594411805825,direct_anchor_relative_posthoc_gt_no_fit_no_scale,5.902752422076975,0.3509972061454077,2.134237625517009,-109.1810445990215,3.971664517906015,113.88849515379343,-1.2288330681431463,-1.7901186733186543,1.3344173295472566,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_single,baseline,14,cam_edge_0,1.6097648047869357,0.1676763535506477,0.002675467686628741,-0.01434940833453302,0.006787534587735955,-0.832728263064251,0.00023577789703808065,-0.014737619393943864,0.553485669983766,-0.832710978683664,-0.0012210187857360443,-0.01487217722225805,0.5535067781314782,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.5904833976866287,-1.7489046750246362,2.094115829028307,-112.76714821932002,-1.3914997616836633,-0.9575560780665648,-1.96819709314224,0.000557273473425678,-0.03483313937761584,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap03_single,baseline,14,cam_edge_1,2.840601035435477,0.13866092284345774,-0.0222181949228335,0.008339200782619238,0.015611244951311498,-0.4296140357444369,0.6761056091625052,-0.5011540601695625,0.32734934477701044,-0.429334020960103,0.6756699764120603,-0.5012700320805006,0.32843680725456104,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.9963855149228333,0.4834256939508044,2.1471539264740125,-106.46290816784278,0.6898475208767565,-114.61876581182258,-1.125112193140523,1.7706466768510032,-1.31246769617665,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap03_single,baseline,14,cam_edge_3,2.776281052985957,0.14390237398002845,-0.01785546246332048,-0.013778950117914635,0.01618939907426631,-0.7023832985005456,0.4165841253675146,-0.2754086084985106,0.507213433225295,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.2452112924633205,-1.5769932167018732,2.0704002940640027,-109.5106622307081,2.0464281243646254,-59.89836669416442,-1.6933212583324297,1.0043102631776009,-0.6639611911243632,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap03_single,baseline,14,cam_edge_5,5.080596010096173,0.135366910312089,0.05067610652538601,0.002980986148480025,-0.002071601021146119,-0.4611244443537058,-0.6717490763888683,0.5007453539260999,0.29218404424542715,-0.46183688025109443,-0.671792637927141,0.5005689618723925,0.2912594411805825,direct_anchor_relative_posthoc_gt_no_fit_no_scale,5.909534976525386,0.35140051929352784,2.1366899700955746,-109.18104459902149,3.971664517906,113.88849515379344,-1.2288330681431456,-1.7901186733186536,1.3344173295472566,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
