method,label,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,gt_baseline_m,estimated_baseline_m,baseline_error_cm,direction_error_deg,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,estimated_x_m,estimated_y_m,estimated_z_m,estimated_roll_deg,estimated_pitch_deg,estimated_yaw_deg,estimated_rvec_x,estimated_rvec_y,estimated_rvec_z
ap01,root_cam_edge_1,cam_edge_0-cam_edge_1,cam_edge_0,cam_edge_1,21.454707928424984,2.0668687047716827,5.069131069576644,5.16399871408221,9.486764450556606,2.155106138545532,-4.590674262084119,-0.980840402181151,1.913047758273379,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496476,1.862313170365479,0.6890226811483596,-4.75522944985817,-0.9014791585062352,1.800558503638016,113.4998345449001,58.38650368429072,135.08421219032923,0.07480492539122244,1.8312466124693603,0.6754215710092841
ap01,root_cam_edge_1,cam_edge_0-cam_edge_3,cam_edge_0,cam_edge_3,62.215539219229086,5.428449799559369,3.8191529186563216,3.6589413716933668,16.021154696295483,9.224234580174832,-3.8168022097504704,-0.10639583116101092,0.0814237977288359,21.205803742705083,50.53923196926396,36.24433498574047,0.05780068377927822,0.9425257326838136,0.42222897273299814,-3.590152832460655,-0.41026020593663315,0.5747531335181262,22.332247348849346,55.15325961769185,39.921683503203816,0.013275589640802504,1.023376908725982,0.44815473212237594
ap01,root_cam_edge_1,cam_edge_0-cam_edge_5,cam_edge_0,cam_edge_5,61.98379859065854,5.878319271962607,5.667927964501032,5.501427058980959,16.650090552007235,6.129081295342983,5.239989224744796,-0.7565583592593799,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751964,-1.890899029153531,-0.6597478523861178,5.265227082124056,-0.3511282160031153,1.555568203224067,116.2465172169771,-63.46674510361269,-137.243110997948,0.010815698448843043,-1.8089840250459297,-0.5971439038909246
ap01,root_cam_edge_1,cam_edge_1-cam_edge_3,cam_edge_1,cam_edge_3,76.08129864464152,7.420699693887835,2.1721826797050396,1.7610503653174636,41.1132314387576,18.83805064362952,1.5443865298310695,-0.3757221990345856,1.4805676849234315,5.145378882018553,-52.158716168945,-19.44098731392237,-0.07152290562849609,-0.9138098031455156,-0.2744476623486233,0.7932287909999999,-0.49600409899999987,1.4920008069999993,1.0154024480000037,-45.30523849299998,-17.180500416,-0.10185151776381185,-0.7870224589777037,-0.2770121724217131
ap01,root_cam_edge_1,cam_edge_1-cam_edge_5,cam_edge_1,cam_edge_5,85.6975733514944,7.936795837321797,9.833844654272019,10.038548476575496,20.470382230347717,4.800247040284783,-3.9715362540357777,-2.490397692472713,8.64461218335215,133.3021054862451,43.91477015093175,156.5275178587406,0.07074491249427346,2.174340618010422,0.7301083985994897,-3.307270374999999,-2.379451450999999,9.174564238999997,138.48445837000003,37.04857354899997,160.51157804600004,0.10126298989755532,2.3132439233287045,0.7277917700587071
ap01,root_cam_edge_1,cam_edge_3-cam_edge_5,cam_edge_3,cam_edge_5,51.308161971273535,1.6938328787163173,9.285515073252315,8.909727730117575,37.578734313473916,2.200691673206777,2.8983748134908347,-3.101877728211798,8.2582424386392,141.70501809791043,-7.866545909544565,176.3434827013253,-0.1596302220659384,-2.8589394874323952,-0.9996874983186066,3.0972296173214096,-2.8720542533211884,7.844853171882367,141.1672709797296,-8.195747778728226,177.99252335080058,-0.12166287204194445,-2.8431246935987162,-1.006148989697021
ap02,ap02_configured_defaults_nonbaseline,cam_edge_0-cam_edge_1,cam_edge_0,cam_edge_1,4.599881008731906,0.6102867414120772,5.069131069576644,5.108124229667464,3.899316009082021,0.2747506503898501,-4.590674262084119,-0.980840402181151,1.913047758273379,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496476,1.862313170365479,0.6890226811483596,-4.6362929211317585,-0.976646526707221,1.908895664265097,114.93107752213345,57.14388023632183,137.5771292192324,0.06659688091443415,1.8566255342906954,0.6978730483346905
ap02,ap02_configured_defaults_nonbaseline,cam_edge_0-cam_edge_3,cam_edge_0,cam_edge_3,4.5362622960205865,0.5743041182674435,3.8191529186563216,3.8468390504981698,2.7686131841848205,0.5371469687130869,-3.8168022097504704,-0.10639583116101092,0.0814237977288359,21.205803742705083,50.53923196926396,36.24433498574047,0.05780068377927822,0.9425257326838136,0.42222897273299814,-3.845376561918899,-0.0712822919668391,0.0785405139682982,21.865023328895003,50.163825222718536,36.642521464375854,0.06740988360498673,0.9394793228392669,0.4250933465193176
ap02,ap02_configured_defaults_nonbaseline,cam_edge_0-cam_edge_5,cam_edge_0,cam_edge_5,5.6699850818639925,0.6875020044147169,5.667927964501032,5.724250787126997,5.632282262596533,0.06566302254165397,5.239989224744796,-0.7565583592593799,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751964,-1.890899029153531,-0.6597478523861178,5.289571729019527,-0.7668859936940288,2.0492349475248908,120.24139457890492,-58.675727563991465,-144.15917739273965,0.0007967876098305831,-1.8898655395923374,-0.6721295248483653
ap02,ap02_configured_defaults_nonbaseline,cam_edge_1-cam_edge_3,cam_edge_1,cam_edge_3,2.00884820844063,0.09520069850930983,2.1721826797050396,2.189847725536088,1.7665045831048332,0.2512826015194782,1.5443865298310695,-0.3757221990345856,1.4805676849234315,5.145378882018553,-52.158716168945,-19.44098731392237,-0.07152290562849609,-0.9138098031455156,-0.2744476623486233,1.552164440073565,-0.3733649204541836,1.4989387072795655,5.25254171145594,-52.091227733796565,-19.512162223274725,-0.07014980745949954,-0.9128797695907432,-0.2748602524240431
ap02,ap02_configured_defaults_nonbaseline,cam_edge_1-cam_edge_5,cam_edge_1,cam_edge_5,9.553099289114096,0.08572913908967753,9.833844654272019,9.929072647974667,9.522799370264856,0.04408287019217419,-3.9715362540357777,-2.490397692472713,8.64461218335215,133.3021054862451,43.91477015093175,156.5275178587406,0.07074491249427346,2.174340618010422,0.7301083985994897,-4.0163198269257805,-2.516860995146908,8.724738931779545,133.27132309428288,43.9780754709131,156.5595474991451,0.06924980781904126,2.1734287858435977,0.7304141839222162
ap02,ap02_configured_defaults_nonbaseline,cam_edge_3-cam_edge_5,cam_edge_3,cam_edge_5,8.595729679994342,0.1462220840861046,9.285515073252315,9.370954131700056,8.54390584477418,0.05788863527416761,2.8983748134908347,-3.101877728211798,8.2582424386392,141.70501809791043,-7.866545909544565,176.3434827013253,-0.1596302220659384,-2.8589394874323952,-0.9996874983186066,2.916137296722007,-3.1301959756424598,8.337433523522991,141.69493691138766,-7.740953138716309,176.41906473223597,-0.15675459651652315,-2.86062683010435,-1.000303708213913
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_1,cam_edge_0,cam_edge_1,2.828185139809329,0.043639584931631885,5.069131069576644,5.097355450357321,2.8224380780677016,0.020312085752938264,-4.590674262084119,-0.980840402181151,1.913047758273379,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496476,1.862313170365479,0.6890226811483596,-4.615585005422403,-0.9860800884013364,1.9253710562553294,115.95388452449602,57.48193517494009,138.48103613234477,0.05943506191555271,1.8624417575127516,0.6881884653967956
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_3,cam_edge_0,cam_edge_3,1.9036658756479838,0.060121609502394924,3.8191529186563216,3.8377484497710608,1.8595531114739217,0.06097653729607091,-3.8168022097504704,-0.10639583116101092,0.0814237977288359,21.205803742705083,50.53923196926396,36.24433498574047,0.05780068377927822,0.9425257326838136,0.42222897273299814,-3.835479939983948,-0.10659158658610701,0.07774977408307016,21.146495783941962,50.496541990146,36.179321380821044,0.05766201799830057,0.9415487240912815,0.42187077162372777
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_5,cam_edge_0,cam_edge_5,3.9103808124070993,0.0719679669124199,5.667927964501032,5.706609599493853,3.86816349928214,0.05773190234636289,5.239989224744796,-0.7565583592593799,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751964,-1.890899029153531,-0.6597478523861178,5.274258341833901,-0.7669377290510543,2.0394603659764803,121.08529226024106,-59.12517907604547,-144.81770052380915,-0.005682454332400843,-1.891439767475689,-0.6609847261516113
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_1-cam_edge_3,cam_edge_1,cam_edge_3,1.7762741797685837,0.06362824417064243,2.1721826797050396,2.1899242772944905,1.774159758945082,0.022761262349391246,1.5443865298310695,-0.3757221990345856,1.4805676849234315,5.145378882018553,-52.158716168945,-19.44098731392237,-0.07152290562849609,-0.9138098031455156,-0.2744476623486233,1.5573591087079062,-0.3793847897636924,1.4921354255241956,5.133985020746171,-52.220973215370535,-19.420858018988756,-0.07174398496119352,-0.9148580692793932,-0.2741063899321925
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_1-cam_edge_5,cam_edge_1,cam_edge_5,5.928415781256148,0.0985228953651897,9.833844654272019,9.89292884728906,5.908419301704093,0.028261362269900774,-3.9715362540357777,-2.490397692472713,8.64461218335215,133.3021054862451,43.91477015093175,156.5275178587406,0.07074491249427346,2.174340618010422,0.7301083985994897,-3.998725403440049,-2.5080792621439043,8.694238019528276,133.30704695003206,43.98923940784725,156.5953558611633,0.06878856233620322,2.1736347654327246,0.7299890502160336
ap03_multi,ap03_configured_defaults_nonbaseline,cam_edge_3-cam_edge_5,cam_edge_3,cam_edge_5,5.653558801406173,0.05459639645827895,9.285515073252315,9.341932189725677,5.641711647336223,0.022503839149480547,2.8983748134908347,-3.101877728211798,8.2582424386392,141.70501809791043,-7.866545909544565,176.3434827013253,-0.1596302220659384,-2.8589394874323952,-0.9996874983186066,2.915915943931183,-3.1241660864824605,8.307148578750326,141.66314613355223,-7.860481449067557,176.38419057096968,-0.15861809839696703,-2.8585595741004033,-1.0006431981531019
ap03_single,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_1,cam_edge_0,cam_edge_1,3.5051174547081927,0.04363958498174209,5.069131069576644,5.1041358273875925,3.5004757810948917,0.020312085752938264,-4.590674262084119,-0.980840402181151,1.913047758273379,115.90214977992046,57.450670973219815,138.4497834938831,0.05973524746496476,1.862313170365479,0.6890226811483596,-4.621724543238987,-0.9873917479170446,1.9279321375477205,115.95388452449602,57.48193517494009,138.48103613234477,0.05943506191555246,1.8624417575127519,0.6881884653967956
ap03_single,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_3,cam_edge_0,cam_edge_3,2.4048536501544966,0.06012160953876768,3.8191529186563216,3.8428533285047903,2.3700409848468773,0.06097653729009378,-3.8168022097504704,-0.10639583116101092,0.0814237977288359,21.205803742705083,50.53923196926396,36.24433498574047,0.05780068377927822,0.9425257326838136,0.42222897273299814,-3.840581801201673,-0.10673337209672074,0.07785319492303966,21.146495783941962,50.496541990145985,36.179321380821044,0.057662017998300466,0.9415487240912813,0.42187077162372766
ap03_single,ap03_configured_defaults_nonbaseline,cam_edge_0-cam_edge_5,cam_edge_0,cam_edge_5,4.662638844613074,0.07196796693267696,5.667927964501032,5.714200391430175,4.627242692914368,0.05773190235267594,5.239989224744796,-0.7565583592593799,2.023744001687466,121.10918727720495,-59.18839253897587,-144.80607014753681,-0.005927455730751964,-1.890899029153531,-0.6597478523861178,5.281274030745724,-0.7679578907824363,2.042173206066658,121.08529226024106,-59.125179076045455,-144.81770052380915,-0.005682454332400965,-1.891439767475689,-0.6609847261516114
