camera,physical_camera,source_topic,source_frame_index,timestamp_ns,selected_order,width,height,sharpness,marker_ids,saved_image,debug_image
cam_edge_0,center_left,/edge_5/camera/color/image_raw/compressed,105,1783681585742912752,0,1280,720,138.28937065255906,15 16 19,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_0/frame_0105_t1783681585742912752.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_0/frame_0105_t1783681585742912752.png
cam_edge_0,center_left,/edge_5/camera/color/image_raw/compressed,109,1783681586011833770,1,1280,720,138.5251562294854,15 16 19,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_0/frame_0109_t1783681586011833770.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_0/frame_0109_t1783681586011833770.png
cam_edge_1,front_right,/edge_1/camera/color/image_raw/compressed,2,1783681579478920222,0,1280,720,429.1292249565783,0 2 3 4 6 20,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_1/frame_0002_t1783681579478920222.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_1/frame_0002_t1783681579478920222.png
cam_edge_1,front_right,/edge_1/camera/color/image_raw/compressed,31,1783681581414873767,1,1280,720,430.0826030240929,2 3 4 6 10 20,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_1/frame_0031_t1783681581414873767.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_1/frame_0031_t1783681581414873767.png
cam_edge_1,front_right,/edge_1/camera/color/image_raw/compressed,107,1783681586618730593,2,1280,720,429.58061371693066,2 3 4 6 10 20,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_1/frame_0107_t1783681586618730593.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_1/frame_0107_t1783681586618730593.png
cam_edge_3,front_left,/edge_3/camera/color/image_raw/compressed,70,1783681585182275950,0,1280,720,409.37557295030996,2 3 15 16 19,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_3/frame_0070_t1783681585182275950.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_3/frame_0070_t1783681585182275950.png
cam_edge_3,front_left,/edge_3/camera/color/image_raw/compressed,64,1783681584782037712,1,1280,720,408.54710336744034,2 3 15 16 19,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_3/frame_0064_t1783681584782037712.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_3/frame_0064_t1783681584782037712.png
cam_edge_5,back_right,/edge_0/camera/color/image_raw/compressed,40,1783681581649332236,0,1280,720,331.6514268380331,5 7 8 9 10 12 17,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_5/frame_0040_t1783681581649332236.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_5/frame_0040_t1783681581649332236.png
cam_edge_5,back_right,/edge_0/camera/color/image_raw/compressed,14,1783681579904158756,1,1280,720,331.50799910886775,5 7 8 9 10 12 17,/home/maxim/camera-rig-calibration/data_local/real_vehicle_2026_07_10/datasets/real_05x_4k_3hz_v1/raw_images/static_multi/cam_edge_5/frame_0014_t1783681579904158756.png,/home/maxim/camera-rig-calibration/results/real_vehicle_data/real_05x_4k_3hz_v1/01_aruco_multi_static/debug_images/static_multi/cam_edge_5/frame_0014_t1783681579904158756.png
