camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.081933221143421
cam_edge_0,cam_edge_3,4.07873638167332
cam_edge_0,cam_edge_5,6.381709483998531
cam_edge_1,cam_edge_3,2.1007783818878965
cam_edge_1,cam_edge_5,11.170299739924795
cam_edge_3,cam_edge_5,10.253835690716055
