method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP02__combined_nfev_60__ref_marker_7,6,2,cam_edge_1,1.0047730128653305
AP02__combined_nfev_60__ref_marker_7,6,3,cam_edge_1,1.5992654317207369
AP02__combined_nfev_60__ref_marker_7,6,0,cam_edge_3,5.32285815169666
AP02__combined_nfev_60__ref_marker_7,6,1,cam_edge_3,3.2306999431014125
AP02__combined_nfev_60__ref_marker_7,6,2,cam_edge_3,2.8820604795745166
AP02__combined_nfev_60__ref_marker_7,6,3,cam_edge_3,4.392070341825192
AP02__combined_nfev_60__ref_marker_7,7,0,cam_edge_0,11.033841677771909
AP02__combined_nfev_60__ref_marker_7,7,1,cam_edge_0,14.337349305537556
AP02__combined_nfev_60__ref_marker_7,7,2,cam_edge_0,20.964244003234274
AP02__combined_nfev_60__ref_marker_7,7,3,cam_edge_0,12.885654913192644
AP02__combined_nfev_60__ref_marker_7,7,0,cam_edge_1,2.1851398407756113
AP02__combined_nfev_60__ref_marker_7,7,1,cam_edge_1,1.537349626861421
AP02__combined_nfev_60__ref_marker_7,7,2,cam_edge_1,1.7649790486863182
AP02__combined_nfev_60__ref_marker_7,7,3,cam_edge_1,1.5905716625470157
AP02__combined_nfev_60__ref_marker_7,7,0,cam_edge_3,3.661257456722417
AP02__combined_nfev_60__ref_marker_7,7,1,cam_edge_3,4.438138116484103
AP02__combined_nfev_60__ref_marker_7,7,2,cam_edge_3,2.732298033550971
AP02__combined_nfev_60__ref_marker_7,7,3,cam_edge_3,3.2715110103919756
AP02__combined_nfev_60__ref_marker_7,8,0,cam_edge_1,2.6716840082919697
AP02__combined_nfev_60__ref_marker_7,8,1,cam_edge_1,4.32973721385526
AP02__combined_nfev_60__ref_marker_7,8,2,cam_edge_1,4.028020362950152
AP02__combined_nfev_60__ref_marker_7,8,3,cam_edge_1,3.335314087466273
AP02__combined_nfev_60__ref_marker_7,8,0,cam_edge_3,3.6974439019455607
AP02__combined_nfev_60__ref_marker_7,8,1,cam_edge_3,5.188757464500231
AP02__combined_nfev_60__ref_marker_7,8,2,cam_edge_3,4.776510589158653
AP02__combined_nfev_60__ref_marker_7,8,3,cam_edge_3,3.204608692958262
AP02__combined_nfev_60__ref_marker_7,9,0,cam_edge_5,14.7401079311
AP02__combined_nfev_60__ref_marker_7,9,1,cam_edge_5,22.076855908353412
AP02__combined_nfev_60__ref_marker_7,9,2,cam_edge_5,26.985823403400698
AP02__combined_nfev_60__ref_marker_7,9,3,cam_edge_5,22.776664235537407
AP02__combined_nfev_60__ref_marker_7,10,0,cam_edge_5,72.80860009196643
AP02__combined_nfev_60__ref_marker_7,10,1,cam_edge_5,65.45345970133671
AP02__combined_nfev_60__ref_marker_7,10,2,cam_edge_5,51.00294171482481
AP02__combined_nfev_60__ref_marker_7,10,3,cam_edge_5,59.29612730097027
AP02__combined_nfev_60__ref_marker_7,14,0,cam_edge_1,9.596063496475915
AP02__combined_nfev_60__ref_marker_7,14,1,cam_edge_1,7.439961125707089
AP02__combined_nfev_60__ref_marker_7,14,2,cam_edge_1,4.9869137573467075
AP02__combined_nfev_60__ref_marker_7,14,3,cam_edge_1,6.515610784303452
AP02__combined_nfev_60__ref_marker_7,14,0,cam_edge_3,3.5013134044988328
AP02__combined_nfev_60__ref_marker_7,14,1,cam_edge_3,3.3093767884043253
AP02__combined_nfev_60__ref_marker_7,14,2,cam_edge_3,4.397906975813663
AP02__combined_nfev_60__ref_marker_7,14,3,cam_edge_3,4.560513829061924
AP02__combined_nfev_60__ref_marker_7,16,0,cam_edge_5,110.92268734228894
AP02__combined_nfev_60__ref_marker_7,16,1,cam_edge_5,111.76780122325009
AP02__combined_nfev_60__ref_marker_7,16,2,cam_edge_5,106.37315881320811
AP02__combined_nfev_60__ref_marker_7,16,3,cam_edge_5,105.39770089993901
AP02__combined_nfev_60__ref_marker_7,19,0,cam_edge_3,0.6038842292712493
AP02__combined_nfev_60__ref_marker_7,19,1,cam_edge_3,0.8161318252679751
AP02__combined_nfev_60__ref_marker_7,19,2,cam_edge_3,1.4118765394210622
AP02__combined_nfev_60__ref_marker_7,19,3,cam_edge_3,1.4472268214935076
AP02__combined_nfev_60__ref_marker_7,20,0,cam_edge_3,2.8783563366513665
AP02__combined_nfev_60__ref_marker_7,20,1,cam_edge_3,3.8408236054467637
AP02__combined_nfev_60__ref_marker_7,20,2,cam_edge_3,3.7458112678803905
AP02__combined_nfev_60__ref_marker_7,20,3,cam_edge_3,3.3507686508463554
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,0,0,cam_edge_5,2.0315668980795265
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,0,1,cam_edge_5,0.6251307282926555
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,0,2,cam_edge_5,0.3472528566128554
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,0,3,cam_edge_5,1.1062338900083684
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,1,0,cam_edge_3,1.1161859898940238
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,1,1,cam_edge_3,1.4121306101839268
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,1,2,cam_edge_3,2.127909696734372
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,1,3,cam_edge_3,1.716441672228439
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,0,cam_edge_1,0.2526204000171729
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,1,cam_edge_1,0.3194394518866676
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,2,cam_edge_1,0.558918207176008
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,3,cam_edge_1,0.7787403455097982
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,0,cam_edge_3,1.3103678749788634
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,1,cam_edge_3,0.27709612876678824
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,2,cam_edge_3,2.6341635603576816
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,2,3,cam_edge_3,1.4883254015068004
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,3,0,cam_edge_0,0.33210065713256903
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,3,1,cam_edge_0,0.7844890515145851
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,3,2,cam_edge_0,0.5812461557722861
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,3,3,cam_edge_0,0.3572114496116605
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,4,0,cam_edge_0,0.6642933245340837
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,4,1,cam_edge_0,2.1668612992922114
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,4,2,cam_edge_0,2.670342619460391
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,4,3,cam_edge_0,1.5080265941342281
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,0,cam_edge_1,0.05460648646422371
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,1,cam_edge_1,0.6491690603447806
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,2,cam_edge_1,0.5679288803526521
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,3,cam_edge_1,0.2203433379047524
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,0,cam_edge_3,0.587730955649965
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,1,cam_edge_3,0.20480422808954885
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,2,cam_edge_3,1.0246317696397431
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,5,3,cam_edge_3,0.24774880664640747
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,0,cam_edge_1,0.17993650637970812
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,1,cam_edge_1,0.7774974333577771
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,2,cam_edge_1,1.0424676131338642
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,3,cam_edge_1,0.4130090280074864
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,0,cam_edge_3,0.49088763497851945
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,1,cam_edge_3,0.20381270689380374
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,2,cam_edge_3,0.5362095526486902
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,6,3,cam_edge_3,0.40253556108454897
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,0,cam_edge_0,0.2290081012471682
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,1,cam_edge_0,1.725819423168611
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,2,cam_edge_0,1.4585374434990126
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,3,cam_edge_0,1.9155342824827577
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,0,cam_edge_1,0.7610843265648632
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,1,cam_edge_1,0.41618700902468
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,2,cam_edge_1,0.630913224966219
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,3,cam_edge_1,0.8089684092979309
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,0,cam_edge_3,0.5397017317069684
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,1,cam_edge_3,0.4600930546781369
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,2,cam_edge_3,0.5030777611026185
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,7,3,cam_edge_3,0.058914832739384394
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,0,cam_edge_1,0.4316055761460036
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,1,cam_edge_1,0.7437947448121722
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,2,cam_edge_1,0.4501094142860082
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,3,cam_edge_1,0.8963152688006754
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,0,cam_edge_3,0.3429564477515957
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,1,cam_edge_3,0.5592065261176676
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,2,cam_edge_3,1.05167241739692
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,8,3,cam_edge_3,0.44523084579767336
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,9,0,cam_edge_5,0.7609418398765629
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,9,1,cam_edge_5,0.5185061407176962
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,9,2,cam_edge_5,0.22611969496029982
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,9,3,cam_edge_5,0.06835961152746382
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,10,0,cam_edge_5,0.31836785371700455
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,10,1,cam_edge_5,0.9446035553845045
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,10,2,cam_edge_5,0.6470018224189512
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,10,3,cam_edge_5,0.451146037093281
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,11,0,cam_edge_5,0.5191855078007194
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,11,1,cam_edge_5,0.3491862349799277
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,11,2,cam_edge_5,0.5136429913134469
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,11,3,cam_edge_5,0.15803879936538498
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,12,0,cam_edge_5,1849.5415741287509
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,12,1,cam_edge_5,1724.9495234061021
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,12,2,cam_edge_5,1653.9992430106204
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,12,3,cam_edge_5,1769.9662571185656
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,13,0,cam_edge_5,0.46340090974877385
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,13,1,cam_edge_5,0.15715377273973502
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,13,2,cam_edge_5,0.5089685231929931
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,13,3,cam_edge_5,1.3308492288764289
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,0,cam_edge_1,0.5169836096295791
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,1,cam_edge_1,0.6584311933059845
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,2,cam_edge_1,0.787385617566636
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,3,cam_edge_1,0.6264288534182699
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,0,cam_edge_3,0.07726394297150327
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,1,cam_edge_3,0.19889590362555282
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,2,cam_edge_3,0.8839457791893134
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,14,3,cam_edge_3,0.18373269952549157
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,19,0,cam_edge_3,0.5271139742341813
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,19,1,cam_edge_3,0.21373612845399723
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,19,2,cam_edge_3,0.7218893013837709
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,19,3,cam_edge_3,1.1476677820530865
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,20,0,cam_edge_3,0.5339802326309742
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,20,1,cam_edge_3,0.7217365349757928
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,20,2,cam_edge_3,0.38925962881405435
AP03_MULTI__multi_markers_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-17-18-19-20__single_marker_0,20,3,cam_edge_3,1.061770291910559
