residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.038809446999948705,1195768.172912949,547.7464022983855,195.4231994844387,5944.229069212389,
2,solver_residual_call,,,0.07367281500046374,1195768.172912949,547.7464022983855,195.4231994844387,5944.229069212389,0.0
3,solver_residual_call,,,0.10867404300006456,1195768.1729130037,547.7464022983855,195.42319948447454,5944.229069212389,3.329112141514656e-08
4,solver_residual_call,,,0.13799001599909388,1195768.172912945,547.7464022983855,195.42319948441443,5944.229069212389,3.6473872429494804e-08
5,solver_residual_call,,,0.169756037001207,1195768.1729129662,547.7464022983855,195.4231994845391,5944.229069212389,3.318301089677339e-08
6,solver_residual_call,,,0.20266787700165878,1195768.1729129662,547.7464022983855,195.42319948443534,5944.229069212389,4.3655638306513676e-08
7,solver_residual_call,,,0.23528605600222363,1195768.172912974,547.7464022983855,195.42319948446908,5944.229069212389,3.533824774410617e-08
8,solver_residual_call,,,0.26970088400048553,1195768.1729129488,547.7464022983855,195.4231994844671,5944.229069212389,3.038483390426031e-08
9,solver_residual_call,,,0.29960717400172143,1195768.1729129502,547.7464022983855,195.42319948443983,5944.229069212389,5.062890443665848e-08
10,solver_residual_call,,,0.3309802240000863,1195768.172912955,547.7464022983855,195.42319948445743,5944.229069212389,4.56523498071772e-08
11,solver_residual_call,,,0.3603804010017484,1195768.1729129613,547.7464022983855,195.4231994844708,5944.229069212389,2.1073424255447017e-08
12,solver_residual_call,,,0.3901271499998984,1195768.1729129534,547.7464022983855,195.42319948444862,5944.229069212389,2.1073424255447017e-08
13,solver_residual_call,,,0.4196011029998772,1195768.172912944,547.7464022983855,195.42319948443145,5944.229069212389,3.015565682888852e-08
14,solver_residual_call,,,0.45229532400117023,1195768.1729129273,547.7464022983855,195.4231994843944,5944.229069212389,9.105642873211657e-08
15,solver_residual_call,,,0.4846148799988441,1195768.1728231004,547.7464022839926,195.4231994995857,5944.229069212389,9.771024230282178e-08
16,solver_residual_call,,,0.516833116998896,1195768.1728744532,547.746402297167,195.42319947935275,5944.229069212389,4.6533663902714657e-08
