frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,-4.5,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0000.png,True
1,0,-4.36,0.0,2.2,0.0,0.32,-0.04000000000000001,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0001.png,True
2,0,-4.22,0.0,2.2,0.0,0.33999999999999997,-0.08000000000000002,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0002.png,True
3,0,-4.08,0.0,2.2,0.0,0.36,-0.12,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0003.png,True
4,0,-3.94,0.0,2.2,0.0,0.38,-0.16000000000000003,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0004.png,True
5,0,-3.8,0.0,2.2,0.0,0.4,-0.2,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0005.png,True
6,0,-3.66,0.0,2.2,0.0,0.42,-0.24,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0006.png,True
7,0,-3.52,0.0,2.2,0.0,0.43999999999999995,-0.27999999999999997,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0007.png,True
8,0,-3.38,0.0,2.2,0.0,0.46,-0.32000000000000006,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0008.png,True
9,0,-3.24,0.0,2.2,0.0,0.48,-0.36000000000000004,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0009.png,True
10,1,-3.1,0.0,2.2,0.0,0.5,-0.4,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0010.png,True
11,1,-3.0483870967741935,0.0,2.2,0.0,0.5064516129032258,-0.5,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0011.png,True
12,1,-2.9967741935483874,0.0,2.2,0.0,0.5129032258064516,-0.6000000000000001,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0012.png,True
13,1,-2.945161290322581,0.0,2.2,0.0,0.5193548387096774,-0.7,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0013.png,True
14,1,-2.893548387096774,0.0,2.2,0.0,0.5258064516129032,-0.8,results/bus_real_data/ablation/moving_cam/res/00_captures/res_320x180_extreme/images/frame_0014.png,True
