marker_id,frame_id,quality_rank,selection_score,selected,registered_observations_for_marker,selected_observations_for_marker,top_moving_per_marker,tie_breaker
0,41,48,0.49293742183555384,False,68,8,8,stable ascending moving-frame number
0,24,49,0.4864786376939024,False,68,8,8,stable ascending moving-frame number
0,21,50,0.48469335092274324,False,68,8,8,stable ascending moving-frame number
0,25,51,0.4804172781436211,False,68,8,8,stable ascending moving-frame number
0,55,52,0.4785324643847423,False,68,8,8,stable ascending moving-frame number
0,22,53,0.4748341869379633,False,68,8,8,stable ascending moving-frame number
0,10,54,0.4733775221547238,False,68,8,8,stable ascending moving-frame number
0,39,55,0.4669531487117457,False,68,8,8,stable ascending moving-frame number
0,35,56,0.45174776017433926,False,68,8,8,stable ascending moving-frame number
0,18,57,0.445539752180923,False,68,8,8,stable ascending moving-frame number
0,1,58,0.4379099971859484,False,68,8,8,stable ascending moving-frame number
0,11,59,0.41468212233733637,False,68,8,8,stable ascending moving-frame number
0,17,60,0.4134411059209347,False,68,8,8,stable ascending moving-frame number
0,9,61,0.4117213907025061,False,68,8,8,stable ascending moving-frame number
0,0,62,0.4034374161969537,False,68,8,8,stable ascending moving-frame number
0,8,63,0.3893692381393637,False,68,8,8,stable ascending moving-frame number
0,2,64,0.36035049054079565,False,68,8,8,stable ascending moving-frame number
0,3,65,0.3574219569373057,False,68,8,8,stable ascending moving-frame number
0,6,66,0.348690048013661,False,68,8,8,stable ascending moving-frame number
0,7,67,0.34742799011430103,False,68,8,8,stable ascending moving-frame number
0,4,68,0.3459293702583346,False,68,8,8,stable ascending moving-frame number
1,90,1,0.8402678806322286,True,17,8,8,stable ascending moving-frame number
1,86,2,0.8154274827853262,True,17,8,8,stable ascending moving-frame number
1,96,3,0.8042839990041327,True,17,8,8,stable ascending moving-frame number
1,97,4,0.7988040742060196,True,17,8,8,stable ascending moving-frame number
1,98,5,0.783160479737513,True,17,8,8,stable ascending moving-frame number
1,93,6,0.7732381256493872,True,17,8,8,stable ascending moving-frame number
1,94,7,0.7687322982320232,True,17,8,8,stable ascending moving-frame number
1,109,8,0.7601180519793007,True,17,8,8,stable ascending moving-frame number
1,95,9,0.7529115737540834,False,17,8,8,stable ascending moving-frame number
1,87,10,0.7509227850973842,False,17,8,8,stable ascending moving-frame number
1,99,11,0.7464409174706053,False,17,8,8,stable ascending moving-frame number
1,85,12,0.7452959318935037,False,17,8,8,stable ascending moving-frame number
1,108,13,0.7322576053554747,False,17,8,8,stable ascending moving-frame number
1,106,14,0.7302631851382216,False,17,8,8,stable ascending moving-frame number
1,107,15,0.7177669022014442,False,17,8,8,stable ascending moving-frame number
1,101,16,0.7108680979689779,False,17,8,8,stable ascending moving-frame number
1,100,17,0.6980099753831147,False,17,8,8,stable ascending moving-frame number
2,114,1,0.7395579729945726,True,12,8,8,stable ascending moving-frame number
2,113,2,0.7311807747093326,True,12,8,8,stable ascending moving-frame number
2,105,3,0.7260719552085507,True,12,8,8,stable ascending moving-frame number
2,112,4,0.7068572728433047,True,12,8,8,stable ascending moving-frame number
2,110,5,0.7056360901115392,True,12,8,8,stable ascending moving-frame number
2,103,6,0.7032468635471628,True,12,8,8,stable ascending moving-frame number
2,106,7,0.7011382043424006,True,12,8,8,stable ascending moving-frame number
2,109,8,0.6908607589404878,True,12,8,8,stable ascending moving-frame number
2,111,9,0.6809307857426453,False,12,8,8,stable ascending moving-frame number
2,104,10,0.6747891990765049,False,12,8,8,stable ascending moving-frame number
2,107,11,0.6715668996086698,False,12,8,8,stable ascending moving-frame number
2,108,12,0.6698833245650005,False,12,8,8,stable ascending moving-frame number
3,46,1,0.6929123881254521,True,21,8,8,stable ascending moving-frame number
3,120,2,0.667507968118791,True,21,8,8,stable ascending moving-frame number
3,48,3,0.6654726861201579,True,21,8,8,stable ascending moving-frame number
3,47,4,0.6634399834176149,True,21,8,8,stable ascending moving-frame number
3,45,5,0.6619183549397597,True,21,8,8,stable ascending moving-frame number
3,52,6,0.6446391505934016,True,21,8,8,stable ascending moving-frame number
3,51,7,0.6327874426254027,True,21,8,8,stable ascending moving-frame number
3,121,8,0.6309081618645895,True,21,8,8,stable ascending moving-frame number
3,49,9,0.6248947406785198,False,21,8,8,stable ascending moving-frame number
3,116,10,0.6050851742920349,False,21,8,8,stable ascending moving-frame number
3,122,11,0.5982335364563239,False,21,8,8,stable ascending moving-frame number
3,53,12,0.594756416644709,False,21,8,8,stable ascending moving-frame number
3,44,13,0.5905015600400803,False,21,8,8,stable ascending moving-frame number
3,118,14,0.5805580186414638,False,21,8,8,stable ascending moving-frame number
3,113,15,0.577038817384988,False,21,8,8,stable ascending moving-frame number
3,123,16,0.5556021834292887,False,21,8,8,stable ascending moving-frame number
3,41,17,0.5534227320417597,False,21,8,8,stable ascending moving-frame number
3,115,18,0.5507641089121635,False,21,8,8,stable ascending moving-frame number
3,124,19,0.5390669084949691,False,21,8,8,stable ascending moving-frame number
3,42,20,0.5334731424923472,False,21,8,8,stable ascending moving-frame number
3,40,21,0.5129361615009497,False,21,8,8,stable ascending moving-frame number
4,133,1,0.8332463757155124,True,29,8,8,stable ascending moving-frame number
4,134,2,0.8144123112427175,True,29,8,8,stable ascending moving-frame number
4,37,3,0.8035306317146442,True,29,8,8,stable ascending moving-frame number
4,132,4,0.8007769991275363,True,29,8,8,stable ascending moving-frame number
4,129,5,0.7994579710535685,True,29,8,8,stable ascending moving-frame number
4,130,6,0.796533816151709,True,29,8,8,stable ascending moving-frame number
4,131,7,0.795174032872982,True,29,8,8,stable ascending moving-frame number
4,128,8,0.7688306268934848,True,29,8,8,stable ascending moving-frame number
4,39,9,0.7679892567138015,False,29,8,8,stable ascending moving-frame number
4,38,10,0.7672690791258377,False,29,8,8,stable ascending moving-frame number
4,36,11,0.76138520801475,False,29,8,8,stable ascending moving-frame number
4,41,12,0.7585109876288035,False,29,8,8,stable ascending moving-frame number
4,42,13,0.7526014596394529,False,29,8,8,stable ascending moving-frame number
4,40,14,0.7440355303436316,False,29,8,8,stable ascending moving-frame number
4,34,15,0.7087088007126349,False,29,8,8,stable ascending moving-frame number
4,127,16,0.6986347609779848,False,29,8,8,stable ascending moving-frame number
4,33,17,0.6667644084909793,False,29,8,8,stable ascending moving-frame number
4,32,18,0.6482057510374447,False,29,8,8,stable ascending moving-frame number
4,126,19,0.6225497907997074,False,29,8,8,stable ascending moving-frame number
4,30,20,0.5985521158553717,False,29,8,8,stable ascending moving-frame number
4,125,21,0.5940231491256748,False,29,8,8,stable ascending moving-frame number
4,124,22,0.5626607736722495,False,29,8,8,stable ascending moving-frame number
4,27,23,0.5428798873556063,False,29,8,8,stable ascending moving-frame number
4,28,24,0.5413182710482188,False,29,8,8,stable ascending moving-frame number
4,29,25,0.5370655007283953,False,29,8,8,stable ascending moving-frame number
4,26,26,0.5311815710253395,False,29,8,8,stable ascending moving-frame number
4,123,27,0.5303721431246491,False,29,8,8,stable ascending moving-frame number
4,25,28,0.5048290595177198,False,29,8,8,stable ascending moving-frame number
4,111,29,0.4336314035523885,False,29,8,8,stable ascending moving-frame number
5,147,1,0.737542086381975,True,24,8,8,stable ascending moving-frame number
5,146,2,0.7319531053869062,True,24,8,8,stable ascending moving-frame number
5,145,3,0.7226654922901969,True,24,8,8,stable ascending moving-frame number
5,141,4,0.7210626223886535,True,24,8,8,stable ascending moving-frame number
5,148,5,0.7210395204891739,True,24,8,8,stable ascending moving-frame number
5,140,6,0.7157694328803013,True,24,8,8,stable ascending moving-frame number
5,143,7,0.7044225869123842,True,24,8,8,stable ascending moving-frame number
5,142,8,0.7021910532026217,True,24,8,8,stable ascending moving-frame number
5,144,9,0.6971282887748101,False,24,8,8,stable ascending moving-frame number
5,138,10,0.6875864812982677,False,24,8,8,stable ascending moving-frame number
5,139,11,0.6788478242692724,False,24,8,8,stable ascending moving-frame number
5,137,12,0.6746504088231691,False,24,8,8,stable ascending moving-frame number
5,109,13,0.5817697209702883,False,24,8,8,stable ascending moving-frame number
5,108,14,0.559045381765361,False,24,8,8,stable ascending moving-frame number
5,106,15,0.5551009468350443,False,24,8,8,stable ascending moving-frame number
5,105,16,0.5537444927110382,False,24,8,8,stable ascending moving-frame number
5,107,17,0.5417084812885615,False,24,8,8,stable ascending moving-frame number
5,112,18,0.5352412821343274,False,24,8,8,stable ascending moving-frame number
5,110,19,0.5338293318869017,False,24,8,8,stable ascending moving-frame number
5,114,20,0.5260241287505495,False,24,8,8,stable ascending moving-frame number
5,113,21,0.5204226993625708,False,24,8,8,stable ascending moving-frame number
5,111,22,0.5190288065826667,False,24,8,8,stable ascending moving-frame number
5,115,23,0.5170294390913485,False,24,8,8,stable ascending moving-frame number
5,104,24,0.46616797067289,False,24,8,8,stable ascending moving-frame number
6,140,1,0.7700336002850912,True,23,8,8,stable ascending moving-frame number
6,139,2,0.7507648162507005,True,23,8,8,stable ascending moving-frame number
6,138,3,0.745816665893895,True,23,8,8,stable ascending moving-frame number
6,141,4,0.7404068989628378,True,23,8,8,stable ascending moving-frame number
6,137,5,0.7278805175181037,True,23,8,8,stable ascending moving-frame number
6,136,6,0.7252194206878101,True,23,8,8,stable ascending moving-frame number
6,135,7,0.7013742584988691,True,23,8,8,stable ascending moving-frame number
6,133,8,0.6847788223384009,True,23,8,8,stable ascending moving-frame number
6,134,9,0.6801218625578511,False,23,8,8,stable ascending moving-frame number
6,132,10,0.6697552628327597,False,23,8,8,stable ascending moving-frame number
6,130,11,0.6531782393989436,False,23,8,8,stable ascending moving-frame number
6,131,12,0.6464870093347704,False,23,8,8,stable ascending moving-frame number
6,109,13,0.5570651992539448,False,23,8,8,stable ascending moving-frame number
6,112,14,0.5349483998965824,False,23,8,8,stable ascending moving-frame number
6,110,15,0.5276982791608135,False,23,8,8,stable ascending moving-frame number
6,113,16,0.5218864436315842,False,23,8,8,stable ascending moving-frame number
6,111,17,0.5052591250751542,False,23,8,8,stable ascending moving-frame number
6,117,18,0.48882393007101127,False,23,8,8,stable ascending moving-frame number
6,108,19,0.48817217715914996,False,23,8,8,stable ascending moving-frame number
6,116,20,0.4842863586412253,False,23,8,8,stable ascending moving-frame number
6,115,21,0.4748513607355625,False,23,8,8,stable ascending moving-frame number
6,107,22,0.46424654640975527,False,23,8,8,stable ascending moving-frame number
6,114,23,0.4634626951744131,False,23,8,8,stable ascending moving-frame number
7,137,1,0.7255410478225129,True,30,8,8,stable ascending moving-frame number
7,138,2,0.7216742993891194,True,30,8,8,stable ascending moving-frame number
7,136,3,0.6920995883448027,True,30,8,8,stable ascending moving-frame number
7,133,4,0.6819379567852882,True,30,8,8,stable ascending moving-frame number
7,135,5,0.6680048524992218,True,30,8,8,stable ascending moving-frame number
7,134,6,0.6640745950290983,True,30,8,8,stable ascending moving-frame number
7,131,7,0.6580845152551402,True,30,8,8,stable ascending moving-frame number
7,127,8,0.6553114893484024,True,30,8,8,stable ascending moving-frame number
7,139,9,0.6401961770000365,False,30,8,8,stable ascending moving-frame number
7,132,10,0.622151306858601,False,30,8,8,stable ascending moving-frame number
7,128,11,0.6218629410321685,False,30,8,8,stable ascending moving-frame number
7,129,12,0.6182018439516873,False,30,8,8,stable ascending moving-frame number
7,130,13,0.6152383003644583,False,30,8,8,stable ascending moving-frame number
7,125,14,0.6138396654091156,False,30,8,8,stable ascending moving-frame number
7,124,15,0.5894159122718376,False,30,8,8,stable ascending moving-frame number
7,123,16,0.5843285038507244,False,30,8,8,stable ascending moving-frame number
7,126,17,0.5828019647860071,False,30,8,8,stable ascending moving-frame number
7,121,18,0.5637145802717636,False,30,8,8,stable ascending moving-frame number
7,122,19,0.5575341154891211,False,30,8,8,stable ascending moving-frame number
7,111,20,0.5475902057136506,False,30,8,8,stable ascending moving-frame number
7,112,21,0.5355679058981435,False,30,8,8,stable ascending moving-frame number
7,110,22,0.522671385076504,False,30,8,8,stable ascending moving-frame number
7,109,23,0.5207712724366294,False,30,8,8,stable ascending moving-frame number
7,113,24,0.515789447366609,False,30,8,8,stable ascending moving-frame number
7,114,25,0.4984417423429924,False,30,8,8,stable ascending moving-frame number
7,117,26,0.4742575349221265,False,30,8,8,stable ascending moving-frame number
7,120,27,0.4740066469395553,False,30,8,8,stable ascending moving-frame number
7,108,28,0.47311315216698224,False,30,8,8,stable ascending moving-frame number
7,116,29,0.45136536745788713,False,30,8,8,stable ascending moving-frame number
7,115,30,0.4457375403288895,False,30,8,8,stable ascending moving-frame number
8,150,1,0.8502270817879594,True,32,8,8,stable ascending moving-frame number
8,152,2,0.8481069453771705,True,32,8,8,stable ascending moving-frame number
8,151,3,0.8462961852674168,True,32,8,8,stable ascending moving-frame number
8,149,4,0.8340914863129997,True,32,8,8,stable ascending moving-frame number
8,153,5,0.8156709146050467,True,32,8,8,stable ascending moving-frame number
8,147,6,0.7719685681173941,True,32,8,8,stable ascending moving-frame number
8,154,7,0.7668354902190394,True,32,8,8,stable ascending moving-frame number
8,148,8,0.7634124161308035,True,32,8,8,stable ascending moving-frame number
8,146,9,0.7210740280290406,False,32,8,8,stable ascending moving-frame number
8,144,10,0.7091940502021237,False,32,8,8,stable ascending moving-frame number
8,138,11,0.7066455761716913,False,32,8,8,stable ascending moving-frame number
8,137,12,0.7008392630188607,False,32,8,8,stable ascending moving-frame number
8,143,13,0.6930542304817437,False,32,8,8,stable ascending moving-frame number
8,145,14,0.6884982905167328,False,32,8,8,stable ascending moving-frame number
8,140,15,0.678945092093939,False,32,8,8,stable ascending moving-frame number
8,139,16,0.6692808951384478,False,32,8,8,stable ascending moving-frame number
8,142,17,0.663669016305212,False,32,8,8,stable ascending moving-frame number
8,136,18,0.663653032871049,False,32,8,8,stable ascending moving-frame number
8,141,19,0.6526063072594688,False,32,8,8,stable ascending moving-frame number
8,135,20,0.6059647194696617,False,32,8,8,stable ascending moving-frame number
8,134,21,0.5795408850205223,False,32,8,8,stable ascending moving-frame number
8,113,22,0.48330435192093696,False,32,8,8,stable ascending moving-frame number
8,110,23,0.4732518090996944,False,32,8,8,stable ascending moving-frame number
8,106,24,0.45549787900325467,False,32,8,8,stable ascending moving-frame number
8,115,25,0.45457502867603233,False,32,8,8,stable ascending moving-frame number
8,111,26,0.4539736749570503,False,32,8,8,stable ascending moving-frame number
8,114,27,0.4531784243387481,False,32,8,8,stable ascending moving-frame number
8,107,28,0.44858863836197516,False,32,8,8,stable ascending moving-frame number
8,112,29,0.442915629100345,False,32,8,8,stable ascending moving-frame number
8,108,30,0.42836140775071485,False,32,8,8,stable ascending moving-frame number
8,116,31,0.4249042219361539,False,32,8,8,stable ascending moving-frame number
8,105,32,0.40343766660168395,False,32,8,8,stable ascending moving-frame number
9,9,1,0.8134595069284482,True,12,8,8,stable ascending moving-frame number
9,8,2,0.7982759497717091,True,12,8,8,stable ascending moving-frame number
9,10,3,0.7945107053812172,True,12,8,8,stable ascending moving-frame number
9,11,4,0.7872843854736438,True,12,8,8,stable ascending moving-frame number
9,7,5,0.7218345569050816,True,12,8,8,stable ascending moving-frame number
9,0,6,0.7126227855089236,True,12,8,8,stable ascending moving-frame number
9,1,7,0.7026823327632274,True,12,8,8,stable ascending moving-frame number
9,6,8,0.6984117985556753,True,12,8,8,stable ascending moving-frame number
9,5,9,0.6842075759846042,False,12,8,8,stable ascending moving-frame number
9,3,10,0.681928898085639,False,12,8,8,stable ascending moving-frame number
9,4,11,0.6817926050678964,False,12,8,8,stable ascending moving-frame number
9,2,12,0.6556722056270331,False,12,8,8,stable ascending moving-frame number
10,20,1,0.7702077867088625,True,21,8,8,stable ascending moving-frame number
10,18,2,0.7517463016408343,True,21,8,8,stable ascending moving-frame number
10,21,3,0.7462144544243126,True,21,8,8,stable ascending moving-frame number
10,15,4,0.7332505425194799,True,21,8,8,stable ascending moving-frame number
10,19,5,0.7331440239752708,True,21,8,8,stable ascending moving-frame number
10,17,6,0.7240001996019104,True,21,8,8,stable ascending moving-frame number
10,12,7,0.7222494243126281,True,21,8,8,stable ascending moving-frame number
10,11,8,0.7214920974911201,True,21,8,8,stable ascending moving-frame number
10,16,9,0.7136646870138685,False,21,8,8,stable ascending moving-frame number
10,13,10,0.7064309932560883,False,21,8,8,stable ascending moving-frame number
10,14,11,0.6978723227252736,False,21,8,8,stable ascending moving-frame number
10,8,12,0.6633066378189668,False,21,8,8,stable ascending moving-frame number
10,10,13,0.6629893322080372,False,21,8,8,stable ascending moving-frame number
10,9,14,0.6618387737529559,False,21,8,8,stable ascending moving-frame number
10,7,15,0.6544160353200246,False,21,8,8,stable ascending moving-frame number
10,1,16,0.6470674868248664,False,21,8,8,stable ascending moving-frame number
10,3,17,0.6413260272271877,False,21,8,8,stable ascending moving-frame number
10,4,18,0.6286896323941236,False,21,8,8,stable ascending moving-frame number
10,2,19,0.6129405582194886,False,21,8,8,stable ascending moving-frame number
10,6,20,0.5972233687309839,False,21,8,8,stable ascending moving-frame number
10,0,21,0.5879735731950443,False,21,8,8,stable ascending moving-frame number
11,7,1,0.8401248224646076,True,11,8,8,stable ascending moving-frame number
11,6,2,0.8248432277842193,True,11,8,8,stable ascending moving-frame number
11,9,3,0.8157178325434441,True,11,8,8,stable ascending moving-frame number
11,161,4,0.7995884968208171,True,11,8,8,stable ascending moving-frame number
11,4,5,0.7915116660175219,True,11,8,8,stable ascending moving-frame number
11,162,6,0.7902615570900567,True,11,8,8,stable ascending moving-frame number
11,8,7,0.790111580461488,True,11,8,8,stable ascending moving-frame number
11,10,8,0.7650504220726551,True,11,8,8,stable ascending moving-frame number
11,5,9,0.7607883283419035,False,11,8,8,stable ascending moving-frame number
11,0,10,0.7100931175488799,False,11,8,8,stable ascending moving-frame number
11,11,11,0.6853564053716027,False,11,8,8,stable ascending moving-frame number
12,13,1,0.8307970657727886,True,18,8,8,stable ascending moving-frame number
12,163,2,0.8091556583348801,True,18,8,8,stable ascending moving-frame number
12,12,3,0.7883714500237236,True,18,8,8,stable ascending moving-frame number
12,161,4,0.7873020502150314,True,18,8,8,stable ascending moving-frame number
12,162,5,0.7798018190469085,True,18,8,8,stable ascending moving-frame number
12,14,6,0.7777329548056433,True,18,8,8,stable ascending moving-frame number
12,15,7,0.7526292333955917,True,18,8,8,stable ascending moving-frame number
12,11,8,0.745717272271097,True,18,8,8,stable ascending moving-frame number
12,164,9,0.7437813675060478,False,18,8,8,stable ascending moving-frame number
12,159,10,0.7366047009272151,False,18,8,8,stable ascending moving-frame number
12,160,11,0.7326234724428333,False,18,8,8,stable ascending moving-frame number
12,0,12,0.7091889193064468,False,18,8,8,stable ascending moving-frame number
12,157,13,0.701327187853938,False,18,8,8,stable ascending moving-frame number
12,1,14,0.68952117075568,False,18,8,8,stable ascending moving-frame number
12,156,15,0.6720210239116751,False,18,8,8,stable ascending moving-frame number
12,155,16,0.6551367083306374,False,18,8,8,stable ascending moving-frame number
12,2,17,0.6221114503751978,False,18,8,8,stable ascending moving-frame number
12,158,18,0.6112235382454364,False,18,8,8,stable ascending moving-frame number
13,7,1,0.7671491510396732,True,10,8,8,stable ascending moving-frame number
13,6,2,0.7563911861954666,True,10,8,8,stable ascending moving-frame number
13,5,3,0.751458148960856,True,10,8,8,stable ascending moving-frame number
13,4,4,0.7344028184006526,True,10,8,8,stable ascending moving-frame number
13,3,5,0.7168961456419323,True,10,8,8,stable ascending moving-frame number
13,1,6,0.693994363848913,True,10,8,8,stable ascending moving-frame number
13,2,7,0.6902689621510004,True,10,8,8,stable ascending moving-frame number
13,156,8,0.6599776240890152,True,10,8,8,stable ascending moving-frame number
13,0,9,0.6598099658286235,False,10,8,8,stable ascending moving-frame number
13,159,10,0.6215916761673581,False,10,8,8,stable ascending moving-frame number
14,49,1,0.7012819318991719,True,27,8,8,stable ascending moving-frame number
14,50,2,0.682010822290557,True,27,8,8,stable ascending moving-frame number
14,48,3,0.6444709705681493,True,27,8,8,stable ascending moving-frame number
14,51,4,0.6419397935978827,True,27,8,8,stable ascending moving-frame number
14,118,5,0.6373243462940384,True,27,8,8,stable ascending moving-frame number
14,46,6,0.6284672371943207,True,27,8,8,stable ascending moving-frame number
14,47,7,0.6232964011714677,True,27,8,8,stable ascending moving-frame number
14,119,8,0.6169373218187733,True,27,8,8,stable ascending moving-frame number
14,120,9,0.5981272952820686,False,27,8,8,stable ascending moving-frame number
14,45,10,0.5967219061471801,False,27,8,8,stable ascending moving-frame number
14,52,11,0.5912349715672947,False,27,8,8,stable ascending moving-frame number
14,53,12,0.585387049127428,False,27,8,8,stable ascending moving-frame number
14,44,13,0.5687310674140513,False,27,8,8,stable ascending moving-frame number
14,117,14,0.567932489994529,False,27,8,8,stable ascending moving-frame number
14,113,15,0.560900127501496,False,27,8,8,stable ascending moving-frame number
14,116,16,0.5575094331472896,False,27,8,8,stable ascending moving-frame number
14,115,17,0.5489953851449347,False,27,8,8,stable ascending moving-frame number
14,114,18,0.547234835468672,False,27,8,8,stable ascending moving-frame number
14,112,19,0.538516150560337,False,27,8,8,stable ascending moving-frame number
14,111,20,0.5251696143554814,False,27,8,8,stable ascending moving-frame number
14,110,21,0.5056302729199599,False,27,8,8,stable ascending moving-frame number
14,107,22,0.489882184576935,False,27,8,8,stable ascending moving-frame number
14,108,23,0.469725454734725,False,27,8,8,stable ascending moving-frame number
14,28,24,0.46820057956466393,False,27,8,8,stable ascending moving-frame number
14,109,25,0.4348126294651581,False,27,8,8,stable ascending moving-frame number
14,29,26,0.4316239034432506,False,27,8,8,stable ascending moving-frame number
14,30,27,0.4039574014719114,False,27,8,8,stable ascending moving-frame number
16,65,1,0.8502540334432644,True,49,8,8,stable ascending moving-frame number
16,66,2,0.831945320233143,True,49,8,8,stable ascending moving-frame number
16,67,3,0.8080021334480287,True,49,8,8,stable ascending moving-frame number
16,64,4,0.8013085832341954,True,49,8,8,stable ascending moving-frame number
16,62,5,0.7855609545858935,True,49,8,8,stable ascending moving-frame number
16,63,6,0.7563056321232919,True,49,8,8,stable ascending moving-frame number
16,68,7,0.7512485582466522,True,49,8,8,stable ascending moving-frame number
16,56,8,0.7364960334975522,True,49,8,8,stable ascending moving-frame number
16,59,9,0.7283999948626303,False,49,8,8,stable ascending moving-frame number
16,61,10,0.7280225141932171,False,49,8,8,stable ascending moving-frame number
16,58,11,0.697130431059258,False,49,8,8,stable ascending moving-frame number
16,60,12,0.6940881338887067,False,49,8,8,stable ascending moving-frame number
16,55,13,0.6920057019083387,False,49,8,8,stable ascending moving-frame number
16,57,14,0.6889720558077536,False,49,8,8,stable ascending moving-frame number
16,53,15,0.6228176502860512,False,49,8,8,stable ascending moving-frame number
16,54,16,0.6201622044496167,False,49,8,8,stable ascending moving-frame number
16,52,17,0.6196243614142104,False,49,8,8,stable ascending moving-frame number
16,51,18,0.6049506975690538,False,49,8,8,stable ascending moving-frame number
16,28,19,0.6047392569831719,False,49,8,8,stable ascending moving-frame number
16,22,20,0.5784855282695218,False,49,8,8,stable ascending moving-frame number
16,27,21,0.5747348556512732,False,49,8,8,stable ascending moving-frame number
16,26,22,0.5716606900159702,False,49,8,8,stable ascending moving-frame number
16,20,23,0.5686677640442908,False,49,8,8,stable ascending moving-frame number
16,29,24,0.5630219564389536,False,49,8,8,stable ascending moving-frame number
16,25,25,0.5508660698191753,False,49,8,8,stable ascending moving-frame number
16,24,26,0.5476868599245368,False,49,8,8,stable ascending moving-frame number
16,17,27,0.5457327429561961,False,49,8,8,stable ascending moving-frame number
16,18,28,0.5425930846392036,False,49,8,8,stable ascending moving-frame number
16,23,29,0.5367811679977841,False,49,8,8,stable ascending moving-frame number
16,30,30,0.5313302561286175,False,49,8,8,stable ascending moving-frame number
16,19,31,0.5282989542971718,False,49,8,8,stable ascending moving-frame number
16,21,32,0.5269454221402441,False,49,8,8,stable ascending moving-frame number
16,31,33,0.5132721232296285,False,49,8,8,stable ascending moving-frame number
16,16,34,0.505698844102827,False,49,8,8,stable ascending moving-frame number
16,12,35,0.502173917734796,False,49,8,8,stable ascending moving-frame number
16,9,36,0.48269742615384037,False,49,8,8,stable ascending moving-frame number
16,11,37,0.47922053914742757,False,49,8,8,stable ascending moving-frame number
16,15,38,0.46275821423032576,False,49,8,8,stable ascending moving-frame number
16,10,39,0.46263865378915836,False,49,8,8,stable ascending moving-frame number
16,13,40,0.4616394541982577,False,49,8,8,stable ascending moving-frame number
16,3,41,0.4415223200240198,False,49,8,8,stable ascending moving-frame number
16,0,42,0.4323302798693204,False,49,8,8,stable ascending moving-frame number
