residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.020829598001000704,66980.4230384547,18.88251109463137,10.787539339887102,179.16553791617164,
2,solver_residual_call,,,0.04155835499841487,66980.4230384547,18.88251109463137,10.787539339887102,179.16553791617164,0.0
3,solver_residual_call,,,0.06040578700049082,66980.42306726969,18.88251114809835,10.787539333182766,179.16553791617164,2.9204854978814865e-08
4,solver_residual_call,,,0.07859976300096605,66980.42325879066,18.882511129984678,10.787539366521742,179.16553791617164,3.278670705116082e-08
5,solver_residual_call,,,0.09717859200100065,66980.42325299738,18.88251112237291,10.787539365507353,179.16553791617164,2.1073424255447017e-08
6,solver_residual_call,,,0.11701686800006428,66980.42314754636,18.882511109504065,10.78753935301462,179.16553791617164,2.1073424255447017e-08
7,solver_residual_call,,,0.13705556900094962,66980.42308377463,18.882511113671068,10.787539343246467,179.16553791617164,2.9966825339628183e-08
8,solver_residual_call,,,0.1561003120004898,66980.4230249093,18.882511079086246,10.787539341120276,179.16553791617164,4.049143750091428e-08
9,solver_residual_call,,,0.17477860299914028,66980.42282376191,18.882511083490908,10.787539308496154,179.16553791617164,3.5614041621320386e-08
10,solver_residual_call,,,0.19316030199843226,66980.42139248893,18.882510985211557,10.787539095620831,179.16553791617164,3.146651514255167e-08
11,solver_residual_call,,,0.2114822740004456,66980.42261846251,18.882511061000436,10.787539270734309,179.16553791617164,3.2518456005774733e-08
12,solver_residual_call,,,0.22982645500087528,66980.42279758233,18.88251107751425,10.787539307837491,179.16553791617164,6.318621741938653e-08
13,solver_residual_call,,,0.2503532980008458,66980.42317803824,18.882511105074126,10.787539361741096,179.16553791617164,6.198761816029471e-08
14,solver_residual_call,,,0.26873671900102636,66980.42330624252,18.88251111061509,10.787539376923556,179.16553791617164,3.715239335760101e-08
15,solver_residual_call,,,0.28758756399838603,66980.42381275231,18.88251113588197,10.787539386506165,179.16553791617164,4.2704505957681035e-08
16,solver_residual_call,,,0.30669485299949883,66980.42446531606,18.882511279622218,10.787539502868794,179.16553791617164,3.00561643580429e-08
17,solver_residual_call,,,0.3255842760008818,66980.42370804229,18.882511211369465,10.787539463707114,179.16553791617164,2.1447576064114784e-08
18,solver_residual_call,,,0.34577871799774584,66980.42267452036,18.882511071694758,10.787539280262578,179.16553791617164,4.9451711033067156e-08
19,solver_residual_call,,,0.3659544719994301,66980.42347992271,18.882511150207698,10.787539400223732,179.16553791617164,5.238202272736785e-08
20,solver_residual_call,,,0.3838388059994031,66980.42280460501,18.882511075754184,10.787539331616305,179.16553791617164,4.0525770422111075e-08
21,solver_residual_call,,,0.4036634240001149,66980.42334969726,18.882511124566765,10.787539367263639,179.16553791617164,3.787471900234431e-08
