marker_id,frame_i,frame_j,frame_gap,metric_translation_m,colmap_translation_raw,scale_ratio,area_i_px,area_j_px,center_i_norm,center_j_norm,dist_i_m,dist_j_m,pair_quality
1,19,22,3,0.16003138672942466,0.20010922312023804,0.799720193972608,1251.0,1771.0,0.7938293641250498,0.8084185464099183,0.9298383693178585,0.8652885142812634,1488.4626296954855
1,19,23,4,0.20266976534349423,0.26766951064990047,0.7571641792575212,1251.0,1971.5,0.7938293641250498,0.8105240896412174,0.9298383693178585,0.8331118519971816,1570.4606012250038
1,19,24,5,0.25374795446015225,0.3326169515728552,0.7628834106627672,1251.0,2107.0,0.7938293641250498,0.811858626106407,0.9298383693178585,0.8246068058995845,1623.5322602276801
1,19,33,14,0.7190586654503631,0.9584293170178946,0.7502469432880857,1251.0,2142.5,0.7938293641250498,0.8310561508424781,0.9298383693178585,0.8165490613877676,1637.1522531517953
1,19,34,15,0.7903190268914801,1.028755641285215,0.7682281342381188,1251.0,2053.0,0.7938293641250498,0.8405706529650633,0.9298383693178585,0.8401355438087317,1602.5925870289054
1,19,35,16,0.8361833244353338,1.0963214537756414,0.7627172865728267,1251.0,1956.0,0.7938293641250498,0.8516114965963145,0.9298383693178585,0.862450412377703,1564.2749119000791
1,19,36,17,0.8724513560225023,1.165758189365682,0.7483982218449821,1251.0,1904.5,0.7938293641250498,0.8649444727979588,0.9298383693178585,0.8729283904429531,1543.5444600010717
1,20,24,4,0.21594332304835323,0.26688839288185745,0.8091147041525485,1410.5,2107.0,0.8000780197721669,0.811858626106407,0.9053409369674884,0.8246068058995845,1723.9267675861408
1,20,33,13,0.6817049017466195,0.8925906923582378,0.7637374079552017,1410.5,2142.5,0.8000780197721669,0.8310561508424781,0.9053409369674884,0.8165490613877676,1738.3889812122027
1,20,34,14,0.7525194811013673,0.9629182860853057,0.78149879587467,1410.5,2053.0,0.8000780197721669,0.8405706529650633,0.9053409369674884,0.8401355438087317,1701.6922459716386
1,20,35,15,0.7983765382461245,1.0304856585313655,0.7747575443058181,1410.5,1956.0,0.8000780197721669,0.8516114965963145,0.9053409369674884,0.862450412377703,1661.005117391274
1,20,36,16,0.8348566994528177,1.099917572906731,0.7590175118727833,1410.5,1904.5,0.8000780197721669,0.8649444727979588,0.9053409369674884,0.8729283904429531,1638.992754712479
1,21,24,3,0.14803962904347248,0.20317116398194535,0.7286448831716489,1603.5,2107.0,0.8046502946153871,0.811858626106407,0.8740346075409461,0.8246068058995845,1838.0899053093133
1,21,33,12,0.6132778258061659,0.8286291383474782,0.7401113446592236,1603.5,2142.5,0.8046502946153871,0.8310561508424781,0.8740346075409461,0.8165490613877676,1853.5098462106967
1,21,34,13,0.68447154566108,0.8989568205614552,0.7614064769357715,1603.5,2053.0,0.8046502946153871,0.8405706529650633,0.8740346075409461,0.8401355438087317,1814.382952962246
1,21,35,14,0.7303703247908953,0.9665247146530572,0.7556664756917968,1603.5,1956.0,0.8046502946153871,0.8516114965963145,0.8740346075409461,0.862450412377703,1771.0014116312839
1,21,36,15,0.766628804781228,1.0359549397201175,0.740021380648416,1603.5,1904.5,0.8046502946153871,0.8649444727979588,0.8740346075409461,0.8729283904429531,1747.5313301912502
1,22,33,11,0.5618793439863775,0.7584663809560802,0.74080982109992,1771.0,2142.5,0.8084185464099183,0.8310561508424781,0.8652885142812634,0.8165490613877676,1947.9136274486095
1,22,34,12,0.6322078216020228,0.828810791410143,0.7627890806373082,1771.0,2053.0,0.8084185464099183,0.8405706529650633,0.8652885142812634,0.8401355438087317,1906.7939060108201
1,22,35,13,0.6778988018078329,0.896382736745402,0.756260438782162,1771.0,1956.0,0.8084185464099183,0.8516114965963145,0.8652885142812634,0.862450412377703,1861.2028368772706
1,22,36,14,0.714671603973434,0.9657989966676533,0.739979650464851,1771.0,1904.5,0.8084185464099183,0.8649444727979588,0.8652885142812634,0.8729283904429531,1836.537366894559
1,23,33,10,0.5169838583523673,0.6919440377104796,0.7471469225502331,1971.5,2142.5,0.8105240896412174,0.8310561508424781,0.8331118519971816,0.8165490613877676,2055.2223115760494
1,23,34,11,0.5879033869494004,0.7621412445907126,0.7713837705570153,1971.5,2053.0,0.8105240896412174,0.8405706529650633,0.8331118519971816,0.8401355438087317,2011.8373443198632
1,23,35,12,0.6338111109664092,0.82967633756553,0.7639257410018025,1971.5,1956.0,0.8105240896412174,0.8516114965963145,0.8331118519971816,0.862450412377703,1963.7347071333236
1,23,36,13,0.6701681739121076,0.8990864804677541,0.7453878892311331,1971.5,1904.5,0.8105240896412174,0.8649444727979588,0.8331118519971816,0.8729283904429531,1937.7104401844977
1,24,33,9,0.4659456026185936,0.6270141849227432,0.7431181204871856,2107.0,2142.5,0.811858626106407,0.8310561508424781,0.8246068058995845,0.8165490613877676,2124.675857630994
1,24,34,10,0.536706072322601,0.6971695322520215,0.7698358110815805,2107.0,2053.0,0.811858626106407,0.8405706529650633,0.8246068058995845,0.8401355438087317,2079.824752232745
1,24,35,11,0.5825343884085388,0.7646915892406085,0.7617899772992607,2107.0,1956.0,0.811858626106407,0.8516114965963145,0.8246068058995845,0.862450412377703,2030.09654942813
1,24,36,12,0.6190122789468451,0.8341050388366237,0.7421274900943154,2107.0,1904.5,0.811858626106407,0.8649444727979588,0.8246068058995845,0.8729283904429531,2003.1928264647913
1,33,36,3,0.1538763750559754,0.2073846060552281,0.7419855214084548,2142.5,1904.5,0.8310561508424781,0.8649444727979588,0.8165490613877676,0.8729283904429531,2019.9978341572548
