initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_bottleneck,pnp_reprojection_rmse_px,area_px2,distance_m
observer,cam_edge_3,marker,14,14,cam_edge_3,static,9.760939671081772,9.760939671081772,0.1652401214177915,735.0,4.184488347246913
marker,1,observer,cam_edge_3,1,cam_edge_3,static,27.831654891560927,9.760939671081772,0.3643846771493961,8775.0,1.3811741570838951
marker,19,observer,cam_edge_3,19,cam_edge_3,static,25.178157788771355,9.760939671081772,0.016647152282941655,2079.0,3.069909646884428
marker,2,observer,cam_edge_3,2,cam_edge_3,static,22.66096287609206,9.760939671081772,0.3292475173885345,4155.5,2.5920485786031056
marker,6,observer,cam_edge_3,6,cam_edge_3,static,10.097085590841797,9.760939671081772,0.08252560812659196,794.0,5.671209775273972
marker,5,observer,cam_edge_3,5,cam_edge_3,static,9.334018514601878,9.334018514601878,0.27564855973234403,1238.0,5.366104878105474
marker,8,observer,cam_edge_3,8,cam_edge_3,static,8.014994593596745,8.014994593596745,0.23570796846445147,904.5,6.0386340951393445
marker,20,observer,cam_edge_3,20,cam_edge_3,static,4.960477279173603,4.960477279173603,0.2051228820864619,472.5,9.103943480185158
observer,moving_frame_000091,marker,1,1,moving_frame_000091,91,5.61829405681383,5.61829405681383,0.2022907045555229,126.5,1.1519855745970156
observer,moving_frame_000087,marker,1,1,moving_frame_000087,87,4.681224720712654,4.681224720712654,0.17155480572311466,93.0,1.4417617634800528
observer,moving_frame_000095,marker,1,1,moving_frame_000095,95,3.806950638589434,3.806950638589434,0.2976977850850461,192.0,1.0539977965783356
observer,moving_frame_000100,marker,1,1,moving_frame_000100,100,2.7356205128364603,2.7356205128364603,0.11455411695932656,278.5,0.9646479506350901
observer,moving_frame_000108,marker,1,1,moving_frame_000108,108,2.4762548938738056,2.4762548938738056,0.09843208827055407,232.5,1.0418361181167892
observer,moving_frame_000099,marker,1,1,moving_frame_000099,99,2.025528051895542,2.025528051895542,0.2601432253577762,256.5,0.9917248612168947
observer,moving_frame_000109,marker,1,1,moving_frame_000109,109,1.7952162833793417,1.7952162833793417,0.2339641549191435,210.0,1.1241792158682378
observer,moving_frame_000121,marker,19,19,moving_frame_000121,121,4.818332907377867,4.818332907377867,0.1145334458813765,204.0,1.423652999690304
observer,moving_frame_000119,marker,19,19,moving_frame_000119,119,4.664369816739278,4.664369816739278,0.14051280197820912,134.5,1.5436981615904655
observer,moving_frame_000116,marker,19,19,moving_frame_000116,116,3.6498325818537043,3.6498325818537043,0.20032725656355546,106.0,1.7465010511221566
observer,moving_frame_000115,marker,19,19,moving_frame_000115,115,3.163301176628433,3.163301176628433,0.10910935999861524,98.0,1.7838819661857561
observer,moving_frame_000075,marker,19,19,moving_frame_000075,75,3.0377341181769726,3.0377341181769726,0.380121912840793,141.0,1.3924688171062078
