scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
dist_1_2m,distance,aruco,true,valid,aruco/gray,aruco/gray,64,64,0.625652,7.435,2.695,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_2m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_2m_camera_2_aruco_gray.png
dist_1_4m,distance,aruco,false,failure,no_image,no_image,0,0,,,,camera_1:no_image;camera_2:no_image,,
dist_1_6m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.815774,11.577,11.456,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_6m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_6m_camera_2_aruco_gray.png
dist_1_8m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_8m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_1_8m_camera_2_aruco_gray.png
dist_2_0m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.953794,25.379,14.294,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_0m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_0m_camera_2_aruco_gray.png
dist_2_2m,distance,aruco,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_2m_camera_1_no_camera_info.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_2m_camera_2_no_camera_info.png
dist_2_4m,distance,aruco,false,failure,no_camera_info,no_camera_info,0,0,,,,camera_1:no_camera_info;camera_2:no_camera_info,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_4m_camera_1_no_camera_info.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_4m_camera_2_no_camera_info.png
dist_2_6m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,1.285265,58.526,20.548,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_6m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_6m_camera_2_aruco_gray.png
dist_2_8m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,1.343349,64.335,20.480,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_8m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res640x480/distance/debug_images/dist_2_8m_camera_2_aruco_gray.png
