method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP02,0,0,cam_edge_1,2.3442175551296067
AP02,0,1,cam_edge_1,0.8398039837560985
AP02,0,2,cam_edge_1,1.5632329600057282
AP02,0,3,cam_edge_1,1.719695289754272
AP02,2,0,cam_edge_1,1.41024536889242
AP02,2,1,cam_edge_1,0.754339892023253
AP02,2,2,cam_edge_1,1.5714618032189025
AP02,2,3,cam_edge_1,1.7759468089701864
AP02,2,0,cam_edge_3,0.5971365150734749
AP02,2,1,cam_edge_3,0.4128585076815911
AP02,2,2,cam_edge_3,1.5930724545187536
AP02,2,3,cam_edge_3,1.4011046015052704
AP02,3,0,cam_edge_1,1.237731449921244
AP02,3,1,cam_edge_1,2.9852516732733383
AP02,3,2,cam_edge_1,1.0503293797673248
AP02,3,3,cam_edge_1,0.48253412945260893
AP02,3,0,cam_edge_3,1.1287489462621816
AP02,3,1,cam_edge_3,4.895878973279262
AP02,3,2,cam_edge_3,3.3912643514239504
AP02,3,3,cam_edge_3,1.735558371141101
AP02,4,0,cam_edge_1,1.2335198885342684
AP02,4,1,cam_edge_1,2.9250711818741735
AP02,4,2,cam_edge_1,1.95841769148798
AP02,4,3,cam_edge_1,1.4583062810412977
AP02,5,0,cam_edge_5,0.586107375013878
AP02,5,1,cam_edge_5,0.7782700355966696
AP02,5,2,cam_edge_5,0.8071348719413424
AP02,5,3,cam_edge_5,0.5506200681387492
AP02,6,0,cam_edge_1,1.4521905964681705
AP02,6,1,cam_edge_1,1.672676670986298
AP02,6,2,cam_edge_1,1.0348892947061177
AP02,6,3,cam_edge_1,0.6843245974109625
AP02,7,0,cam_edge_5,3.4741337677022646
AP02,7,1,cam_edge_5,3.6558984473671425
AP02,7,2,cam_edge_5,4.9034233202057775
AP02,7,3,cam_edge_5,3.8068029809997146
AP02,8,0,cam_edge_5,5.202267298631314
AP02,8,1,cam_edge_5,8.143188341942595
AP02,8,2,cam_edge_5,6.749444139877512
AP02,8,3,cam_edge_5,5.590140537910024
AP02,9,0,cam_edge_5,2.7534993266305356
AP02,9,1,cam_edge_5,1.6701340712332349
AP02,9,2,cam_edge_5,1.4537559706364775
AP02,9,3,cam_edge_5,1.7139716508127028
AP02,12,0,cam_edge_5,1.3596414521361693
AP02,12,1,cam_edge_5,5.72596500155763
AP02,12,2,cam_edge_5,1.7154870308398409
AP02,12,3,cam_edge_5,4.522510139503753
AP02,15,0,cam_edge_0,1.3248539004956774
AP02,15,1,cam_edge_0,2.225702738545915
AP02,15,2,cam_edge_0,0.9626958267953033
AP02,15,3,cam_edge_0,0.8094331403741913
AP02,15,0,cam_edge_3,1.1495971092354667
AP02,15,1,cam_edge_3,1.4209050288851393
AP02,15,2,cam_edge_3,1.66109684437541
AP02,15,3,cam_edge_3,1.7163809231532026
AP02,16,0,cam_edge_0,2.000147616701184
AP02,16,1,cam_edge_0,1.8414968032325545
AP02,16,2,cam_edge_0,1.194880661933863
AP02,16,3,cam_edge_0,2.7054700909213834
AP02,16,0,cam_edge_3,2.2431732980313837
AP02,16,1,cam_edge_3,3.5996901702248962
AP02,16,2,cam_edge_3,2.9672108475731904
AP02,16,3,cam_edge_3,2.427484291413073
AP02,17,0,cam_edge_5,2.8580955036369886
AP02,17,1,cam_edge_5,1.5853782799375453
AP02,17,2,cam_edge_5,2.9074674928125916
AP02,17,3,cam_edge_5,2.3116163937951315
AP02,19,0,cam_edge_0,1.3332805773325438
AP02,19,1,cam_edge_0,0.6598198267755447
AP02,19,2,cam_edge_0,0.7145770776867566
AP02,19,3,cam_edge_0,0.7483494886193894
AP02,19,0,cam_edge_3,0.7405300895242237
AP02,19,1,cam_edge_3,1.7650750627422473
AP02,19,2,cam_edge_3,0.9418333182846312
AP02,19,3,cam_edge_3,0.12179989024306678
AP02,20,0,cam_edge_1,1.4603873148070576
AP02,20,1,cam_edge_1,1.9807659302662552
AP02,20,2,cam_edge_1,2.0428282750458755
AP02,20,3,cam_edge_1,2.414790080788823
AP03,2,0,cam_edge_3,1.1926023048037109
AP03,2,1,cam_edge_3,0.7052735840885448
AP03,2,2,cam_edge_3,0.7680740169571264
AP03,2,3,cam_edge_3,1.8082460687930266
AP03,3,0,cam_edge_3,2.229819230506498
AP03,3,1,cam_edge_3,0.6014408530589473
AP03,3,2,cam_edge_3,1.5950637666757719
AP03,3,3,cam_edge_3,0.8895151982780359
