initialization_algorithm,initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_length,path_bottleneck_score,pnp_reprojection_rmse_px,area_px2,distance_m
legacy_maximum_bottleneck_v1,observer,camera_front_narrow,marker,7,7,camera_front_narrow,static,105.90192733414284,1,105.90192733414284,0.13944592981277493,35542.31268771365,1.8800225985528198
legacy_maximum_bottleneck_v1,observer,camera_front_wide,marker,7,7,camera_front_wide,static,48.864308656222335,1,48.864308656222335,0.1626566989318787,8654.782414856367,1.9836572947923343
legacy_maximum_bottleneck_v1,observer,moving_frame_000014,marker,7,7,moving_frame_000014,14,47.391014698075466,1,47.391014698075466,0.14498596779407963,10537.088885426056,2.7297820351357878
legacy_maximum_bottleneck_v1,observer,moving_frame_000016,marker,7,7,moving_frame_000016,16,44.688473972188035,1,44.688473972188035,0.24520797142443518,12702.649250924238,2.6456700947690757
legacy_maximum_bottleneck_v1,observer,moving_frame_000011,marker,7,7,moving_frame_000011,11,38.559220554603534,1,38.559220554603534,0.28562950179253765,10606.148277942091,2.6111864446371773
legacy_maximum_bottleneck_v1,observer,moving_frame_000015,marker,7,7,moving_frame_000015,15,37.002287730229106,1,37.002287730229106,0.3123225897024206,11006.339550366625,2.7103372661027003
legacy_maximum_bottleneck_v1,observer,moving_frame_000010,marker,7,7,moving_frame_000010,10,35.327370057314766,1,35.327370057314766,0.3739928496456836,11256.41664488893,2.5306941077894884
legacy_maximum_bottleneck_v1,observer,moving_frame_000013,marker,7,7,moving_frame_000013,13,33.69864037966863,1,33.69864037966863,0.34526530692730456,10153.59638560377,2.7300045358275464
legacy_maximum_bottleneck_v1,observer,moving_frame_000012,marker,7,7,moving_frame_000012,12,32.98236863981473,1,32.98236863981473,0.3702383351580759,10224.225351421162,2.666135857573308
legacy_maximum_bottleneck_v1,observer,moving_frame_000009,marker,7,7,moving_frame_000009,9,32.17937248817006,1,32.17937248817006,0.47380883327321544,11967.655217077583,2.4495669086633454
legacy_maximum_bottleneck_v1,observer,moving_frame_000008,marker,7,7,moving_frame_000008,8,30.91041387003677,1,30.91041387003677,0.534775226572363,12581.424933193251,2.3732367719596374
legacy_maximum_bottleneck_v1,observer,moving_frame_000007,marker,7,7,moving_frame_000007,7,29.047043814044653,1,29.047043814044653,0.6145129811363762,13261.339445833117,2.313222176725558
legacy_maximum_bottleneck_v1,observer,moving_frame_000006,marker,7,7,moving_frame_000006,6,28.406577062963294,1,28.406577062963294,0.6599856175323028,13805.823425551876,2.2532387069754587
legacy_maximum_bottleneck_v1,observer,moving_frame_000005,marker,7,7,moving_frame_000005,5,26.308297228528666,1,26.308297228528666,0.7670850414285514,14693.65420443751,2.177281253268947
legacy_maximum_bottleneck_v1,observer,moving_frame_000000,marker,7,7,moving_frame_000000,0,21.824282709505223,1,21.824282709505223,0.9862807376290641,15542.81000030227,2.096462298016484
legacy_maximum_bottleneck_v1,observer,moving_frame_000002,marker,7,7,moving_frame_000002,2,21.547003322805285,1,21.547003322805285,1.0157355837460835,15885.44120609574,2.072484419900175
legacy_maximum_bottleneck_v1,observer,moving_frame_000236,marker,7,7,moving_frame_000236,236,13.03707920363695,1,13.03707920363695,0.3753650877485439,2835.910138087347,4.662940492622353
legacy_maximum_bottleneck_v1,observer,moving_frame_000237,marker,7,7,moving_frame_000237,237,12.887667747628837,1,12.887667747628837,0.3494216071045465,2524.775975669734,4.584411014724509
legacy_maximum_bottleneck_v1,observer,moving_frame_000232,marker,7,7,moving_frame_000232,232,6.108725429443916,1,6.108725429443916,0.9660452187602202,2823.3206335706636,5.063898385707156
legacy_maximum_bottleneck_v1,observer,moving_frame_000233,marker,7,7,moving_frame_000233,233,5.888026209925246,1,5.888026209925246,0.9855531844702764,2733.0013685300946,5.071942043630574
legacy_maximum_bottleneck_v1,observer,moving_frame_000239,marker,7,7,moving_frame_000239,239,4.700778978296572,1,4.700778978296572,0.5114136410546536,3733.6529309290636,4.120471028735244
legacy_maximum_bottleneck_v1,marker,9,observer,camera_front_narrow,9,camera_front_narrow,static,97.56232466649286,2,97.56232466649286,0.18386205071653408,36018.37695332337,1.9264398882575469
legacy_maximum_bottleneck_v1,observer,moving_frame_000004,marker,9,9,moving_frame_000004,4,21.79738551487568,3,21.79738551487568,0.8711627918693833,13069.232869151048,2.243856059225699
legacy_maximum_bottleneck_v1,observer,moving_frame_000001,marker,9,9,moving_frame_000001,1,20.765794354778038,3,20.765794354778038,0.9405880009534763,13458.414095488377,2.2007130672483033
