frame,num_detected,detected_ids,image,debug_image,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
21,0,,results/bus_real_data/03_moving_camera_sequence/images/frame_0021.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0021_debug.png,-0.3999999999999999,0.0,2.2,0.0,0.3,2.166666666666667
22,0,,results/bus_real_data/03_moving_camera_sequence/images/frame_0022.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0022_debug.png,-0.20000000000000018,0.0,2.2,0.0,0.3,2.3333333333333335
23,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0023.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0023_debug.png,0.0,0.0,2.2,0.0,0.3,2.5
24,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0024.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0024_debug.png,0.2,0.0,2.2,0.0,0.3,2.56
25,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0025.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0025_debug.png,0.4,0.0,2.2,0.0,0.3,2.62
26,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0026.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0026_debug.png,0.6000000000000001,0.0,2.2,0.0,0.3,2.68
27,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0027.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0027_debug.png,0.8,0.0,2.2,0.0,0.3,2.7399999999999998
28,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0028.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0028_debug.png,1.0,0.0,2.2,0.0,0.3,2.8
29,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0029.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0029_debug.png,1.2000000000000002,0.0,2.2,0.0,0.3,2.86
30,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0030.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0030_debug.png,1.4,0.0,2.2,0.0,0.3,2.92
31,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0031.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0031_debug.png,1.6,0.0,2.2,0.0,0.3,2.98
32,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0032.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0032_debug.png,1.7999999999999998,0.0,2.2,0.0,0.3,3.04
33,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0033.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0033_debug.png,2.0,0.0,2.2,0.0,0.3,3.0999999999999996
34,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0034.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0034_debug.png,2.1999999999999997,0.0,2.2,0.0,0.3,3.16
35,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0035.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0035_debug.png,2.4000000000000004,0.0,2.2,0.0,0.3,3.2199999999999998
36,2,0;3,results/bus_real_data/03_moving_camera_sequence/images/frame_0036.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0036_debug.png,2.6,0.0,2.2,0.0,0.3,3.28
37,2,0;3,results/bus_real_data/03_moving_camera_sequence/images/frame_0037.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0037_debug.png,2.8,0.0,2.2,0.0,0.3,3.34
38,2,0;3,results/bus_real_data/03_moving_camera_sequence/images/frame_0038.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0038_debug.png,3.0,0.0,2.2,0.0,0.3,3.4
39,2,0;3,results/bus_real_data/03_moving_camera_sequence/images/frame_0039.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0039_debug.png,3.2,0.0,2.2,0.0,0.3,3.52
40,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0040.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0040_debug.png,3.4,0.0,2.2,0.0,0.3,3.64
41,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0041.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0041_debug.png,3.6,0.0,2.2,0.0,0.3,3.76
42,1,0,results/bus_real_data/03_moving_camera_sequence/images/frame_0042.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0042_debug.png,3.8,0.0,2.2,0.0,0.3,3.88
43,0,,results/bus_real_data/03_moving_camera_sequence/images/frame_0043.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0043_debug.png,4.0,0.0,2.2,0.0,0.3,4.0
44,1,10,results/bus_real_data/03_moving_camera_sequence/images/frame_0044.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0044_debug.png,4.1875,0.0,2.2,0.0,0.3,3.8375
45,1,10,results/bus_real_data/03_moving_camera_sequence/images/frame_0045.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0045_debug.png,4.375,0.0,2.2,0.0,0.3,3.675
46,1,10,results/bus_real_data/03_moving_camera_sequence/images/frame_0046.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0046_debug.png,4.5625,0.0,2.2,0.0,0.3,3.5125
47,1,10,results/bus_real_data/03_moving_camera_sequence/images/frame_0047.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0047_debug.png,4.75,0.0,2.2,0.0,0.3,3.35
48,2,0;10,results/bus_real_data/03_moving_camera_sequence/images/frame_0048.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0048_debug.png,4.9375,0.0,2.2,0.0,0.3,3.1875
49,3,0;9;10,results/bus_real_data/03_moving_camera_sequence/images/frame_0049.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0049_debug.png,5.125,0.0,2.2,0.0,0.3,3.0250000000000004
50,4,0;9;10;11,results/bus_real_data/03_moving_camera_sequence/images/frame_0050.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0050_debug.png,5.3125,0.0,2.2,0.0,0.3,2.8625000000000003
51,3,0;9;10,results/bus_real_data/03_moving_camera_sequence/images/frame_0051.png,results/bus_real_data/03_moving_camera_sequence/debug_images/frame_0051_debug.png,5.5,0.0,2.2,0.0,0.3,2.7
