frame,image,marker_id,center_u,center_v,corner0_u,corner0_v,corner1_u,corner1_v,corner2_u,corner2_v,corner3_u,corner3_v,pnp_success,tvec_x_m,tvec_y_m,tvec_z_m,distance_m,rvec_x,rvec_y,rvec_z,route_x,route_y,route_z,route_roll,route_pitch,route_yaw
0,results/bus_real_data/03_moving_camera_sequence/images/frame_0000.png,13,660.0,566.75,604.0,555.0,678.0,538.0,719.0,577.0,639.0,597.0,True,0.039549638256175315,0.4075732572005538,1.8409993265781692,1.885990099213815,1.8492328611703892,-0.40750581999521485,0.3057638732957287,-4.5,0.0,2.2,0.0,0.3,0.0
0,results/bus_real_data/03_moving_camera_sequence/images/frame_0000.png,11,238.75,507.25,182.0,495.0,290.0,477.0,301.0,518.0,182.0,539.0,True,-0.6493385850326833,0.23695022711865457,1.5085647572594667,1.6593835105210437,1.836264699855118,-0.4069664205905022,0.30900366051295947,-4.5,0.0,2.2,0.0,0.3,0.0
0,results/bus_real_data/03_moving_camera_sequence/images/frame_0000.png,9,413.0,367.5,378.0,341.0,439.0,334.0,448.0,393.0,387.0,402.0,True,-0.6334998761731159,0.020707468357773068,2.5985374963716983,2.6747239133052285,2.9928702425439417,-0.22533077202000165,0.6398735994890592,-4.5,0.0,2.2,0.0,0.3,0.0
0,results/bus_real_data/03_moving_camera_sequence/images/frame_0000.png,0,264.5,205.25,252.0,196.0,274.0,195.0,277.0,214.0,255.0,216.0,True,-3.0995701027780194,-1.2776848727453447,7.673204402597491,8.373641935270408,2.9021471176358027,-0.2579726105971769,0.5611417729804686,-4.5,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence/images/frame_0001.png,13,660.0,566.75,604.0,555.0,678.0,538.0,719.0,577.0,639.0,597.0,True,0.039549638256175315,0.4075732572005538,1.8409993265781692,1.885990099213815,1.8492328611703892,-0.40750581999521485,0.3057638732957287,-4.3125,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence/images/frame_0001.png,11,238.75,507.25,182.0,495.0,290.0,477.0,301.0,518.0,182.0,539.0,True,-0.6493385850326833,0.23695022711865457,1.5085647572594667,1.6593835105210437,1.836264699855118,-0.4069664205905022,0.30900366051295947,-4.3125,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence/images/frame_0001.png,9,413.0,367.5,378.0,341.0,439.0,334.0,448.0,393.0,387.0,402.0,True,-0.6334998761731159,0.020707468357773068,2.5985374963716983,2.6747239133052285,2.9928702425439417,-0.22533077202000165,0.6398735994890592,-4.3125,0.0,2.2,0.0,0.3,0.0
1,results/bus_real_data/03_moving_camera_sequence/images/frame_0001.png,0,264.5,205.25,252.0,196.0,274.0,195.0,277.0,214.0,255.0,216.0,True,-3.0995701027780194,-1.2776848727453447,7.673204402597491,8.373641935270408,2.9021471176358027,-0.2579726105971769,0.5611417729804686,-4.3125,0.0,2.2,0.0,0.3,0.0
2,results/bus_real_data/03_moving_camera_sequence/images/frame_0002.png,5,781.0,238.0,769.0,226.0,793.0,226.0,793.0,250.0,769.0,250.0,True,0.9987499827584575,-0.8641666517160398,6.5837251472470015,6.7148881110924465,3.1415925634920385,-2.856221538152568e-11,1.6400168338966856e-07,-4.125,0.0,2.2,0.0,0.3,0.0
2,results/bus_real_data/03_moving_camera_sequence/images/frame_0002.png,7,504.25,197.5,493.0,186.0,516.0,186.0,516.0,209.0,492.0,209.0,True,-0.9783078151743427,-1.171181049310222,6.6982504383685155,6.869884290626633,3.0299436116978504,0.006399328235603899,-0.02983762072163061,-4.125,0.0,2.2,0.0,0.3,0.0
