frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,-4.5,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0000.png,True
1,0,-4.3125,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0001.png,True
2,0,-4.125,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0002.png,True
3,0,-3.9375,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0003.png,True
4,0,-3.75,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0004.png,True
5,0,-3.5625,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0005.png,True
6,0,-3.375,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0006.png,True
7,0,-3.1875,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0007.png,True
8,1,-3.0,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0008.png,True
9,1,-2.8,0.0,2.2,0.0,0.3,0.16666666666666666,results/bus_real_data/03_moving_camera_sequence/images/frame_0009.png,True
10,1,-2.6,0.0,2.2,0.0,0.3,0.3333333333333333,results/bus_real_data/03_moving_camera_sequence/images/frame_0010.png,True
11,1,-2.4,0.0,2.2,0.0,0.3,0.5,results/bus_real_data/03_moving_camera_sequence/images/frame_0011.png,True
12,1,-2.2,0.0,2.2,0.0,0.3,0.6666666666666666,results/bus_real_data/03_moving_camera_sequence/images/frame_0012.png,True
13,1,-2.0,0.0,2.2,0.0,0.3,0.8333333333333333,results/bus_real_data/03_moving_camera_sequence/images/frame_0013.png,True
14,1,-1.7999999999999998,0.0,2.2,0.0,0.3,1.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0014.png,True
15,1,-1.6,0.0,2.2,0.0,0.3,1.1666666666666667,results/bus_real_data/03_moving_camera_sequence/images/frame_0015.png,True
16,1,-1.4,0.0,2.2,0.0,0.3,1.3333333333333333,results/bus_real_data/03_moving_camera_sequence/images/frame_0016.png,True
17,1,-1.2000000000000002,0.0,2.2,0.0,0.3,1.5,results/bus_real_data/03_moving_camera_sequence/images/frame_0017.png,True
18,1,-1.0,0.0,2.2,0.0,0.3,1.6666666666666665,results/bus_real_data/03_moving_camera_sequence/images/frame_0018.png,True
19,1,-0.8000000000000003,0.0,2.2,0.0,0.3,1.8333333333333333,results/bus_real_data/03_moving_camera_sequence/images/frame_0019.png,True
20,1,-0.5999999999999996,0.0,2.2,0.0,0.3,2.0,results/bus_real_data/03_moving_camera_sequence/images/frame_0020.png,True
21,1,-0.3999999999999999,0.0,2.2,0.0,0.3,2.166666666666667,results/bus_real_data/03_moving_camera_sequence/images/frame_0021.png,True
22,1,-0.20000000000000018,0.0,2.2,0.0,0.3,2.3333333333333335,results/bus_real_data/03_moving_camera_sequence/images/frame_0022.png,True
23,2,0.0,0.0,2.2,0.0,0.3,2.5,results/bus_real_data/03_moving_camera_sequence/images/frame_0023.png,True
24,2,0.2,0.0,2.2,0.0,0.3,2.56,results/bus_real_data/03_moving_camera_sequence/images/frame_0024.png,True
25,2,0.4,0.0,2.2,0.0,0.3,2.62,results/bus_real_data/03_moving_camera_sequence/images/frame_0025.png,True
26,2,0.6000000000000001,0.0,2.2,0.0,0.3,2.68,results/bus_real_data/03_moving_camera_sequence/images/frame_0026.png,True
27,2,0.8,0.0,2.2,0.0,0.3,2.7399999999999998,results/bus_real_data/03_moving_camera_sequence/images/frame_0027.png,True
28,2,1.0,0.0,2.2,0.0,0.3,2.8,results/bus_real_data/03_moving_camera_sequence/images/frame_0028.png,True
29,2,1.2000000000000002,0.0,2.2,0.0,0.3,2.86,results/bus_real_data/03_moving_camera_sequence/images/frame_0029.png,True
30,2,1.4,0.0,2.2,0.0,0.3,2.92,results/bus_real_data/03_moving_camera_sequence/images/frame_0030.png,True
31,2,1.6,0.0,2.2,0.0,0.3,2.98,results/bus_real_data/03_moving_camera_sequence/images/frame_0031.png,True
32,2,1.7999999999999998,0.0,2.2,0.0,0.3,3.04,results/bus_real_data/03_moving_camera_sequence/images/frame_0032.png,True
33,2,2.0,0.0,2.2,0.0,0.3,3.0999999999999996,results/bus_real_data/03_moving_camera_sequence/images/frame_0033.png,True
