frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok
0,0,-4.5,0.0,2.2,0.0,0.3,0.0,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0000.png,True
1,0,-4.36,0.0,2.2,0.0,0.3,-0.04000000000000001,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0001.png,True
2,0,-4.22,0.0,2.2,0.0,0.3,-0.08000000000000002,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0002.png,True
3,0,-4.08,0.0,2.2,0.0,0.3,-0.12,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0003.png,True
4,0,-3.94,0.0,2.2,0.0,0.3,-0.16000000000000003,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0004.png,True
5,0,-3.8,0.0,2.2,0.0,0.3,-0.2,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0005.png,True
6,0,-3.66,0.0,2.2,0.0,0.3,-0.24,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0006.png,True
7,0,-3.52,0.0,2.2,0.0,0.3,-0.27999999999999997,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0007.png,True
8,0,-3.38,0.0,2.2,0.0,0.3,-0.32000000000000006,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0008.png,True
9,0,-3.24,0.0,2.2,0.0,0.3,-0.36000000000000004,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0009.png,True
10,1,-3.1,0.0,2.2,0.0,0.3,-0.4,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0010.png,True
11,1,-3.0483870967741935,0.0,2.2,0.0,0.3129032258064516,-0.5,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0011.png,True
12,1,-2.9967741935483874,0.0,2.2,0.0,0.3258064516129032,-0.6000000000000001,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0012.png,True
13,1,-2.945161290322581,0.0,2.2,0.0,0.3387096774193548,-0.7,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0013.png,True
14,1,-2.893548387096774,0.0,2.2,0.0,0.3516129032258064,-0.8,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0014.png,True
15,1,-2.8419354838709676,0.0,2.2,0.0,0.36451612903225805,-0.9,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0015.png,True
16,1,-2.7903225806451615,0.0,2.2,0.0,0.37741935483870964,-1.0,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0016.png,True
17,1,-2.738709677419355,0.0,2.2,0.0,0.3903225806451613,-1.1,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0017.png,True
18,1,-2.6870967741935483,0.0,2.2,0.0,0.4032258064516129,-1.2000000000000002,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0018.png,True
19,1,-2.635483870967742,0.0,2.2,0.0,0.4161290322580645,-1.3000000000000003,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0019.png,True
20,1,-2.5838709677419356,0.0,2.2,0.0,0.4290322580645161,-1.4,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0020.png,True
21,1,-2.532258064516129,0.0,2.2,0.0,0.4419354838709677,-1.5,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0021.png,True
22,1,-2.4806451612903224,0.0,2.2,0.0,0.45483870967741935,-1.6,results/bus_real_data/04_moving_camera_sequence_run2/images/frame_0022.png,True
