marker_id,tx_m,ty_m,tz_m,baseline_m,relative_rotation_deg
0,-0.011073447790902625,-5.970932291825644,7.537191958038595,9.615686021659291,179.99999502168694
1,-0.012951726916592642,-6.222564630823726,7.386583287767131,9.658265423932457,179.99960464103248
2,-0.02082062487131997,-6.038375234598378,7.511011418899469,9.63730779352145,179.28773264405405
5,0.03368744208005925,-6.017229910978591,7.327850111007555,9.481855192667876,179.02246592342487
