image_name,colmap_eval_aligned_x,colmap_eval_aligned_y,colmap_eval_aligned_z,gt_x,gt_y,gt_z,err_x_m,err_y_m,err_z_m,err_norm_m
moving_0146.jpg,0.41206364,-0.00145749,1.65171441,0.40000000,0.00000000,1.65000000,0.01206364,-0.00145749,0.00171441,0.01227171
moving_0147.jpg,0.48432365,-0.00100378,1.65169762,0.40000000,0.00000000,1.65000000,0.08432365,-0.00100378,0.00169762,0.08434671
moving_0148.jpg,0.48432365,-0.00100378,1.65169762,0.47272700,0.00000000,1.65000000,0.01159665,-0.00100378,0.00169762,0.01176315
moving_0149.jpg,0.48432365,-0.00100378,1.65169762,0.54545500,0.00000000,1.65000000,-0.06113135,-0.00100378,0.00169762,0.06116316
moving_0150.jpg,0.48432365,-0.00100378,1.65169762,0.61818200,0.00000000,1.65000000,-0.13385835,-0.00100378,0.00169762,0.13387288
moving_0151.jpg,0.56023482,-0.00176605,1.65618794,0.69090900,0.00000000,1.65000000,-0.13067418,-0.00176605,0.00618794,0.13083253
moving_0152.jpg,0.62982633,-0.00084308,1.65489311,0.76363600,0.00000000,1.65000000,-0.13380967,-0.00084308,0.00489311,0.13390176
moving_0153.jpg,0.70552418,0.00059894,1.65554006,0.83636400,0.00000000,1.65000000,-0.13083982,0.00059894,0.00554006,0.13095842
moving_0154.jpg,0.77574061,0.00029050,1.65638710,0.90909100,0.00000000,1.65000000,-0.13335039,0.00029050,0.00638710,0.13350358
moving_0155.jpg,0.84772621,0.00216846,1.65564095,0.98181800,0.00000000,1.65000000,-0.13409179,0.00216846,0.00564095,0.13422790
moving_0156.jpg,0.91675836,0.00268576,1.65465183,1.05454500,0.00000000,1.65000000,-0.13778664,0.00268576,0.00465183,0.13789130
moving_0157.jpg,0.98938227,0.00216620,1.65451766,1.12727300,0.00000000,1.65000000,-0.13789073,0.00216620,0.00451766,0.13798172
moving_0158.jpg,1.05797185,0.00152627,1.65316248,1.20000000,0.00000000,1.65000000,-0.14202815,0.00152627,0.00316248,0.14207156
moving_0159.jpg,1.12968089,0.00205400,1.65266558,1.20000000,0.00000000,1.65000000,-0.07031911,0.00205400,0.00266558,0.07039959
moving_0160.jpg,1.20141630,0.00379368,1.65230587,1.20000000,0.00000000,1.65000000,0.00141630,0.00379368,0.00230587,0.00465993
moving_0161.jpg,1.27358582,0.00369767,1.65178091,1.20000000,0.00000000,1.65000000,0.07358582,0.00369767,0.00178091,0.07370018
moving_0162.jpg,1.27358582,0.00369767,1.65178091,1.27272700,0.00000000,1.65000000,0.00085882,0.00369767,0.00178091,0.00419309
moving_0163.jpg,1.27358582,0.00369767,1.65178091,1.34545500,0.00000000,1.65000000,-0.07186918,0.00369767,0.00178091,0.07198628
moving_0164.jpg,1.27358582,0.00369767,1.65178091,1.41818200,0.00000000,1.65000000,-0.14459618,0.00369767,0.00178091,0.14465442
moving_0165.jpg,1.55840495,0.00223043,1.65361241,1.49090900,0.00000000,1.65000000,0.06749595,0.00223043,0.00361241,0.06762934
moving_0166.jpg,1.55840495,0.00223043,1.65361241,1.56363600,0.00000000,1.65000000,-0.00523105,0.00223043,0.00361241,0.00673708
moving_0167.jpg,1.70149331,0.00129933,1.65188977,1.63636400,0.00000000,1.65000000,0.06512931,0.00129933,0.00188977,0.06516968
moving_0168.jpg,1.70149331,0.00129933,1.65188977,1.70909100,0.00000000,1.65000000,-0.00759769,0.00129933,0.00188977,0.00793627
moving_0169.jpg,1.70149331,0.00129933,1.65188977,1.78181800,0.00000000,1.65000000,-0.08032469,0.00129933,0.00188977,0.08035742
moving_0170.jpg,1.70149331,0.00129933,1.65188977,1.85454500,0.00000000,1.65000000,-0.15305169,0.00129933,0.00188977,0.15306887
moving_0171.jpg,1.98639603,-0.00139426,1.65156724,1.92727300,0.00000000,1.65000000,0.05912303,-0.00139426,0.00156724,0.05916023
moving_0172.jpg,1.98639603,-0.00139426,1.65156724,2.00000000,0.00000000,1.65000000,-0.01360397,-0.00139426,0.00156724,0.01376475
moving_0173.jpg,1.98639603,-0.00139426,1.65156724,2.00000000,0.00000000,1.65000000,-0.01360397,-0.00139426,0.00156724,0.01376475
moving_0174.jpg,1.98639603,-0.00139426,1.65156724,2.00000000,0.00000000,1.65000000,-0.01360397,-0.00139426,0.00156724,0.01376475
moving_0175.jpg,2.05930608,-0.00143101,1.65386202,2.00000000,0.00000000,1.65000000,0.05930608,-0.00143101,0.00386202,0.05944892
moving_0176.jpg,2.05930608,-0.00143101,1.65386202,2.07272700,0.00000000,1.65000000,-0.01342092,-0.00143101,0.00386202,0.01403867
moving_0177.jpg,2.05930608,-0.00143101,1.65386202,2.14545500,0.00000000,1.65000000,-0.08614892,-0.00143101,0.00386202,0.08624732
moving_0178.jpg,2.05930608,-0.00143101,1.65386202,2.21818200,0.00000000,1.65000000,-0.15887592,-0.00143101,0.00386202,0.15892930
