pair,method,root_cam,target_cam,root_marker,target_marker,root_frame,target_frame,translation_error_m,rotation_error_deg,est_x,est_y,est_z,gt_x,gt_y,gt_z,root_static_dist_m,target_static_dist_m,root_moving_dist_m,target_moving_dist_m,root_moving_score,target_moving_score
cam3_to_cam0,COLMAP_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.20905889668252173,2.237840997958143,1.8626060878056172,-1.098760075343037,3.0227635074426438,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,8.7465838621498,18.72594348114309
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,7,4,80,71,0.19154083857977566,3.7880040551146235,1.9696433898357708,-1.1813394593282007,3.1664647846637806,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.713580653871969,2.5437140555813604,1.9046833363634648,1.3094234602942378,8.7465838621498,18.72594348114309
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,12,80,118,0.0971910893974232,4.078686133155961,2.9938997314561346,-3.1124322598338283,8.272723452699696,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.858260077066848,1.9046833363634648,1.3509846571769346,8.7465838621498,18.57427399138487
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,10,80,105,0.11459392315981957,4.78849826157014,2.9919308061094356,-3.165091857517085,8.277813267095894,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,3.643505041653401,1.9046833363634648,1.3695464681281904,8.7465838621498,12.646565435582682
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,11,80,130,0.12835293562756664,4.837276341417601,3.0220481606798564,-3.103945549224192,8.292522219786967,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.326032331262132,1.9046833363634648,0.9020206749447832,8.7465838621498,30.11197707900185
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,13,80,128,0.13772313116880386,4.973027667009094,3.0348789684523623,-3.1201573147739246,8.257877401248471,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.2630546571845818,1.9046833363634648,1.3095772938913153,8.7465838621498,14.602542331201967
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,9,80,121,0.5360212099201903,11.848826615416264,3.0996413470922857,-3.400761784233322,7.861406400718647,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,3.1196266267121775,1.9046833363634648,1.8077641985410626,8.7465838621498,10.03380824278261
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,0,80,38,1.1876075348748683,10.914748652600112,3.878729538181495,-2.4524117664961778,8.09238034157942,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,8.769124557170892,1.9046833363634648,1.4133865667502417,8.7465838621498,13.898302808024551
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,9,80,121,0.7420588071063513,12.727217040569807,2.3372683609905787,-3.564418192724561,8.11036701520787,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,3.1196266267121775,1.9046833363634648,1.8077641985410626,8.7465838621498,10.03380824278261
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,12,80,118,0.7440250909487431,4.123409028335378,2.2260401547858546,-3.278136602858498,8.523708541510398,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.858260077066848,1.9046833363634648,1.3509846571769346,8.7465838621498,18.57427399138487
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,10,80,105,0.8070551177424391,2.815397643911862,2.195564174454867,-3.340837182941397,8.57493400424752,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,3.643505041653401,1.9046833363634648,1.3695464681281904,8.7465838621498,12.646565435582682
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,0,80,38,0.8789539470367695,5.536474184764691,3.6359699989724605,-2.629221872412821,8.329725480997373,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,8.769124557170892,1.9046833363634648,1.4133865667502417,8.7465838621498,13.898302808024551
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,13,80,128,0.8793408261662059,7.2837784401731875,2.071313640474113,-3.3300253065961756,8.451008584858428,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.2630546571845818,1.9046833363634648,1.3095772938913153,8.7465838621498,14.602542331201967
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,11,80,130,0.9001624065933226,7.17840706252148,2.05278922868692,-3.306011531145244,8.489773791841378,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.326032331262132,1.9046833363634648,0.9020206749447832,8.7465838621498,30.11197707900185
