marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
18,side_01,0,1,0.2507945766337568,0.17,0.6778455989032663,yes,0.006600942662021381
18,side_12,1,2,0.24894401411410133,0.17,0.682884465428769,yes,0.0015620761365187086
18,side_23,2,3,0.24877504367108644,0.17,0.683348287237214,yes,0.0010982543280737556
18,side_30,3,0,0.24896685656718603,0.17,0.682821811481256,yes,0.0016247300840317447
18,diag_02,0,2,0.35251840111781535,0.2404163056034262,0.6819964712227222,yes,0.0024500703425655024
18,diag_13,1,3,0.35280429439795746,0.2404163056034262,0.681443818629488,yes,0.0030027229357997287
19,side_01,0,1,0.25061573447949836,0.17,0.6783293170042637,yes,0.006117224561024037
19,side_12,1,2,0.24982915697763325,0.17,0.6804650107962371,yes,0.003981530769050612
19,side_23,2,3,0.24993724077900334,0.17,0.6801707479451431,yes,0.00427579362014463
19,side_30,3,0,0.24959795181471753,0.17,0.6810953325698563,yes,0.0033512089954313984
19,diag_02,0,2,0.35357189238641457,0.2404163056034262,0.679964416800072,yes,0.0044821247652157
19,diag_13,1,3,0.3535206547726012,0.2404163056034262,0.6800629676307646,yes,0.004383573934523155
20,side_01,0,1,0.24040667344064226,0.17,0.7071351122121573,yes,0.022688570646869577
20,side_12,1,2,0.2438201227285844,0.17,0.6972353146964845,yes,0.012788773131196751
20,side_23,2,3,0.2396048096302503,0.17,0.7095016175273694,yes,0.025055075962081674
20,side_30,3,0,0.24577493624597993,0.17,0.6916897328776366,yes,0.007243191312348851
20,diag_02,0,2,0.34242095552736984,0.2404163056034262,0.7021074549399463,yes,0.017660913374658582
20,diag_13,1,3,0.3430931382777501,0.2404163056034262,0.7007318969136533,yes,0.016285355348365615
