marker_id,image_name,quality_rank,selected,selection_score,area_px2,maximum_observations_per_marker,tie_breaker
0,moving_frame_0078.png,1,True,0.8172181691353878,5513.0,,stable ascending image name
0,moving_frame_0081.png,2,True,0.7799243626723525,8019.0,,stable ascending image name
0,moving_frame_0083.png,3,True,0.7760908285422174,11148.0,,stable ascending image name
0,moving_frame_0082.png,4,True,0.7684775591252305,9394.0,,stable ascending image name
0,moving_frame_0079.png,5,True,0.7650495169284282,6168.5,,stable ascending image name
0,moving_frame_0076.png,6,True,0.764014102730726,4823.0,,stable ascending image name
0,moving_frame_0080.png,7,True,0.7639005062430096,7007.0,,stable ascending image name
0,moving_frame_0074.png,8,True,0.7441588296473547,4305.5,,stable ascending image name
0,moving_frame_0075.png,9,True,0.7427636598753656,4537.5,,stable ascending image name
0,moving_frame_0077.png,10,True,0.7235215060934604,5193.0,,stable ascending image name
0,moving_frame_0084.png,11,True,0.7207464745796055,13131.0,,stable ascending image name
0,moving_frame_0073.png,12,True,0.7120737990684043,4078.0,,stable ascending image name
0,moving_frame_0072.png,13,True,0.6822495353516242,3898.5,,stable ascending image name
0,moving_frame_0071.png,14,True,0.6761855103147242,3807.0,,stable ascending image name
0,moving_frame_0070.png,15,True,0.6500832255767275,3334.5,,stable ascending image name
0,moving_frame_0069.png,16,True,0.6437423352792946,2948.5,,stable ascending image name
0,moving_frame_0063.png,17,True,0.6219408941048905,2472.0,,stable ascending image name
0,moving_frame_0068.png,18,True,0.6170061793467422,2672.0,,stable ascending image name
0,moving_frame_0030.png,19,True,0.615165780850741,818.0,,stable ascending image name
0,moving_frame_0064.png,20,True,0.6026050414771063,2409.0,,stable ascending image name
0,moving_frame_0031.png,21,True,0.5922426413412355,908.0,,stable ascending image name
0,moving_frame_0066.png,22,True,0.59104051878816,2425.5,,stable ascending image name
0,moving_frame_0067.png,23,True,0.5897671443657478,2506.0,,stable ascending image name
0,moving_frame_0062.png,24,True,0.5799169905338235,2642.0,,stable ascending image name
0,moving_frame_0059.png,25,True,0.5737701486917721,2208.5,,stable ascending image name
0,moving_frame_0058.png,26,True,0.5665419339306349,1988.0,,stable ascending image name
0,moving_frame_0043.png,27,True,0.5603616574589554,1753.5,,stable ascending image name
0,moving_frame_0061.png,28,True,0.5593648178793418,2934.5,,stable ascending image name
0,moving_frame_0042.png,29,True,0.5555006721247859,1710.5,,stable ascending image name
0,moving_frame_0065.png,30,True,0.5508275908817053,2376.5,,stable ascending image name
0,moving_frame_0033.png,31,True,0.5487958161775002,1184.0,,stable ascending image name
0,moving_frame_0060.png,32,True,0.544683253543716,2541.0,,stable ascending image name
0,moving_frame_0028.png,33,True,0.5437401768779412,691.5,,stable ascending image name
0,moving_frame_0029.png,34,True,0.5435652644047126,745.0,,stable ascending image name
0,moving_frame_0056.png,35,True,0.5372057331281882,1743.0,,stable ascending image name
0,moving_frame_0032.png,36,True,0.534589974125476,1015.5,,stable ascending image name
0,moving_frame_0057.png,37,True,0.5325035245891295,1830.0,,stable ascending image name
0,moving_frame_0020.png,38,True,0.5251042375089832,577.0,,stable ascending image name
0,moving_frame_0034.png,39,True,0.5213893957598814,1324.5,,stable ascending image name
0,moving_frame_0023.png,40,True,0.5195306394091496,529.0,,stable ascending image name
0,moving_frame_0054.png,41,True,0.5193503684159553,1640.0,,stable ascending image name
0,moving_frame_0044.png,42,True,0.5177559291289952,1761.5,,stable ascending image name
0,moving_frame_0045.png,43,True,0.509683847201423,1800.0,,stable ascending image name
0,moving_frame_0026.png,44,True,0.5095758941157086,589.5,,stable ascending image name
0,moving_frame_0027.png,45,True,0.507540053836353,627.0,,stable ascending image name
0,moving_frame_0040.png,46,True,0.5075208083091002,1807.0,,stable ascending image name
0,moving_frame_0019.png,47,True,0.4981127638639548,638.5,,stable ascending image name
0,moving_frame_0041.png,48,True,0.49293742183555384,1765.5,,stable ascending image name
0,static_cam_edge_5.png,49,True,0.4886067250171795,420.0,,stable ascending image name
0,moving_frame_0024.png,50,True,0.4864786376939024,540.5,,stable ascending image name
0,moving_frame_0021.png,51,True,0.48469335092274324,564.5,,stable ascending image name
0,moving_frame_0025.png,52,True,0.4804172781436211,576.0,,stable ascending image name
0,moving_frame_0055.png,53,True,0.4785324643847423,1701.0,,stable ascending image name
0,moving_frame_0022.png,54,True,0.4748341869379633,540.5,,stable ascending image name
0,moving_frame_0010.png,55,True,0.4733775221547238,583.0,,stable ascending image name
0,moving_frame_0039.png,56,True,0.4669531487117457,1889.0,,stable ascending image name
0,moving_frame_0035.png,57,True,0.45174776017433926,1552.5,,stable ascending image name
0,moving_frame_0018.png,58,True,0.445539752180923,719.5,,stable ascending image name
0,moving_frame_0001.png,59,True,0.4379099971859484,465.0,,stable ascending image name
0,moving_frame_0011.png,60,True,0.41468212233733637,687.5,,stable ascending image name
0,moving_frame_0017.png,61,True,0.4134411059209347,800.5,,stable ascending image name
0,moving_frame_0009.png,62,True,0.4117213907025061,522.0,,stable ascending image name
0,moving_frame_0000.png,63,True,0.4034374161969537,497.0,,stable ascending image name
0,moving_frame_0008.png,64,True,0.3893692381393637,474.0,,stable ascending image name
0,moving_frame_0002.png,65,True,0.36035049054079565,421.5,,stable ascending image name
0,moving_frame_0003.png,66,True,0.3574219569373057,432.0,,stable ascending image name
0,moving_frame_0006.png,67,True,0.348690048013661,430.5,,stable ascending image name
0,moving_frame_0007.png,68,True,0.34742799011430103,463.0,,stable ascending image name
0,moving_frame_0004.png,69,True,0.3459293702583346,430.5,,stable ascending image name
1,moving_frame_0090.png,1,True,0.8402678806322286,8791.0,,stable ascending image name
1,moving_frame_0086.png,2,True,0.8154274827853262,6981.0,,stable ascending image name
1,moving_frame_0096.png,3,True,0.8042839990041327,15080.0,,stable ascending image name
1,moving_frame_0097.png,4,True,0.7988040742060196,16147.0,,stable ascending image name
1,moving_frame_0098.png,5,True,0.783160479737513,17317.5,,stable ascending image name
1,moving_frame_0093.png,6,True,0.7732381256493872,11439.0,,stable ascending image name
1,moving_frame_0094.png,7,True,0.7687322982320232,12444.0,,stable ascending image name
1,moving_frame_0109.png,8,True,0.7601180519793007,14638.5,,stable ascending image name
1,moving_frame_0095.png,9,True,0.7529115737540834,13771.0,,stable ascending image name
1,moving_frame_0087.png,10,True,0.7509227850973842,7273.5,,stable ascending image name
1,moving_frame_0099.png,11,True,0.7464409174706053,18320.0,,stable ascending image name
1,moving_frame_0085.png,12,True,0.7452959318935037,6890.0,,stable ascending image name
1,moving_frame_0108.png,13,True,0.7322576053554747,15578.0,,stable ascending image name
1,moving_frame_0106.png,14,True,0.7302631851382216,17412.0,,stable ascending image name
1,moving_frame_0107.png,15,True,0.7177669022014442,16480.5,,stable ascending image name
1,moving_frame_0101.png,16,True,0.7108680979689779,19375.0,,stable ascending image name
1,moving_frame_0100.png,17,True,0.6980099753831147,18916.0,,stable ascending image name
1,static_cam_edge_3.png,18,True,0.6962155792123522,8775.0,,stable ascending image name
2,moving_frame_0114.png,1,True,0.7395579729945726,10210.0,,stable ascending image name
2,moving_frame_0113.png,2,True,0.7311807747093326,8301.0,,stable ascending image name
2,moving_frame_0105.png,3,True,0.7260719552085507,6639.5,,stable ascending image name
2,moving_frame_0112.png,4,True,0.7068572728433047,6930.5,,stable ascending image name
2,moving_frame_0110.png,5,True,0.7056360901115392,5481.0,,stable ascending image name
2,moving_frame_0103.png,6,True,0.7032468635471628,8168.0,,stable ascending image name
2,moving_frame_0106.png,7,True,0.7011382043424006,6087.0,,stable ascending image name
2,moving_frame_0109.png,8,True,0.6908607589404878,5056.0,,stable ascending image name
2,moving_frame_0111.png,9,True,0.6809307857426453,6021.0,,stable ascending image name
2,moving_frame_0104.png,10,True,0.6747891990765049,7325.5,,stable ascending image name
2,moving_frame_0107.png,11,True,0.6715668996086698,5651.0,,stable ascending image name
2,moving_frame_0108.png,12,True,0.6698833245650005,5304.0,,stable ascending image name
2,static_cam_edge_3.png,13,True,0.6053218447605807,4155.5,,stable ascending image name
2,static_cam_edge_1.png,14,True,0.5824511942135953,1824.0,,stable ascending image name
3,moving_frame_0046.png,1,True,0.6929123881254521,2278.0,,stable ascending image name
3,moving_frame_0120.png,2,True,0.667507968118791,1590.5,,stable ascending image name
3,moving_frame_0048.png,3,True,0.6654726861201579,2588.0,,stable ascending image name
3,moving_frame_0047.png,4,True,0.6634399834176149,2408.5,,stable ascending image name
3,moving_frame_0045.png,5,True,0.6619183549397597,2222.0,,stable ascending image name
3,moving_frame_0052.png,6,True,0.6446391505934016,3545.0,,stable ascending image name
3,moving_frame_0051.png,7,True,0.6327874426254027,3200.0,,stable ascending image name
3,moving_frame_0121.png,8,True,0.6309081618645895,1742.5,,stable ascending image name
3,moving_frame_0049.png,9,True,0.6248947406785198,2758.0,,stable ascending image name
3,moving_frame_0116.png,10,True,0.6050851742920349,1078.5,,stable ascending image name
3,moving_frame_0122.png,11,True,0.5982335364563239,2047.0,,stable ascending image name
3,moving_frame_0053.png,12,True,0.594756416644709,4079.0,,stable ascending image name
3,moving_frame_0044.png,13,True,0.5905015600400803,2120.0,,stable ascending image name
3,moving_frame_0118.png,14,True,0.5805580186414638,1278.0,,stable ascending image name
3,moving_frame_0113.png,15,True,0.577038817384988,960.0,,stable ascending image name
3,static_cam_edge_0.png,16,True,0.5654646987489472,2478.0,,stable ascending image name
3,moving_frame_0123.png,17,True,0.5556021834292887,2357.0,,stable ascending image name
3,moving_frame_0041.png,18,True,0.5534227320417597,2029.5,,stable ascending image name
3,moving_frame_0115.png,19,True,0.5507641089121635,1032.0,,stable ascending image name
3,moving_frame_0124.png,20,True,0.5390669084949691,2820.0,,stable ascending image name
3,moving_frame_0042.png,21,True,0.5334731424923472,2016.5,,stable ascending image name
3,moving_frame_0040.png,22,True,0.5129361615009497,2104.0,,stable ascending image name
4,moving_frame_0133.png,1,True,0.8332463757155124,8144.0,,stable ascending image name
4,moving_frame_0134.png,2,True,0.8144123112427175,10035.5,,stable ascending image name
4,moving_frame_0037.png,3,True,0.8035306317146442,5320.5,,stable ascending image name
4,moving_frame_0132.png,4,True,0.8007769991275363,6986.0,,stable ascending image name
4,moving_frame_0129.png,5,True,0.7994579710535685,5408.5,,stable ascending image name
4,moving_frame_0130.png,6,True,0.796533816151709,5687.0,,stable ascending image name
4,moving_frame_0131.png,7,True,0.795174032872982,6214.5,,stable ascending image name
4,moving_frame_0128.png,8,True,0.7688306268934848,4541.0,,stable ascending image name
4,moving_frame_0039.png,9,True,0.7679892567138015,6071.5,,stable ascending image name
4,moving_frame_0038.png,10,True,0.7672690791258377,5678.0,,stable ascending image name
4,moving_frame_0036.png,11,True,0.76138520801475,4482.0,,stable ascending image name
4,moving_frame_0041.png,12,True,0.7585109876288035,7415.0,,stable ascending image name
4,moving_frame_0042.png,13,True,0.7526014596394529,8484.0,,stable ascending image name
4,moving_frame_0040.png,14,True,0.7440355303436316,6667.0,,stable ascending image name
4,moving_frame_0034.png,15,True,0.7087088007126349,3203.5,,stable ascending image name
4,moving_frame_0127.png,16,True,0.6986347609779848,3951.0,,stable ascending image name
4,moving_frame_0033.png,17,True,0.6667644084909793,2749.5,,stable ascending image name
4,moving_frame_0032.png,18,True,0.6482057510374447,2314.0,,stable ascending image name
4,static_cam_edge_0.png,19,True,0.6474585704314967,4132.5,,stable ascending image name
4,moving_frame_0126.png,20,True,0.6225497907997074,3450.0,,stable ascending image name
4,moving_frame_0030.png,21,True,0.5985521158553717,1773.0,,stable ascending image name
4,moving_frame_0125.png,22,True,0.5940231491256748,3071.5,,stable ascending image name
4,moving_frame_0124.png,23,True,0.5626607736722495,2805.0,,stable ascending image name
4,moving_frame_0027.png,24,True,0.5428798873556063,1235.0,,stable ascending image name
4,moving_frame_0028.png,25,True,0.5413182710482188,1376.0,,stable ascending image name
4,moving_frame_0029.png,26,True,0.5370655007283953,1569.5,,stable ascending image name
4,moving_frame_0026.png,27,True,0.5311815710253395,1134.0,,stable ascending image name
4,moving_frame_0123.png,28,True,0.5303721431246491,2544.5,,stable ascending image name
4,moving_frame_0025.png,29,True,0.5048290595177198,1016.5,,stable ascending image name
4,moving_frame_0111.png,30,True,0.4336314035523885,891.0,,stable ascending image name
5,moving_frame_0147.png,1,True,0.737542086381975,7552.5,,stable ascending image name
5,moving_frame_0146.png,2,True,0.7319531053869062,6435.0,,stable ascending image name
5,moving_frame_0145.png,3,True,0.7226654922901969,5623.5,,stable ascending image name
5,moving_frame_0141.png,4,True,0.7210626223886535,3998.0,,stable ascending image name
5,moving_frame_0148.png,5,True,0.7210395204891739,8937.0,,stable ascending image name
5,moving_frame_0140.png,6,True,0.7157694328803013,4088.5,,stable ascending image name
5,moving_frame_0143.png,7,True,0.7044225869123842,4400.0,,stable ascending image name
5,moving_frame_0142.png,8,True,0.7021910532026217,3947.0,,stable ascending image name
5,moving_frame_0144.png,9,True,0.6971282887748101,4942.5,,stable ascending image name
5,moving_frame_0138.png,10,True,0.6875864812982677,4692.0,,stable ascending image name
5,moving_frame_0139.png,11,True,0.6788478242692724,4336.5,,stable ascending image name
5,moving_frame_0137.png,12,True,0.6746504088231691,5250.0,,stable ascending image name
5,moving_frame_0109.png,13,True,0.5817697209702883,906.0,,stable ascending image name
5,static_cam_edge_1.png,14,True,0.5708010319381972,564.0,,stable ascending image name
5,moving_frame_0108.png,15,True,0.559045381765361,955.5,,stable ascending image name
5,moving_frame_0106.png,16,True,0.5551009468350443,1155.0,,stable ascending image name
5,moving_frame_0105.png,17,True,0.5537444927110382,1326.0,,stable ascending image name
5,moving_frame_0107.png,18,True,0.5417084812885615,1043.0,,stable ascending image name
5,moving_frame_0112.png,19,True,0.5352412821343274,1089.0,,stable ascending image name
5,moving_frame_0110.png,20,True,0.5338293318869017,918.0,,stable ascending image name
