corner_idx,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,ideal_x_ref_m,ideal_y_ref_m,ideal_z_ref_m,registered_x_ref_m,registered_y_ref_m,registered_z_ref_m,corner_fit_error_cm
0,0.7766062509783807,1.6226962151299682,1.7997344890019733,15,15,0.6402319950996432,0.5532335600233113,1.1318531249860362,-0.085,0.085,0.0,-0.08569292911882986,0.08461114573053807,-0.00012434829812058013,0.08042517676987604
1,0.8334371107217786,1.7274595609808754,1.6143480829166537,15,15,0.5224903437947989,0.5066210862704571,1.0306604201778056,0.085,0.085,0.0,0.08588709251113133,0.08469732534532737,0.00012434829812080217,0.09455197349246702
2,0.6238035194417463,1.7701192472946337,1.5759921432799624,15,15,0.7298102563566143,0.6337186713834951,1.7055593234808344,0.085,-0.085,0.0,0.08479326344745902,-0.08450316195302576,-0.00012434829812058013,0.055231381145431836
3,0.5672498844520625,1.665965403706285,1.7590593763244555,15,15,0.6251841654770557,0.5764200392202893,1.5652832901244655,-0.085,-0.085,0.0,-0.08498742683976035,-0.08480530912283946,0.00012434829812124626,0.02313549680763453
